LOCN_ID,OBJ_ID,VER_NBR,LOCN_CD,LOCN_NAME,LEVEL_ID,PARENT_LOCN_ID
1166,e8ce7f9a-f58b-4752-8755-00c0e49076e1,1,RR2Per,Regenstein  2nd Floor Current Periodicals & Newspapers,5,22
1167,29600474-45c1-4efc-abb2-104e4b78cfd0,1,RR3,Regenstein  2nd and 3rd Floor General Reference Collection,5,22
1168,f2f55912-fe1d-412d-a70c-ce94fa7480d2,1,RR4,Regenstein  4th Floor Reference Collection,5,22
1169,4b4da11d-9919-4975-b186-dc0e3a6c7d5d,1,RR4Cla,Regenstein  Room 470  Classics Reading Room,5,22
1170,97f4ad63-d985-4f73-b5ec-b313466a89f7,1,RR4J,Regenstein  4th Floor Judaica Reference Collection,5,22
1171,d4dc422d-196e-4b1e-ac43-9d707f07782b,1,RR5,Regenstein  5th Floor Reference Collection,5,22
1172,5464d8b1-8b7e-4c8f-93e8-a35bb10acb00,1,RR5EA,Regenstein  Room 520  East Asian Reference Collection  Western  Language,5,22
1173,c7098248-2e3b-459f-9cc9-01bd166c07c0,1,RR5EPer,Regenstein  Room 520  East Asian Reference Collection  Western Language Periodicals,5,22
1174,6ca818c2-8a13-45cd-9261-a7f8a6d0ea08,1,RR5Per,Regenstein  5th Floor Middle East & South Asia Current Periodicals & Newspapers,5,22
1175,5146ea0e-efdd-4fec-acd1-a785511e65f3,1,RRExp,Regenstein  1st Floor Reference Desk Collection,5,22
1176,52464b53-3683-430f-a2ab-626cfe0b407c,1,RRPer,Regenstein  1st Floor Reference Collection,5,22
1177,9dd008be-b9c1-406d-bea2-7beb352586d0,1,RRRes,Regenstein  Ask at 1st Floor Reference Desk,5,22
1178,eb944a4a-35e2-4dcd-b855-b5a787437b18,1,SAsia,Regenstein  Room 560  South Asia Arrearage,5,22
1179,1a689bf6-6f30-4a97-b17b-3d8fe901509c,1,Ser,Regenstein  Serials Department: Ask at 1st Floor Reference Desk,5,22
1180,79562d1f-363b-4d87-871b-4e71c3f253e6,1,SerArr,Regenstein  Serials Department: Ask at 1st Floor Reference Desk,5,22
1181,663205b5-f102-40b3-bf4b-b5297a1eeb2f,1,SerCat,Regenstein  Serials Cataloging Department: Ask at 1st Floor Reference Desk,5,22
1182,8f04950e-022d-4b9c-904c-1047110be87c,1,Slav,Regenstein  4th Floor Slavic Reference Collection,5,22
1183,719c302b-8fd0-4998-904e-e140af1fea39,1,SOA,Regenstein  5th Floor Southern Asia Reference Collection,5,22
1184,dfffb25b-9cbf-42d8-8bff-397d0c6ba13f,1,W,Regenstein  Bookstacks,5,22
1185,e4616dee-01c9-465f-b370-9d79acbdd8f0,1,WCJK,Regenstein  5th Floor Bookstacks  East Asian/CJK,5,22
1186,8870972f-85f7-4d08-9bc6-9f92ec37b08e,1,LMCacc,Logan Media Center  Kit Accessories,5,1074
1187,9231b231-96ce-4b99-b9bf-af49a4169b40,1,LMCcabl,Logan Media Center  Accessories,5,1074
1188,8e5916bd-8949-4c35-af03-c649ada8791f,1,LMCexib,Logan Media Center  Exhibition Equipment,5,1074
1189,c15107a9-bed0-46b1-bc58-26556d919c09,1,LMCgear,Logan Media Center Cage,5,1074
1190,509f4952-9f85-4c41-99d4-363be1add4d4,1,LMCstaf,Logan Media Center  Staff-authorized Equipment,5,1074
1191,5524ecb6-05de-42d1-9f4c-2e1bef1cb26e,1,MCSX,Monographs classified separately,5,1075
1192,fb91734e-412f-4f94-95cd-f8db3a48bd89,1,AmDrama,Special Collections  American Drama,5,1069
1193,9d506366-97fe-4ab6-9e6c-1c759dc99848,1,AmNewsp,Special Collections  American Newspapers,5,1069
1194,ff85544d-8fce-4868-84e2-159d1477add6,1,Arch,Special Collections  Archives,5,1069
1195,e5a8f085-4e97-45c8-91a0-a3b83fac2e86,1,ArcMon,Special Collections  Archival Monographs,5,1069
1196,74e87681-eb63-49e4-9edd-e044eb25bf76,1,ArcRef1,Special Collections  Archival Reference,5,1069
1197,c9a06ac4-28b3-4853-bff4-c9b2ceaed321,1,ArcSer,Special Collections  Archival Serials,5,1069
1198,aa32bb07-cb57-4e03-b5e0-b3a492d88d0d,1,Atk,Special Collections  Atkinson Collection of American Drama,5,1069
1199,e2aec536-c4b5-4ad6-90cc-6be63e5dcadd,1,Aust,Special Collections  Austrian Collection of Drama,5,1069
1200,1a5566a4-3d29-45c0-8f21-4c18e2c7c741,1,Drama,Special Collections  Drama Collection,5,1069
1201,bf992492-6e43-411a-b29a-adea15c8f607,1,EB,Special Collections  EB Children's Literature,5,1069
1202,ab6a11d6-8230-462b-908e-3c8f20473819,1,French,Special Collections  French Plays,5,1069
1203,80a21e33-1d16-4311-9784-868dfe739a0a,1,Incun,Special Collections  Incunabula,5,1069
1204,9b113d8c-4fb7-4b38-bb96-ef8962b64274,1,JzMon,Special Collections  Chicago Jazz Archive Monographs,5,1069
1205,d2d03abc-d594-4fa2-b5f1-c1587ef97e3e,1,JzRec,Chicago Jazz Archive Album Collection: Ask at Special Collections,5,1069
1206,cf9e4230-c5d9-45e1-a8aa-73a2fa5f97ac,1,Linc,Special Collections  Lincoln Collection,5,1069
1207,10b915ab-ff2b-4964-8e79-cbe094f64568,1,Lincke,Special Collections  Lincke Collection of Popular German Literature,5,1069
1208,0665dcbb-aed5-40ee-af7d-2a975ef2ae85,1,MoPoRa,Special Collections  Modern Poetry,5,1069
1209,ad2cea91-6df1-4cf5-94c5-db70e1e6c142,1,Mss,Special Collections  Manuscripts,5,1069
1210,2dd63ced-91b0-4beb-92f2-63eb3f2a8318,1,MssBG,Special Collections  Manuscripts  Butler-Gunsaulus Collection,5,1069
1211,269cf672-18eb-4519-86c3-f8b0d051f2b5,1,MssCdx,Special Collections  Codex Manuscripts,5,1069
1212,138c9bd0-124a-430b-8a31-3f2c4e535ceb,1,MssCr,Special Collections  Crerar Manuscripts,5,1069
1213,47336143-9d56-4b2a-aa62-777d2a173cfc,1,MssJay,Special Collections  Manuscripts  Frank Webster Jay Collection,5,1069
1214,5cdf7c30-5588-456c-811b-7068a6f75526,1,MssLinc,Special Collections  Lincoln Miscellaneous Manuscripts,5,1069
1215,0bb5f6d7-af8b-4753-98ce-3ebbb816fbad,1,MssMisc,Special Collections  Miscellaneous Manuscripts Collection,5,1069
1216,bda07c13-f26c-4049-b22d-77bffbbe12df,1,MssSpen,Special Collections  Manuscripts  William M. Spencer Collection,5,1069
1217,0e7b4325-54a2-4ce2-a25f-0200c2975d41,1,RaCrInc,Special Collections  Crerar Incunabula,5,1069
1218,3affaaae-6b83-4156-8701-bec832393199,1,Rare,Special Collections  Rare Books,5,1069
1219,bf8f1949-336e-424d-a619-98f6e9e31328,1,RareCr,Special Collections  Crerar Rare Books,5,1069
1220,96df79d5-7dd6-4c82-8398-fd1532c4cfda,1,RBMRef,Special Collections  Rare Book and Manuscript Reference,5,1069
1221,027bdf11-1965-4de7-8dca-4a0c82939d9d,1,RefA,Special Collections  Reference  A-Level,5,1069
1222,ab67435c-3da8-463a-82a0-7b0fe8742640,1,Rege,Special Collections  Helen and Ruth Regenstein Collection of Rare Books,5,1069
1223,efe209b8-241d-474b-a633-7bc4d3a03cf6,1,Rosen,Special Collections  Ludwig Rosenberger Library of Judaica,5,1069
1224,d2265418-0eb1-4104-a106-6d2413d9cd8d,1,SpClAr,Special Collections  Arrearage,5,1069
1225,d75eecc7-f897-4c3f-8cb8-e1055211251e,1,UCPress,Special Collections  University of Chicago Press Imprint Collection,5,1067
1226,965980a2-d157-49f7-8d2c-e7b3afac55a6,1,SSAdX,Social Service Administration,5,1070
1227,e6de72bd-d907-4378-b5f7-3fc05f89debd,1,SSAdBdP,Social Service Administration  Journals,5,1070
1228,07751fe4-f1af-448b-bf70-7b0e318b3dfe,1,SSAdDep,Social Service Administration: Ask at Circulation,5,1070
1229,e1184cc1-2664-4e3f-b68c-1095a898f6af,1,SSAdDpY,Social Service Administration  Dissertation Proposals,5,1070
1230,64929c55-8b8e-4234-940e-ff6ea3006246,1,SSAdMed,Social Service Administration  Multimedia,5,1070
1231,9a558be5-8506-463b-9176-547ba9ed5ee1,1,SSAdMic,Social Service Administration  Microforms,5,1070
1232,870ca206-033b-4cc0-b3f3-99a5fb053f48,1,SSAdPam,Social Service Administration  Pamphlet File,5,1070
1233,4cf0b868-af4f-4701-979e-1115de5f3d99,1,SSAdPer,Social Service Administration  Journals,5,1070
1234,2ce8bbf1-fb00-4024-a736-6b4240d41ede,1,SSAdRef,Social Service Administration  Reference,5,1070
1235,7d1b9cd2-c3ce-4e5a-8026-20b76f943c1d,1,SSAdRes,Social Service Administration  Reserve,5,1070
1236,49f98188-1f99-43ad-8ea5-b8c5c1f152f4,1,Order,On order,5,1071
1237,bf4aa6e0-1d7b-459a-9d28-2b81c87cb190,1,InProc,Received; in process,5,1071
1238,da8f2f3c-5393-46ef-9ace-2d8e021f8238,1,Staff,Staff Collection,5,1071
1239,30e44f65-fe36-47a7-b35b-beaa184c52a7,1,unk,unknown,5,1071
1070,8d92183b-841e-4988-8a9b-d3cc8866df90,1,SSAd,Social Service Administration,3,19
1071,b61d4f18-6e0f-4c2e-924d-8b2b79388c0b,1,UCX,Univerity of Chicago,3,19
1072,a96707ac-4029-4862-bfbf-2d79b303da74,1,ITS,IT Services at Regenstein,3,19
1073,84a9939d-fed1-4e9c-b49b-5a8590754dc8,1,ITSAVS,AV Services  Stuart Hall,3,19
1074,022b6a49-a0cd-4758-9c11-050f764328ee,1,LMC,Logan Media Center Cage,3,19
1075,5e9e17ef-6951-4546-98a5-52c1924e9a6b,1,MCS,MCS,3,19
1076,d27dbc05-d91d-4067-bd10-e5e074eaa7a3,1,Intrnet,Online,5,1066
1077,fdcb6475-8e6b-4c49-814b-ed16fc695c6b,1,ASRHP,Headphones: Ask at Mansueto Circulation,5,1067
1078,89eb958a-9fe1-4ae9-bb2e-9d0ac2b6eed4,1,GameASR,Mansueto  Games,5,1067
1079,fac2e759-4807-41f8-a0c8-2fdbe3d34b6b,1,HarpASR,Mansueto,5,1067
1080,cf6724f8-a17e-4312-9592-b144bc8fe402,1,JRLASR,Mansueto,5,1067
1081,15dbc751-6ddc-4e47-8f95-9d1894574285,1,LawSupr,Mansueto,5,1067
1082,0108f308-b556-465f-a678-74d59d980603,1,RRADiss,Mansueto,5,1067
1083,715e4289-1f86-4a57-a914-f1aa7c889403,1,SciASR,Mansueto,5,1067
1084,e47b84a9-aefb-40b5-a042-40b16adb6a07,1,LawA,D'Angelo Law  Alumni Collection: Request from Storage,5,20
1085,fa5ac198-50bc-4519-9749-fc35752b6d13,1,LawAcq,D'Angelo Law  Acquisitions Department: Ask at Law Circulation,5,20
1086,868d889c-5e1b-4698-ba25-e215946e49a7,1,LawAid,D'Angelo Law  Legal Aid Clinic,5,20
1087,df159587-b75d-4ec2-9a1e-06ae940927ed,1,LawAnxN,D'Angelo Law  North Annex: Request from Storage,5,20
1088,a7b1fc6d-b66f-4030-b309-0d253b32a048,1,LawAnxS,D'Angelo Law  South Annex: Request from Storage,5,20
1089,b39cc451-b396-41dc-8fea-c5c572f3ca26,1,LawASR,Mansueto,5,1067
1090,691e208c-5391-412b-b60c-63d3df07799b,1,LawC,D'Angelo Law  Chicago Collection: Request from Storage,5,20
1091,798814d2-166c-4dad-9099-2395673eef57,1,LawCat,D'Angelo Law  Cataloging Department: Ask at Law Circulation,5,20
1092,a39e34d0-0a72-460b-996a-08ce7f64ff9d,1,LawCity,D'Angelo Law  City Collection,5,20
1093,9339dcce-af91-4f39-9336-0f1886a90a5f,1,LawCS,D'Angelo Law  Career Services,5,20
1094,35f48606-26c6-4b7f-beca-5d059936117d,1,LawFul,D'Angelo Law  Fulton Room,5,20
1095,21b69815-0ad1-4e79-b2d9-0cfa77ca40de,1,LawMic,D'Angelo Law  Microforms  Request from Storage,5,20
1096,cef8fe26-a2b4-4b69-ae13-938b4d529b96,1,LawMicG,Regenstein  3rd Floor Law Microforms,5,20
1097,1292ec58-d943-4782-b396-cc0b330057e6,1,LawRar,D'Angelo Law  Rare Book Room: Request from Storage,5,20
1098,43892af6-31bb-4e27-9216-3835b0a28fe9,1,LawRef,D'Angelo Law  Reference,5,20
1099,f2636231-872d-40ba-9f81-cd31e899a39c,1,LawResC,D'Angelo Law Reserve Room,5,20
1100,660e11e6-f373-4f50-b39a-f551beceff8f,1,LawResP,D'Angelo Law Reserve Room,5,20
1101,caa31e6f-31cc-497d-b520-86333fd7972e,1,LawRR,D'Angelo Law  Reading Room,5,20
1102,862f5fcd-6cac-433d-836a-6e7dbfc41116,1,LawShp,D'Angelo Law  Sharp Collection,5,20
1103,a9f78930-5945-4636-83fc-375331a70e7c,1,LawStor,D'Angelo Law  Storage: Request from Storage,5,20
1104,ec1d5c7e-0b39-4e48-a3e0-6300784c6d3f,1,ResupD,D'Angelo Law  Course Reserve,5,20
1105,c0dab642-59bc-4fd1-98c4-fc4161412586,1,EckX,Eckhart,5,1068
1106,13388129-3228-49e5-807b-4bcdd843c134,1,EckLg,Eckhart  Oversize,5,1068
1107,b843cab5-e178-43f8-af83-b8c2db3f05e2,1,EckOffc,Eckhart  Office: Ask at Circulation,5,1068
1108,39e07ab1-d7e8-4cc8-8c70-b0389fa2de6c,1,EckPer,Eckhart,5,1068
1109,cac12205-1be3-4d0d-9746-c400adbfc9fd,1,EckRef,Eckhart  Reference,5,1068
1110,0efe6527-648d-4afc-9f72-84d9cefc5eb4,1,EckRes,Eckhart  Reserve,5,1068
1111,a0c1be86-bb0e-4571-a91b-6420cec998fa,1,EMedia,Eckhart  Multimedia: Ask at Circulation,5,1068
1112,2d9f80bc-b17e-4659-9b1a-ef1f17253b4d,1,ERes,On electronic reserve,5,1068
1113,e5686728-e2be-49fb-a505-7e110c702243,1,ResupE,Needed for Reserve Next Quarter; Ask at Eckhart Circulation Desk,5,1068
1114,8e075947-7b88-4498-a32c-7ce2bececef0,1,ITSadap,Regenstein  1st Floor  IT Services TECHB@R,5,1072
1115,60095775-098e-46b6-8e4e-cd1258eb7f76,1,ITScaco,Regenstein  1st Floor  IT Services TECHB@R,5,1072
1116,c9f0062b-fe1c-4fa0-b763-7a6977963832,1,ITSipad,Regenstein  1st Floor  IT Services TECHB@R,5,1072
1117,5c1c440e-805d-4db5-b2d1-0c6cade9c0f3,1,ITSlap,Regenstein  1st Floor  IT Services TECHB@R,5,1072
1118,75ae2fea-09e5-4075-8368-2af00ed3be16,1,AVSasis,Stuart Hall Room 004,5,1073
1119,f55ede4e-d4e4-4946-9ffa-06af8d0110d5,1,AVSmic,Stuart Hall Room 004,5,1073
1120,7e985e74-c966-4d11-90f9-b017c528638b,1,AVSport,Stuart Hall Room 004,5,1073
1121,2f28cf39-9d39-4fb7-8aa9-66477c52a5c6,1,AVSproj,Stuart Hall Room 004,5,1073
1122,7e7a03b1-26d1-4143-b1f6-99e146c1929d,1,AVSscre,Stuart Hall Room 004,5,1073
1123,47265ec3-a2ec-421c-a755-13c940b35c0e,1,PerBio,Crerar  1st Floor Biomedical Journals,5,21
1124,8be9a049-c789-4a9e-a312-a2a36fee9adb,1,PerPhy,Crerar  1st Floor Physical Science Journals,5,21
1125,027e2ed2-644d-4320-b3cc-9e3f371b70fa,1,ResupC,Needed for Reserve Next Quarter; Ask at Crerar Circulation Desk,5,21
1126,ce707d49-756d-4dc4-8eda-520796ac7f3c,1,SciMic,Crerar  Microforms,5,21
1127,9d87706f-5da8-4e34-b083-74ec33210b9c,1,SciRef,Crerar  1st Floor Reference Collection,5,21
1128,c8e0b6e8-c7a5-41ca-a86b-9c38aa83755f,1,SciRes,Crerar  1st Floor Reserve Desk,5,21
1129,eed9900a-7b75-400f-8cae-167dac704b35,1,SciTecP,Crerar  Processing: Ask at Reference,5,21
1130,4dc9d2fa-ec6e-441f-a7d5-b287fb79413c,1,SDDCLg,Crerar  Oversize: Ask at 1st Floor Circulation,5,21
1131,43c6ec98-488c-4c70-8a29-fb3056ab1151,1,SFilm,Crerar  1st Floor Film/DVD Collection: Take Container to Circulation for Checkout,5,21
1132,da7fdc8e-f42f-43bb-9dd3-53bf066f8aa2,1,SMedia,Crerar  1st Floor Digital Media,5,21
1133,1906ed2d-b5ab-486a-b4d0-ed17f4ec802f,1,SMicDDC,Crerar  Microforms,5,21
1134,c2d8ebb8-fd46-48a8-b5b6-569a311a6e40,1,SRefPer,Crerar  1st Floor Reference Collection,5,21
1135,95f47b14-5dae-4c08-b407-b71059c35969,1,A,Regenstein  A Level Staging Collection,5,22
1136,5ad82b91-1ad9-4a5b-9f91-4339b731b539,1,Acq,Regenstein  Acquisitions Department: Ask at 1st Floor Reference Desk,5,22
1137,e95777c8-3d86-4b94-b9bc-7890f3860618,1,Art420,Regenstein  Room 420  Course Shelves,5,22
1138,8a2a590d-93fb-4ae7-8a0d-4842aa0b32df,1,ArtResA,Regenstein  Room 420  East Asian Art Collection,5,22
1139,7aad08d8-1e13-42d4-bbbf-0fe19db8dd1d,1,ArtResC,Regenstein  A Level Staging Collection,5,22
1140,d1412118-b156-488b-9e15-fdcb868c8760,1,Cat,Regenstein  Cataloging Department: Ask at 1st Floor Reference Desk,5,22
1141,d6ad8d08-435c-42e8-99e3-efb7f59f7a63,1,CircPer,Ask at Regenstein 1st Floor Circulation,5,22
1142,c090159b-04ed-4be3-afa6-6e00e93d6204,1,CJK,Regenstein  5th Floor Bookstacks  East Asian/CJK,5,22
1143,958fb75d-c368-4bc9-a55a-5131eda9dc45,1,CJKRar,Regenstein  East Asian Treasure Room: Ask in Room 525,5,22
1500,6008b154-f1cf-49d9-bc2f-decdfdc46fa5,1,LEHIGH,Lehigh University,1,null
1501,87aa4ad0-709f-45a6-9ae3-a7e590260d58,1,CHANDLER,Chandler-Ullmann Hall,3,1500
1502,ba84d77a-9965-4b0a-82f2-72147b2c1aa9,1,DROWN,Drown Hall,3,1500
1503,7f3e019d-fb85-44b5-9247-bc12c79cfd70,1,FM,Fairchild Martindale Library,3,1500
1504,9ae7f444-b56b-4f60-b457-4ad9a97eb236,1,CURRICULUM,Curriculum Collection,4,1503
1505,fe0fb409-0eab-429f-bda2-065414e9690e,1,FM-1-NORTH,FM-1-N Cirriculum Coll.,5,1504
1506,725b2670-6fe3-4e03-ad1a-ff04857fd147,1,GOVDOCS,Government Documents,4,1503
1507,4e7705e5-19d0-4c07-8031-953d7e61e578,1,FM-2-DOC,FM-2-S Government Doc.,5,1506
1508,09a9b27f-6f45-4cbd-ae82-4e5fd0152908,1,FM-2-DOC-M,FM-2-S Government Doc. Microform,5,1506
1509,1509,1,PALCI_LEHIGH,Palci Lehigh,4,1503
1510,39a5f23a-3d4d-422b-8eb8-cfae9787d515,1,FM-0-MEDIA,Media Center Lower Level,5,1503
1511,1b423bbf-e4cc-470a-ac2f-44c3162e6752,1,FM-185,Software Library FM 8B,5,1503
1512,067041c9-a3b9-42fb-848f-8f5b5e84cc84,1,FM-1-ANNEX,FM-1 Annex Room 430,5,1503
1513,9dc04109-cb09-462a-b366-18c0c725d86e,1,FM1DISPLAY,FM-1 Display area	,5,1503
1514,50ef5555-77cb-4d65-9f96-2a8e0713d7b1,1,FM-1-ILL,FM Interlibrary Loan Office,5,1503
1515,6f4772c0-5f0c-4169-a14a-a39d56291141,1,FM-1-INDEX,FM-1-N Indexes,5,1503
1516,70c2a763-fd0f-479f-b888-348c82e36e93,1,FM1LEISURE,FM-1-S Leisure Reading,5,1503
1517,a545f7e9-5a87-46c2-a912-de7fd04f44d5,1,FM-1-LOBBY,FM-1-N Temp. Lind. Coll,5,1503
1518,be7889e5-fd28-4144-b318-c3ead62ffb5b,1,FM-1-REF,FM-1-N Reference,5,1503
1519,5114ea65-93e9-476c-a674-47611221da9a,1,FM-1-R-REF,FM-1-N Ready Ref.,5,1503
1520,64b70c95-d7b5-44ea-a8e8-b3088dfd2c6d,1,FM-1-S-ANX,FM-1-S Digital Media Studio,5,1503
1521,26328a79-0308-4d80-8716-678ad825f749,1,FM-1-SOUTH,FM-1-S Leisure Reading,5,1503
1522,2c8e44ac-fd42-47c4-8d10-e5ede5790309,1,FM-2-ATLAS,FM-2-S Government Doc. Atlas Cases,5,1503
1523,79a89d8b-2898-4cbf-8370-0408c5537799,1,FM-2-DOC-R,FM-2-S Government Doc. Reference,5,1503
1524,10f9280c-423e-4c48-92ae-4f17af258b94,1,FM-2-MFORM,FM-2-S Microform,5,1503
1525,a3946f01-12c5-42b6-9d46-5f5d039203b7,1,FM-2-OVER,FM-2-N Oversize,5,1503
1526,45bf810a-6d8f-4d4b-af4a-7521b6bf4029,1,FM-2-SOUTH,FM-2-S,5,1503
1527,20ce3e10-5c96-4fce-b920-e121ee401a19,1,FM-3-MAP,FM-3 Maps,5,1503
1528,332995e2-4bc8-4484-8c58-13da46fe0f51,1,FM-3-NO-OV,FM-3-N Oversize,5,1503
1529,437314b4-43f0-451f-acf5-ad6da2ced81a,1,FM-3-NORTH,FM-3-N,5,1503
1530,5217b94a-7a42-423f-a782-260ddacb4dce,1,FM3-RM-625,FM-3-S Special Collections Rm 625,5,1503
1531,7dc95e95-e9d4-47da-b2f3-60e515ceca39,1,FM-3-SOUTH,FM-3-S Special Collections,5,1503
1532,e0e1ae7f-d8da-49f4-b6c7-ea52db0764e3,1,FM-4-NORTH,FM-4-N,5,1503
1533,2525c18d-6c96-487f-806d-6f2325d6c0b4,1,FM-4-OVER,FM-4-N Oversize,5,1503
1534,2d4eaa66-8b13-4520-996c-e5402bdcbf42,1,FM-OFFICE,FM Office,5,1503
1535,18b8d682-503c-4d75-82a6-9ca0dc308b6b,1,FM-RESERVE,FM Reserves,5,1503
1536,1b779b79-cd0f-4e86-b44d-40ef7b274a46,1,HOLDS,FM Holds Shelf,5,1503
1537,c17a33f8-d276-469a-8328-3c037cd86352,1,ILL,FM Interlibrary Loan Office,5,1503
1538,6e0c9d2d-5e42-4bfa-b3b6-a1fa0c6a5d60,1,NET-SERVER,Net-Server,5,1503
1539,7b02a703-4d4b-41de-9913-5602995a01ae,1,NEWBOOKS_F,FM New Books,5,1503
1540,799aca03-61f1-4b1c-8fd2-9a0d6965ead5,1,REFERENCE,Reference,5,1503
1541,8c7b7212-ee2c-4be0-a420-1423ec685ea0,1,STACKS,Stacks,5,1503
1542,769539ce-9f0c-4d9f-8bf0-fefd65276142,1,STORAGE,Storage,5,1503
1543,1911b5bc-5992-4bec-a268-86d5bd579925,1,STORAGE-3,Storage-3,5,1503
1544,15e2a7fb-6c91-4e5d-bce5-7a635311d253,1,STORCOMPCT,Storage Compact,5,1503
1545,d0857dec-3473-45d1-9828-6555f5ef28a0,1,UNKNOWN,Unknown,5,1503
1546,4efa4065-3935-4e3f-adeb-e7961391734a,1,LEWIS,Lewis Lab,3,1500
1547,d9c0fe05-7848-4619-ae10-032abe222676,1,LIND,Linderman Library,3,1500
1548,73915f61-a6dd-4a93-b57b-5057faa8f630,1,SPCOLL,Lehigh University Special Collections,4,1547
1549,3a042774-afff-4a4a-a1de-88b0b8dde9d5,1,L-SPCOLL-A,LIND Special Collections A,5,1548
1550,c6d15be3-2bf6-4572-9294-665e4f454e49,1,L-SPCOLL-B,LIND Special Collections B,5,1548
1551,11d25bee-e45b-44f6-a3eb-62918fbadfa8,1,L-SPCOLL-C,LIND Special Collections C,5,1548
1552,640c33c9-649a-4e23-be63-3e9a5d2895ed,1,L-SPCOLL-D,LIND Special Collections D,5,1548
1553,5be11bd4-2ca4-4a46-9c3e-77cf7fe572da,1,L-SPCOLL-E,LIND Special Collections E,5,1548
1554,0c4429c8-eea0-41ed-a9cf-163d92df486e,1,L-SPCOLL-F,LIND Special Collections F,5,1548
1555,9fc37cbb-c8e4-4015-ad09-f2ec3b9cb65e,1,L-SPCOLL-G,LIND Special Collections G  Room 341,5,1548
1556,3a41cf20-b7b3-461d-9eb6-83e9af6f9a35,1,ANNUAL,Annual,5,1547
1557,3faf8857-cdcb-4d37-8c4c-e23fb4d891fc,1,LIND-1 Current Journals,L-1-CURRNT,5,1547
1558,324a4869-63f0-43af-9774-59aad2dd2763,1,LIND-1 Reference Reading Room,L-1-REF,5,1547
1559,26d6c860-5edd-4575-a6fa-eb65585b3fad,1,LIND-1 Rotunda,L-1-ROTNDA,5,1547
1560,b4cfb81d-0e3f-42a5-a4f6-a97b979f97d4,1,L-2-ROTNDA,LIND-2 Rotunda,5,1547
1561,f72d56e2-e7f0-4e03-8d3c-f96da9381ab4,1,L-3-ROTNDA,LIND-3 Rotunda,5,1547
1562,d930e8d1-7d9f-4489-9b70-0ac1a1236d89,1,L-3ROTND-O,LIND-3 Rotunda Oversize West,5,1547
1563,b3659a0e-842b-4857-8db8-467cf302f66d,1,L-3-STACKS,LIND-3 Stacks,5,1547
1564,faa89711-9d3f-4645-bb8b-eeb87c01adc6,1,L-4-ATLAS,LIND-4 Atlas Case - East Wall,5,1547
1565,6f41908c-ba00-4e10-9b7f-ef8cdb4e284b,1,L-4STACK-O,LIND-4 Stacks Oversize East Wall,5,1547
1566,d3a51266-b6a9-40be-a67b-f15c5c7e388a,1,L-4-STACKS,LIND-4 Stacks,5,1547
1567,66585e02-e8c4-4f45-b15c-e80ea606020d,1,L-BAYER,LIND Bayer Galleria,5,1547
1568,a5c958ce-792c-4f7f-87d6-4489e493476e,1,L-EXHIBIT,LIND Exhibit,5,1547
1569,5a4b2613-a693-4d32-bf9d-ca4830f44ba8,1,L-G-CAFE,LIND-G Lucy's Cafe,5,1547
1570,0f848b05-9a58-474e-8c4e-f92c35f36f2f,1,L-GIFTS,LIND Gifts Office,5,1547
1571,7a560f24-f768-4933-9c75-3d4923bf4d04,1,L-G-LOWER,LIND-G Lower Level,5,1547
1572,3b821678-730f-4e30-8a50-9108fc82cda7,1,L-G-UPPER,LIND-G Upper Level,5,1547
1573,99258723-7a5d-4824-9a4f-b64d8a09d455,1,L-G-UPPERO,LIND-G Upper Level Oversize,5,1547
1574,e0eb1cf3-176c-4153-bea8-5d48e04ff1e7,1,L-MED-PROD,LIND Media Production,5,1547
1575,e782701a-5a2a-4165-8095-831274c1746d,1,L-OFFICE,LIND Office,5,1547
1576,1ef7304b-8fd7-4e58-9c09-0020597be967,1,L-ORDER,LIND Acquisitions Office,5,1547
1577,11ec90f5-d8ff-4067-9831-110bc939b577,1,L-RESERVE,LIND Reserves,5,1547
1578,d38a4f34-3e12-4d0a-b1a8-d688d4c75eaa,1,LMCLU,Library Media Center (LMC),3,1500
1579,345b1492-704a-40e9-8c4c-652aded85a3f,1,BINDERY,Bindery,5,1578
1580,b53db517-a996-47d4-8eeb-0c333f3e01bf,1,LMC_BKOVER,LLMC,5,1578
1581,7eaee35f-b96a-4ad6-b147-b2b1aeb4aa21,1,LMC_BOOKS,LMC Stacks,5,1578
1582,4aaa1cfa-8af8-4e6f-bff1-740a2d145f94,1,LMC_FLAT,LMC Flat,5,1578
1583,da3cbaa0-d3c8-4219-baf5-daea8a4159f4,1,LMC_GOVDOC,LMC Government Documents,5,1578
1584,61c7378d-ee2e-43d3-908c-54188a894ccc,1,LMC_JRNL_2,LMC Journals 2,5,1578
1585,27ebd069-52c8-4958-be8d-9dbe011f752c,1,LMC_MEZZ,LMC Mezzanine,5,1578
1586,d8544921-a85a-4df3-bc3f-d8ea72e32a0c,1,LMC_OVRSIZ,LMC Oversize,5,1578
1587,9dbc3ca1-fe89-40c0-b03c-68822e660daf,1,LMC1ALCOVE,LMC-1 Alcove,5,1578
1588,943926db-b232-46d0-a759-1ed2b3212dfe,1,LMC1CMPCT1,LMC-1 Compact Shelving 1,5,1578
1589,55bc9f5f-3759-46a9-b284-e0c39fe7547a,1,LMC1CMPCT2,LMC-1 Compact Shelving 2,5,1578
1590,29cbe981-9b59-4968-a713-cd0921eceb50,1,LMC1STNARY,LMC-1 Stationary,5,1578
