ENTITY_AFLTN_ID,OBJ_ID,ENTITY_ID,AFLTN_TYP_CD,CAMPUS_CD,DFLT_IND,ACTV_IND
OLE3370,OLE3370,OLE3370,STAFF,BL,Y,Y
OLE3371,OLE3371,OLE3371,STAFF,IN,Y,Y
OLE3372,OLE3372,OLE3372,STAFF,BL,Y,Y
OLE3373,OLE3373,OLE3373,STAFF,IN,Y,Y
OLE3374,OLE3374,OLE3374,STAFF,IN,Y,Y
OLE3375,OLE3375,OLE3375,STAFF,IN,Y,Y
OLE3376,OLE3376,OLE3376,STAFF,BL,Y,Y
OLE3377,OLE3377,OLE3377,STAFF,BL,Y,Y
OLE3378,OLE3378,OLE3378,STAFF,BL,Y,Y
OLE3379,OLE3379,OLE3379,STAFF,IN,Y,Y
OLE3380,OLE3380,OLE3380,STAFF,BL,Y,Y
OLE3381,OLE3381,OLE3381,STAFF,IN,Y,Y
OLE3382,OLE3382,OLE3382,STAFF,IN,Y,Y
OLE3383,OLE3383,OLE3383,STAFF,KO,Y,Y
OLE3384,OLE3384,OLE3384,STAFF,BL,Y,Y
OLE3385,OLE3385,OLE3385,STAFF,BL,Y,Y
OLE3386,OLE3386,OLE3386,STAFF,BL,Y,Y
OLE3387,OLE3387,OLE3387,STAFF,BL,Y,Y
OLE3388,OLE3388,OLE3388,STAFF,BL,Y,Y
OLE3389,OLE3389,OLE3389,STAFF,SB,Y,Y
OLE3390,OLE3390,OLE3390,STAFF,BL,Y,Y
OLE3391,OLE3391,OLE3391,STAFF,BL,Y,Y
OLE3392,OLE3392,OLE3392,STAFF,IN,Y,Y
OLE3393,OLE3393,OLE3393,STAFF,BL,Y,Y
OLE3394,OLE3394,OLE3394,STAFF,BL,Y,Y
OLE3395,OLE3395,OLE3395,STAFF,IN,Y,Y
OLE3396,OLE3396,OLE3396,STAFF,BL,Y,Y
OLE3397,OLE3397,OLE3397,STAFF,BL,Y,Y
OLE3398,OLE3398,OLE3398,STAFF,BL,Y,Y
OLE3399,OLE3399,OLE3399,STAFF,NW,Y,Y
OLE3400,OLE3400,OLE3400,STAFF,BL,Y,Y
OLE3401,OLE3401,OLE3401,STAFF,EA,Y,Y
OLE3402,OLE3402,OLE3402,STAFF,IN,Y,Y
OLE3403,OLE3403,OLE3403,STAFF,IN,Y,Y
OLE3404,OLE3404,OLE3404,STAFF,EA,Y,Y
OLE3405,OLE3405,OLE3405,STAFF,BL,Y,Y
OLE3406,OLE3406,OLE3406,STAFF,SB,Y,Y
OLE3407,OLE3407,OLE3407,STAFF,BL,Y,Y
OLE3408,OLE3408,OLE3408,STAFF,IN,Y,Y
OLE3409,OLE3409,OLE3409,STAFF,IN,Y,Y
OLE3410,OLE3410,OLE3410,STAFF,SE,Y,Y
OLE3411,OLE3411,OLE3411,STAFF,IN,Y,Y
OLE3412,OLE3412,OLE3412,STAFF,BL,Y,Y
OLE3413,OLE3413,OLE3413,STAFF,BL,Y,Y
OLE3414,OLE3414,OLE3414,STAFF,IN,Y,Y
OLE3415,OLE3415,OLE3415,STAFF,BL,Y,Y
OLE3416,OLE3416,OLE3416,STAFF,BL,Y,Y
OLE3417,OLE3417,OLE3417,STAFF,BL,Y,Y
OLE3418,OLE3418,OLE3418,STAFF,IN,Y,Y
OLE3419,OLE3419,OLE3419,STAFF,IN,Y,Y
OLE3420,OLE3420,OLE3420,STAFF,BL,Y,Y
OLE3421,OLE3421,OLE3421,STAFF,IN,Y,Y
OLE3422,OLE3422,OLE3422,STAFF,BL,Y,Y
OLE3423,OLE3423,OLE3423,STAFF,BL,Y,Y
OLE3424,OLE3424,OLE3424,STAFF,IN,Y,Y
OLE3425,OLE3425,OLE3425,STAFF,IN,Y,Y
OLE3426,OLE3426,OLE3426,STAFF,BL,Y,Y
OLE3427,OLE3427,OLE3427,STAFF,BL,Y,Y
OLE3428,OLE3428,OLE3428,STAFF,BL,Y,Y
OLE3429,OLE3429,OLE3429,STAFF,IN,Y,Y
OLE3430,OLE3430,OLE3430,STAFF,SB,Y,Y
OLE3431,OLE3431,OLE3431,STAFF,NW,Y,Y
OLE3432,OLE3432,OLE3432,STAFF,BL,Y,Y
OLE3433,OLE3433,OLE3433,STAFF,BL,Y,Y
OLE3434,OLE3434,OLE3434,STAFF,NW,Y,Y
OLE3435,OLE3435,OLE3435,STAFF,IN,Y,Y
OLE3436,OLE3436,OLE3436,STAFF,BL,Y,Y
OLE3437,OLE3437,OLE3437,STAFF,EA,Y,Y
OLE3438,OLE3438,OLE3438,STAFF,BL,Y,Y
OLE3439,OLE3439,OLE3439,STAFF,BL,Y,Y
OLE3440,OLE3440,OLE3440,STAFF,BL,Y,Y
OLE3441,OLE3441,OLE3441,STAFF,BL,Y,Y
OLE3442,OLE3442,OLE3442,STAFF,SB,Y,Y
OLE3443,OLE3443,OLE3443,STAFF,BL,Y,Y
OLE3444,OLE3444,OLE3444,STAFF,IN,Y,Y
OLE3445,OLE3445,OLE3445,STAFF,KO,Y,Y
OLE3446,OLE3446,OLE3446,STAFF,BL,Y,Y
OLE3447,OLE3447,OLE3447,STAFF,IN,Y,Y
OLE3448,OLE3448,OLE3448,STAFF,KO,Y,Y
OLE3449,OLE3449,OLE3449,STAFF,BL,Y,Y
OLE3450,OLE3450,OLE3450,STAFF,KO,Y,Y
OLE3451,OLE3451,OLE3451,STAFF,NW,Y,Y
OLE3452,OLE3452,OLE3452,STAFF,IN,Y,Y
OLE3453,OLE3453,OLE3453,STAFF,BL,Y,Y
OLE3454,OLE3454,OLE3454,STAFF,BL,Y,Y
OLE3455,OLE3455,OLE3455,STAFF,BL,Y,Y
OLE3456,OLE3456,OLE3456,STAFF,BL,Y,Y
OLE3457,OLE3457,OLE3457,STAFF,BL,Y,Y
OLE3458,OLE3458,OLE3458,STAFF,BL,Y,Y
OLE3459,OLE3459,OLE3459,STAFF,IN,Y,Y
OLE3460,OLE3460,OLE3460,STAFF,EA,Y,Y
OLE3461,OLE3461,OLE3461,STAFF,IN,Y,Y
OLE3462,OLE3462,OLE3462,STAFF,IN,Y,Y
OLE3463,OLE3463,OLE3463,STAFF,IN,Y,Y
OLE3464,OLE3464,OLE3464,STAFF,IN,Y,Y
OLE3465,OLE3465,OLE3465,STAFF,IN,Y,Y
OLE3466,OLE3466,OLE3466,STAFF,IN,Y,Y
OLE3467,OLE3467,OLE3467,STAFF,IN,Y,Y
OLE3468,OLE3468,OLE3468,STAFF,BL,Y,Y
OLE3469,OLE3469,OLE3469,STAFF,BL,Y,Y
OLE3470,OLE3470,OLE3470,STAFF,IN,Y,Y
OLE3471,OLE3471,OLE3471,STAFF,EA,Y,Y
OLE3472,OLE3472,OLE3472,STAFF,IN,Y,Y
OLE3473,OLE3473,OLE3473,STAFF,SB,Y,Y
OLE3474,OLE3474,OLE3474,STAFF,SE,Y,Y
OLE3475,OLE3475,OLE3475,STAFF,IN,Y,Y
OLE3476,OLE3476,OLE3476,STAFF,SB,Y,Y
OLE3477,OLE3477,OLE3477,STAFF,NW,Y,Y
OLE3478,OLE3478,OLE3478,STAFF,SB,Y,Y
OLE3479,OLE3479,OLE3479,STAFF,BL,Y,Y
OLE3480,OLE3480,OLE3480,STAFF,IN,Y,Y
OLE3481,OLE3481,OLE3481,STAFF,SB,Y,Y
OLE3482,OLE3482,OLE3482,STAFF,BL,Y,Y
OLE3483,OLE3483,OLE3483,STAFF,BL,Y,Y
OLE3484,OLE3484,OLE3484,STAFF,EA,Y,Y
OLE3485,OLE3485,OLE3485,STAFF,IN,Y,Y
OLE3486,OLE3486,OLE3486,STAFF,IN,Y,Y
OLE3487,OLE3487,OLE3487,STAFF,SE,Y,Y
OLE3488,OLE3488,OLE3488,STAFF,BL,Y,Y
OLE3489,OLE3489,OLE3489,STAFF,BL,Y,Y
OLE3490,OLE3490,OLE3490,STAFF,BL,Y,Y
OLE3491,OLE3491,OLE3491,STAFF,BL,Y,Y
OLE3492,OLE3492,OLE3492,STAFF,SB,Y,Y
OLE3493,OLE3493,OLE3493,STAFF,BL,Y,Y
OLE3494,OLE3494,OLE3494,STAFF,BL,Y,Y
OLE3495,OLE3495,OLE3495,STAFF,BL,Y,Y
OLE3496,OLE3496,OLE3496,STAFF,SB,Y,Y
OLE3497,OLE3497,OLE3497,STAFF,SE,Y,Y
OLE3498,OLE3498,OLE3498,STAFF,SE,Y,Y
OLE3499,OLE3499,OLE3499,STAFF,SB,Y,Y
OLE3500,OLE3500,OLE3500,STAFF,SE,Y,Y
OLE3501,OLE3501,OLE3501,STAFF,BL,Y,Y
OLE3502,OLE3502,OLE3502,STAFF,BL,Y,Y
OLE3503,OLE3503,OLE3503,STAFF,IN,Y,Y
OLE3504,OLE3504,OLE3504,STAFF,EA,Y,Y
OLE3505,OLE3505,OLE3505,STAFF,SB,Y,Y
OLE3506,OLE3506,OLE3506,STAFF,SB,Y,Y
OLE3507,OLE3507,OLE3507,STAFF,SE,Y,Y
OLE3508,OLE3508,OLE3508,STAFF,BL,Y,Y
OLE3509,OLE3509,OLE3509,STAFF,BL,Y,Y
OLE3510,OLE3510,OLE3510,STAFF,IN,Y,Y
OLE3511,OLE3511,OLE3511,STAFF,IN,Y,Y
OLE3512,OLE3512,OLE3512,STAFF,NW,Y,Y
OLE3513,OLE3513,OLE3513,STAFF,IN,Y,Y
OLE3514,OLE3514,OLE3514,STAFF,SE,Y,Y
OLE3515,OLE3515,OLE3515,STAFF,BL,Y,Y
OLE3516,OLE3516,OLE3516,STAFF,IN,Y,Y
OLE3517,OLE3517,OLE3517,STAFF,EA,Y,Y
OLE3518,OLE3518,OLE3518,STAFF,SB,Y,Y
OLE3519,OLE3519,OLE3519,STAFF,IN,Y,Y
OLE3520,OLE3520,OLE3520,STAFF,BL,Y,Y
OLE3521,OLE3521,OLE3521,STAFF,SB,Y,Y
OLE3522,OLE3522,OLE3522,STAFF,SB,Y,Y
OLE3523,OLE3523,OLE3523,STAFF,BL,Y,Y
OLE3524,OLE3524,OLE3524,STAFF,IN,Y,Y
OLE3525,OLE3525,OLE3525,STAFF,BL,Y,Y
OLE3526,OLE3526,OLE3526,STAFF,NW,Y,Y
OLE3527,OLE3527,OLE3527,STAFF,BL,Y,Y
OLE3528,OLE3528,OLE3528,STAFF,BL,Y,Y
OLE3529,OLE3529,OLE3529,STAFF,SB,Y,Y
OLE3530,OLE3530,OLE3530,STAFF,SE,Y,Y
OLE3531,OLE3531,OLE3531,STAFF,BL,Y,Y
OLE3532,OLE3532,OLE3532,STAFF,BL,Y,Y
OLE3533,OLE3533,OLE3533,STAFF,SE,Y,Y
OLE3534,OLE3534,OLE3534,STAFF,BL,Y,Y
OLE3535,OLE3535,OLE3535,STAFF,IN,Y,Y
OLE3536,OLE3536,OLE3536,STAFF,SE,Y,Y
OLE3537,OLE3537,OLE3537,STAFF,BL,Y,Y
OLE3538,OLE3538,OLE3538,STAFF,BL,Y,Y
OLE3539,OLE3539,OLE3539,STAFF,BL,Y,Y
OLE3540,OLE3540,OLE3540,STAFF,BL,Y,Y
OLE3541,OLE3541,OLE3541,STAFF,BL,Y,Y
OLE3542,OLE3542,OLE3542,STAFF,BL,Y,Y
OLE3543,OLE3543,OLE3543,STAFF,BL,Y,Y
OLE3544,OLE3544,OLE3544,STAFF,BL,Y,Y
OLE3545,OLE3545,OLE3545,STAFF,BL,Y,Y
OLE3546,OLE3546,OLE3546,STAFF,IN,Y,Y
OLE3547,OLE3547,OLE3547,STAFF,SB,Y,Y
OLE3548,OLE3548,OLE3548,STAFF,SB,Y,Y
OLE3549,OLE3549,OLE3549,STAFF,BL,Y,Y
OLE3550,OLE3550,OLE3550,STAFF,BL,Y,Y
OLE3551,OLE3551,OLE3551,STAFF,BL,Y,Y
OLE3552,OLE3552,OLE3552,STAFF,IN,Y,Y
OLE3553,OLE3553,OLE3553,STAFF,BL,Y,Y
OLE3554,OLE3554,OLE3554,STAFF,BL,Y,Y
OLE3555,OLE3555,OLE3555,STAFF,BL,Y,Y
OLE3556,OLE3556,OLE3556,STAFF,IN,Y,Y
OLE3557,OLE3557,OLE3557,STAFF,SE,Y,Y
OLE3558,OLE3558,OLE3558,STAFF,IN,Y,Y
OLE3559,OLE3559,OLE3559,STAFF,SB,Y,Y
OLE3560,OLE3560,OLE3560,STAFF,IN,Y,Y
OLE3561,OLE3561,OLE3561,STAFF,IN,Y,Y
OLE3562,OLE3562,OLE3562,STAFF,SE,Y,Y
OLE3563,OLE3563,OLE3563,STAFF,IN,Y,Y
OLE3564,OLE3564,OLE3564,STAFF,IN,Y,Y
OLE3565,OLE3565,OLE3565,STAFF,IN,Y,Y
OLE3566,OLE3566,OLE3566,STAFF,BL,Y,Y
OLE3567,OLE3567,OLE3567,STAFF,SB,Y,Y
OLE3568,OLE3568,OLE3568,STAFF,NW,Y,Y
OLE3569,OLE3569,OLE3569,STAFF,BL,Y,Y
OLE3570,OLE3570,OLE3570,STAFF,BL,Y,Y
OLE3571,OLE3571,OLE3571,STAFF,SB,Y,Y
OLE3572,OLE3572,OLE3572,STAFF,BL,Y,Y
OLE3573,OLE3573,OLE3573,STAFF,SE,Y,Y
OLE3574,OLE3574,OLE3574,STAFF,IN,Y,Y
OLE3575,OLE3575,OLE3575,STAFF,BL,Y,Y
OLE3576,OLE3576,OLE3576,STAFF,BL,Y,Y
OLE3577,OLE3577,OLE3577,STAFF,IN,Y,Y
OLE3578,OLE3578,OLE3578,STAFF,EA,Y,Y
OLE3579,OLE3579,OLE3579,STAFF,BL,Y,Y
OLE3580,OLE3580,OLE3580,STAFF,IN,Y,Y
OLE3581,OLE3581,OLE3581,STAFF,BL,Y,Y
OLE3582,OLE3582,OLE3582,STAFF,IN,Y,Y
OLE3583,OLE3583,OLE3583,STAFF,IN,Y,Y
OLE3584,OLE3584,OLE3584,STAFF,SE,Y,Y
OLE3585,OLE3585,OLE3585,STAFF,BL,Y,Y
OLE3586,OLE3586,OLE3586,STAFF,EA,Y,Y
OLE3587,OLE3587,OLE3587,STAFF,IN,Y,Y
OLE3588,OLE3588,OLE3588,STAFF,SB,Y,Y
OLE3589,OLE3589,OLE3589,STAFF,BL,Y,Y
OLE3590,OLE3590,OLE3590,STAFF,BL,Y,Y
OLE3591,OLE3591,OLE3591,STAFF,BL,Y,Y
OLE3592,OLE3592,OLE3592,STAFF,BL,Y,Y
OLE3593,OLE3593,OLE3593,STAFF,BL,Y,Y
OLE3594,OLE3594,OLE3594,STAFF,BL,Y,Y
OLE3595,OLE3595,OLE3595,STAFF,BL,Y,Y
OLE3596,OLE3596,OLE3596,STAFF,BL,Y,Y
OLE3597,OLE3597,OLE3597,STAFF,BL,Y,Y
OLE3598,OLE3598,OLE3598,STAFF,SB,Y,Y
OLE3599,OLE3599,OLE3599,STAFF,BL,Y,Y
OLE3600,OLE3600,OLE3600,STAFF,BL,Y,Y
OLE3601,OLE3601,OLE3601,STAFF,BL,Y,Y
OLE3602,OLE3602,OLE3602,STAFF,BL,Y,Y
OLE3603,OLE3603,OLE3603,STAFF,BL,Y,Y
OLE3604,OLE3604,OLE3604,STAFF,SE,Y,Y
OLE3605,OLE3605,OLE3605,STAFF,SB,Y,Y
OLE3606,OLE3606,OLE3606,STAFF,BL,Y,Y
OLE3607,OLE3607,OLE3607,STAFF,SB,Y,Y
OLE3608,OLE3608,OLE3608,STAFF,BL,Y,Y
OLE3609,OLE3609,OLE3609,STAFF,BL,Y,Y
OLE3610,OLE3610,OLE3610,STAFF,BL,Y,Y
OLE3611,OLE3611,OLE3611,STAFF,SB,Y,Y
OLE3612,OLE3612,OLE3612,STAFF,IN,Y,Y
OLE3613,OLE3613,OLE3613,STAFF,BL,Y,Y
OLE3614,OLE3614,OLE3614,STAFF,SE,Y,Y
OLE3615,OLE3615,OLE3615,STAFF,IN,Y,Y
OLE3616,OLE3616,OLE3616,STAFF,IN,Y,Y
OLE3617,OLE3617,OLE3617,STAFF,IN,Y,Y
OLE3618,OLE3618,OLE3618,STAFF,BL,Y,Y
OLE3619,OLE3619,OLE3619,STAFF,BL,Y,Y
OLE3620,OLE3620,OLE3620,STAFF,BL,Y,Y
OLE3621,OLE3621,OLE3621,STAFF,IN,Y,Y
OLE3622,OLE3622,OLE3622,STAFF,BL,Y,Y
OLE3623,OLE3623,OLE3623,STAFF,BL,Y,Y
OLE3624,OLE3624,OLE3624,STAFF,IN,Y,Y
OLE3625,OLE3625,OLE3625,STAFF,BL,Y,Y
OLE3626,OLE3626,OLE3626,STAFF,BL,Y,Y
OLE3627,OLE3627,OLE3627,STAFF,BL,Y,Y
OLE3628,OLE3628,OLE3628,STAFF,BL,Y,Y
OLE3629,OLE3629,OLE3629,STAFF,BL,Y,Y
OLE3630,OLE3630,OLE3630,STAFF,BL,Y,Y
OLE3631,OLE3631,OLE3631,STAFF,BL,Y,Y
OLE3632,OLE3632,OLE3632,STAFF,BL,Y,Y
OLE3633,OLE3633,OLE3633,STAFF,BL,Y,Y
OLE3634,OLE3634,OLE3634,STAFF,IN,Y,Y
OLE3635,OLE3635,OLE3635,STAFF,IN,Y,Y
OLE3636,OLE3636,OLE3636,STAFF,IN,Y,Y
OLE3637,OLE3637,OLE3637,STAFF,BL,Y,Y
OLE3638,OLE3638,OLE3638,STAFF,IN,Y,Y
OLE3639,OLE3639,OLE3639,STAFF,IN,Y,Y
OLE3640,OLE3640,OLE3640,STAFF,BL,Y,Y
OLE3641,OLE3641,OLE3641,STAFF,IN,Y,Y
OLE3642,OLE3642,OLE3642,STAFF,BL,Y,Y
OLE3643,OLE3643,OLE3643,STAFF,IN,Y,Y
OLE3644,OLE3644,OLE3644,STAFF,BL,Y,Y
OLE3645,OLE3645,OLE3645,STAFF,KO,Y,Y
OLE3646,OLE3646,OLE3646,STAFF,KO,Y,Y
OLE3647,OLE3647,OLE3647,STAFF,IN,Y,Y
OLE3648,OLE3648,OLE3648,STAFF,IN,Y,Y
OLE3649,OLE3649,OLE3649,STAFF,IN,Y,Y
OLE3650,OLE3650,OLE3650,STAFF,IN,Y,Y
OLE3651,OLE3651,OLE3651,STAFF,BL,Y,Y
OLE3652,OLE3652,OLE3652,STAFF,BL,Y,Y
OLE3653,OLE3653,OLE3653,STAFF,SB,Y,Y
OLE3654,OLE3654,OLE3654,STAFF,SB,Y,Y
OLE3655,OLE3655,OLE3655,STAFF,SB,Y,Y
OLE3656,OLE3656,OLE3656,STAFF,BL,Y,Y
OLE3657,OLE3657,OLE3657,STAFF,SB,Y,Y
OLE3658,OLE3658,OLE3658,STAFF,BL,Y,Y
OLE3659,OLE3659,OLE3659,STAFF,IN,Y,Y
OLE3660,OLE3660,OLE3660,STAFF,NW,Y,Y
OLE3661,OLE3661,OLE3661,STAFF,IN,Y,Y
OLE3662,OLE3662,OLE3662,STAFF,SB,Y,Y
OLE3663,OLE3663,OLE3663,STAFF,EA,Y,Y
OLE3664,OLE3664,OLE3664,STAFF,IN,Y,Y
OLE3665,OLE3665,OLE3665,STAFF,IN,Y,Y
OLE3666,OLE3666,OLE3666,STAFF,IN,Y,Y
OLE3667,OLE3667,OLE3667,STAFF,BL,Y,Y
OLE3668,OLE3668,OLE3668,STAFF,IN,Y,Y
OLE3669,OLE3669,OLE3669,STAFF,BL,Y,Y
OLE3670,OLE3670,OLE3670,STAFF,SE,Y,Y
OLE3671,OLE3671,OLE3671,STAFF,BL,Y,Y
OLE3672,OLE3672,OLE3672,STAFF,IN,Y,Y
OLE3673,OLE3673,OLE3673,STAFF,BL,Y,Y
OLE3674,OLE3674,OLE3674,STAFF,BL,Y,Y
OLE3675,OLE3675,OLE3675,STAFF,IN,Y,Y
OLE3676,OLE3676,OLE3676,STAFF,BL,Y,Y
OLE3677,OLE3677,OLE3677,STAFF,BL,Y,Y
OLE3678,OLE3678,OLE3678,STAFF,SE,Y,Y
OLE3679,OLE3679,OLE3679,STAFF,BL,Y,Y
OLE3680,OLE3680,OLE3680,STAFF,IN,Y,Y
OLE3681,OLE3681,OLE3681,STAFF,BL,Y,Y
OLE3682,OLE3682,OLE3682,STAFF,IN,Y,Y
OLE3683,OLE3683,OLE3683,STAFF,BL,Y,Y
OLE3684,OLE3684,OLE3684,STAFF,BL,Y,Y
OLE3685,OLE3685,OLE3685,STAFF,SB,Y,Y
OLE3686,OLE3686,OLE3686,STAFF,BL,Y,Y
OLE3687,OLE3687,OLE3687,STAFF,BL,Y,Y
OLE3688,OLE3688,OLE3688,STAFF,BL,Y,Y
OLE3689,OLE3689,OLE3689,STAFF,BL,Y,Y
OLE3690,OLE3690,OLE3690,STAFF,EA,Y,Y
OLE3691,OLE3691,OLE3691,STAFF,IN,Y,Y
OLE3692,OLE3692,OLE3692,STAFF,IN,Y,Y
OLE3693,OLE3693,OLE3693,STAFF,BL,Y,Y
OLE3694,OLE3694,OLE3694,STAFF,IN,Y,Y
OLE3695,OLE3695,OLE3695,STAFF,BL,Y,Y
OLE3696,OLE3696,OLE3696,STAFF,BL,Y,Y
OLE3697,OLE3697,OLE3697,STAFF,IN,Y,Y
OLE3698,OLE3698,OLE3698,STAFF,BL,Y,Y
OLE3699,OLE3699,OLE3699,STAFF,SE,Y,Y
OLE3700,OLE3700,OLE3700,STAFF,BL,Y,Y
OLE3701,OLE3701,OLE3701,STAFF,IN,Y,Y
OLE3702,OLE3702,OLE3702,STAFF,IN,Y,Y
OLE3703,OLE3703,OLE3703,STAFF,BL,Y,Y
OLE3704,OLE3704,OLE3704,STAFF,IN,Y,Y
OLE3705,OLE3705,OLE3705,STAFF,BL,Y,Y
OLE3706,OLE3706,OLE3706,STAFF,BL,Y,Y
OLE3707,OLE3707,OLE3707,STAFF,IN,Y,Y
OLE3708,OLE3708,OLE3708,STAFF,SB,Y,Y
OLE3709,OLE3709,OLE3709,STAFF,EA,Y,Y
OLE3710,OLE3710,OLE3710,STAFF,BL,Y,Y
OLE3711,OLE3711,OLE3711,STAFF,BL,Y,Y
OLE3712,OLE3712,OLE3712,STAFF,BL,Y,Y
OLE3713,OLE3713,OLE3713,STAFF,BL,Y,Y
OLE3714,OLE3714,OLE3714,STAFF,IN,Y,Y
OLE3715,OLE3715,OLE3715,STAFF,IN,Y,Y
OLE3716,OLE3716,OLE3716,STAFF,BL,Y,Y
OLE3717,OLE3717,OLE3717,STAFF,BL,Y,Y
OLE3718,OLE3718,OLE3718,STAFF,IN,Y,Y
OLE3719,OLE3719,OLE3719,STAFF,IN,Y,Y
OLE3720,OLE3720,OLE3720,STAFF,IN,Y,Y
OLE3721,OLE3721,OLE3721,STAFF,BL,Y,Y
OLE3722,OLE3722,OLE3722,STAFF,IN,Y,Y
OLE3723,OLE3723,OLE3723,STAFF,IN,Y,Y
OLE3724,OLE3724,OLE3724,STAFF,BL,Y,Y
OLE3725,OLE3725,OLE3725,STAFF,BL,Y,Y
OLE3726,OLE3726,OLE3726,STAFF,IN,Y,Y
OLE3727,OLE3727,OLE3727,STAFF,BL,Y,Y
OLE3728,OLE3728,OLE3728,STAFF,SB,Y,Y
OLE3729,OLE3729,OLE3729,STAFF,SB,Y,Y
OLE3730,OLE3730,OLE3730,STAFF,SB,Y,Y
OLE3731,OLE3731,OLE3731,STAFF,EA,Y,Y
OLE3732,OLE3732,OLE3732,STAFF,IN,Y,Y
OLE3733,OLE3733,OLE3733,STAFF,IN,Y,Y
OLE3734,OLE3734,OLE3734,STAFF,IN,Y,Y
OLE3735,OLE3735,OLE3735,STAFF,BL,Y,Y
OLE3736,OLE3736,OLE3736,STAFF,BL,Y,Y
OLE3737,OLE3737,OLE3737,STAFF,BL,Y,Y
OLE3738,OLE3738,OLE3738,STAFF,BL,Y,Y
OLE3739,OLE3739,OLE3739,STAFF,SB,Y,Y
OLE3740,OLE3740,OLE3740,STAFF,BL,Y,Y
OLE3741,OLE3741,OLE3741,STAFF,IN,Y,Y
OLE3742,OLE3742,OLE3742,STAFF,EA,Y,Y
OLE3743,OLE3743,OLE3743,STAFF,BL,Y,Y
OLE3744,OLE3744,OLE3744,STAFF,BL,Y,Y
OLE3745,OLE3745,OLE3745,STAFF,BL,Y,Y
OLE3746,OLE3746,OLE3746,STAFF,SB,Y,Y
OLE3747,OLE3747,OLE3747,STAFF,EA,Y,Y
OLE3748,OLE3748,OLE3748,STAFF,SB,Y,Y
OLE3749,OLE3749,OLE3749,STAFF,IN,Y,Y
OLE3750,OLE3750,OLE3750,STAFF,BL,Y,Y
OLE3751,OLE3751,OLE3751,STAFF,SE,Y,Y
OLE3752,OLE3752,OLE3752,STAFF,IN,Y,Y
OLE3753,OLE3753,OLE3753,STAFF,SB,Y,Y
OLE3754,OLE3754,OLE3754,STAFF,IN,Y,Y
OLE3755,OLE3755,OLE3755,STAFF,EA,Y,Y
OLE3756,OLE3756,OLE3756,STAFF,SB,Y,Y
OLE3757,OLE3757,OLE3757,STAFF,BL,Y,Y
OLE3758,OLE3758,OLE3758,STAFF,BL,Y,Y
OLE3759,OLE3759,OLE3759,STAFF,EA,Y,Y
OLE3760,OLE3760,OLE3760,STAFF,BL,Y,Y
OLE3761,OLE3761,OLE3761,STAFF,EA,Y,Y
OLE3762,OLE3762,OLE3762,STAFF,BL,Y,Y
OLE3763,OLE3763,OLE3763,STAFF,BL,Y,Y
OLE3764,OLE3764,OLE3764,STAFF,IN,Y,Y
OLE3765,OLE3765,OLE3765,STAFF,BL,Y,Y
OLE3766,OLE3766,OLE3766,STAFF,IN,Y,Y
OLE3767,OLE3767,OLE3767,STAFF,EA,Y,Y
OLE3768,OLE3768,OLE3768,STAFF,EA,Y,Y
OLE3769,OLE3769,OLE3769,STAFF,EA,Y,Y
OLE3770,OLE3770,OLE3770,STAFF,IN,Y,Y
OLE3771,OLE3771,OLE3771,STAFF,EA,Y,Y
OLE3772,OLE3772,OLE3772,STAFF,BL,Y,Y
OLE3773,OLE3773,OLE3773,STAFF,BL,Y,Y
OLE3774,OLE3774,OLE3774,STAFF,BL,Y,Y
OLE3775,OLE3775,OLE3775,STAFF,IN,Y,Y
OLE3776,OLE3776,OLE3776,STAFF,BL,Y,Y
OLE3777,OLE3777,OLE3777,STAFF,BL,Y,Y
OLE3778,OLE3778,OLE3778,STAFF,IN,Y,Y
OLE3779,OLE3779,OLE3779,STAFF,IN,Y,Y
OLE3780,OLE3780,OLE3780,STAFF,BL,Y,Y
OLE3781,OLE3781,OLE3781,STAFF,EA,Y,Y
OLE3782,OLE3782,OLE3782,STAFF,IN,Y,Y
OLE3783,OLE3783,OLE3783,STAFF,BL,Y,Y
OLE3784,OLE3784,OLE3784,STAFF,BL,Y,Y
OLE3785,OLE3785,OLE3785,STAFF,BL,Y,Y
OLE3786,OLE3786,OLE3786,STAFF,BL,Y,Y
OLE3787,OLE3787,OLE3787,STAFF,SE,Y,Y
OLE3788,OLE3788,OLE3788,STAFF,IN,Y,Y
OLE3789,OLE3789,OLE3789,STAFF,IN,Y,Y
OLE3790,OLE3790,OLE3790,STAFF,BL,Y,Y
OLE3791,OLE3791,OLE3791,STAFF,BL,Y,Y
OLE3792,OLE3792,OLE3792,STAFF,NW,Y,Y
OLE3793,OLE3793,OLE3793,STAFF,SB,Y,Y
OLE3794,OLE3794,OLE3794,STAFF,IN,Y,Y
OLE3795,OLE3795,OLE3795,STAFF,EA,Y,Y
OLE3796,OLE3796,OLE3796,STAFF,SB,Y,Y
OLE3797,OLE3797,OLE3797,STAFF,BL,Y,Y
OLE3798,OLE3798,OLE3798,STAFF,IN,Y,Y
OLE3799,OLE3799,OLE3799,STAFF,EA,Y,Y
OLE3800,OLE3800,OLE3800,STAFF,BL,Y,Y
OLE3801,OLE3801,OLE3801,STAFF,BL,Y,Y
OLE3802,OLE3802,OLE3802,STAFF,SB,Y,Y
OLE3803,OLE3803,OLE3803,STAFF,BL,Y,Y
OLE3804,OLE3804,OLE3804,STAFF,BL,Y,Y
