ENTITY_EMP_ID,OBJ_ID,ENTITY_ID,ENTITY_AFLTN_ID,EMP_STAT_CD,EMP_TYP_CD,BASE_SLRY_AMT,PRMRY_IND,ACTV_IND,PRMRY_DEPT_CD,EMP_ID,EMP_REC_ID
OLE3070,OLE3070,OLE3070,OLE3070,A,P,50000,Y,Y,UA-REAL,53105,1
OLE3071,OLE3071,OLE3071,OLE3071,T,N,50000,Y,Y,,53274,1
OLE3072,OLE3072,OLE3072,OLE3072,A,P,50000,Y,Y,BL-SLIS,53285,1
OLE3073,OLE3073,OLE3073,OLE3073,A,P,50000,Y,Y,EA-BURS,53302,1
OLE3074,OLE3074,OLE3074,OLE3074,A,N,50000,Y,Y,BL-FOLK,53332,1
OLE3075,OLE3075,OLE3075,OLE3075,A,P,50000,Y,Y,IN-PSYC,53527,1
OLE3076,OLE3076,OLE3076,OLE3076,A,P,50000,Y,Y,EA-EDUC,53537,1
OLE3077,OLE3077,OLE3077,OLE3077,A,P,50000,Y,Y,IN-UMDA,53611,1
OLE3078,OLE3078,OLE3078,OLE3078,A,P,50000,Y,Y,UA-VPIT,53613,1
OLE3079,OLE3079,OLE3079,OLE3079,A,P,50000,Y,Y,NW-GENA,53853,1
OLE3080,OLE3080,OLE3080,OLE3080,A,P,50000,Y,Y,IN-CLN,54077,1
OLE3081,OLE3081,OLE3081,OLE3081,A,P,50000,Y,Y,BL-VPGA,54168,1
OLE3082,OLE3082,OLE3082,OLE3082,A,P,50000,Y,Y,IN-JOUR,54273,1
OLE3083,OLE3083,OLE3083,OLE3083,A,P,50000,Y,Y,KO-PHYP,54302,1
OLE3084,OLE3084,OLE3084,OLE3084,T,N,50000,Y,Y,BL-MUS,54529,1
OLE3085,OLE3085,OLE3085,OLE3085,A,N,50000,Y,Y,BL-EDUC,54843,1
OLE3086,OLE3086,OLE3086,OLE3086,A,P,50000,Y,Y,SB-FORN,55906,1
OLE3087,OLE3087,OLE3087,OLE3087,A,P,50000,Y,Y,IN-PADO,58305,1
OLE3088,OLE3088,OLE3088,OLE3088,R,P,50000,Y,Y,IN-IN,58778,1
OLE3089,OLE3089,OLE3089,OLE3089,R,P,50000,Y,Y,IN-IN,58880,1
OLE3090,OLE3090,OLE3090,OLE3090,A,P,50000,Y,Y,IN-ADAF,59123,1
OLE3091,OLE3091,OLE3091,OLE3091,A,P,50000,Y,Y,BL-SOC,59211,1
OLE3092,OLE3092,OLE3092,OLE3092,A,P,50000,Y,Y,BL-REGR,59227,1
OLE3093,OLE3093,OLE3093,OLE3093,A,P,50000,Y,Y,BL-SPHS,59287,1
OLE3094,OLE3094,OLE3094,OLE3094,A,P,50000,Y,Y,UA-PUR,59326,1
OLE3095,OLE3095,OLE3095,OLE3095,A,P,50000,Y,Y,IN-LART,59535,1
OLE3096,OLE3096,OLE3096,OLE3096,A,N,50000,Y,Y,UA-VPIT,59764,1
OLE3097,OLE3097,OLE3097,OLE3097,A,P,50000,Y,Y,KO-PAII,60027,1
OLE3098,OLE3098,OLE3098,OLE3098,A,P,50000,Y,Y,IN-CLN,60087,1
OLE3099,OLE3099,OLE3099,OLE3099,A,P,50000,Y,Y,IA-CSFA,60376,1
OLE3100,OLE3100,OLE3100,OLE3100,A,P,50000,Y,Y,BL-SSER,60519,1
OLE3101,OLE3101,OLE3101,OLE3101,A,P,50000,Y,Y,BL-RUAD,60537,1
OLE3102,OLE3102,OLE3102,OLE3102,T,P,50000,Y,Y,BL-GEOL,60679,1
OLE3103,OLE3103,OLE3103,OLE3103,A,P,50000,Y,Y,UA-VPIT,60684,1
OLE3104,OLE3104,OLE3104,OLE3104,T,N,50000,Y,Y,SB-ARTD,61348,1
OLE3105,OLE3105,OLE3105,OLE3105,A,P,50000,Y,Y,IN-ORTS,61389,1
OLE3106,OLE3106,OLE3106,OLE3106,A,N,50000,Y,Y,BL-SOC,61524,1
OLE3107,OLE3107,OLE3107,OLE3107,T,P,50000,Y,Y,IN-EDUC,61600,1
OLE3108,OLE3108,OLE3108,OLE3108,A,N,50000,Y,Y,BL-INFO,61973,1
OLE3109,OLE3109,OLE3109,OLE3109,A,P,50000,Y,Y,BL-HONR,62610,1
OLE3110,OLE3110,OLE3110,OLE3110,A,P,50000,Y,Y,UA-FMOP,64023,1
OLE3111,OLE3111,OLE3111,OLE3111,A,P,50000,Y,Y,IA-ONEC,64166,1
OLE3112,OLE3112,OLE3112,OLE3112,A,P,50000,Y,Y,BL-EDUC,64984,1
OLE3113,OLE3113,OLE3113,OLE3113,R,P,50000,Y,Y,IN-IN,65533,1
OLE3114,OLE3114,OLE3114,OLE3114,R,P,50000,Y,Y,BL-BL,65572,1
OLE3115,OLE3115,OLE3115,OLE3115,A,P,50000,Y,Y,BA-RPAS,65628,1
OLE3116,OLE3116,OLE3116,OLE3116,A,P,50000,Y,Y,BA-RPAS,65638,1
OLE3117,OLE3117,OLE3117,OLE3117,A,P,50000,Y,Y,BL-ARSD,65683,1
OLE3118,OLE3118,OLE3118,OLE3118,A,P,50000,Y,Y,IN-PHED,65733,1
OLE3119,OLE3119,OLE3119,OLE3119,A,P,50000,Y,Y,EA-SMD,65771,1
OLE3120,OLE3120,OLE3120,OLE3120,A,P,50000,Y,Y,BA-IMAU,65858,1
OLE3121,OLE3121,OLE3121,OLE3121,D,P,50000,Y,Y,BL-BL,65861,1
OLE3122,OLE3122,OLE3122,OLE3122,A,P,50000,Y,Y,UA-BUDU,66138,1
OLE3123,OLE3123,OLE3123,OLE3123,A,P,50000,Y,Y,BL-RUAD,66195,1
OLE3124,OLE3124,OLE3124,OLE3124,A,P,50000,Y,Y,EA-AADV,66368,1
OLE3125,OLE3125,OLE3125,OLE3125,A,P,50000,Y,Y,UA-BUDU,66462,1
OLE3126,OLE3126,OLE3126,OLE3126,A,P,50000,Y,Y,UA-PRIN,66512,1
OLE3127,OLE3127,OLE3127,OLE3127,A,P,50000,Y,Y,SB-PHPC,66558,1
OLE3128,OLE3128,OLE3128,OLE3128,A,P,50000,Y,Y,SB-INFT,66591,1
OLE3129,OLE3129,OLE3129,OLE3129,A,P,50000,Y,Y,BL-VPGA,66697,1
OLE3130,OLE3130,OLE3130,OLE3130,A,P,50000,Y,Y,IN-BIOM,66820,1
OLE3131,OLE3131,OLE3131,OLE3131,A,P,50000,Y,Y,BL-CDCT,66887,1
OLE3132,OLE3132,OLE3132,OLE3132,A,P,50000,Y,Y,UA-UART,66888,1
OLE3133,OLE3133,OLE3133,OLE3133,A,N,50000,Y,Y,UA-FMOP,66898,1
OLE3134,OLE3134,OLE3134,OLE3134,A,P,50000,Y,Y,UA-VPAD,66938,1
OLE3135,OLE3135,OLE3135,OLE3135,A,P,50000,Y,Y,UA-VPAD,67315,1
OLE3136,OLE3136,OLE3136,OLE3136,A,N,50000,Y,Y,BL-SPEA,67336,1
OLE3137,OLE3137,OLE3137,OLE3137,A,N,50000,Y,Y,BL-SETH,67484,1
OLE3138,OLE3138,OLE3138,OLE3138,A,N,50000,Y,Y,BL-PSY,67533,1
OLE3139,OLE3139,OLE3139,OLE3139,A,P,50000,Y,Y,BL-VPGA,67544,1
OLE3140,OLE3140,OLE3140,OLE3140,A,P,50000,Y,Y,BL-ANTH,67611,1
OLE3141,OLE3141,OLE3141,OLE3141,A,N,50000,Y,Y,IN-WCPR,67815,1
OLE3142,OLE3142,OLE3142,OLE3142,A,P,50000,Y,Y,IN-ACCT,68004,1
OLE3143,OLE3143,OLE3143,OLE3143,A,P,50000,Y,Y,BL-BUS,68061,1
OLE3144,OLE3144,OLE3144,OLE3144,A,P,50000,Y,Y,IN-WCPR,68829,1
OLE3145,OLE3145,OLE3145,OLE3145,A,P,50000,Y,Y,UA-PUR,68960,1
OLE3146,OLE3146,OLE3146,OLE3146,A,P,50000,Y,Y,BL-ENG,71294,1
OLE3147,OLE3147,OLE3147,OLE3147,A,P,50000,Y,Y,BL-BL,71371,1
OLE3148,OLE3148,OLE3148,OLE3148,P,P,50000,Y,Y,BL-PSY,71471,1
OLE3149,OLE3149,OLE3149,OLE3149,R,P,50000,Y,Y,IN-IN,72040,1
OLE3150,OLE3150,OLE3150,OLE3150,R,P,50000,Y,Y,IN-IN,72281,1
OLE3151,OLE3151,OLE3151,OLE3151,A,P,50000,Y,Y,BL-PSY,72386,1
OLE3152,OLE3152,OLE3152,OLE3152,T,P,50000,Y,Y,IN-DSAD,72635,1
OLE3153,OLE3153,OLE3153,OLE3153,A,P,50000,Y,Y,BL-PSY,72684,1
OLE3154,OLE3154,OLE3154,OLE3154,R,P,50000,Y,Y,BL-BL,72711,1
OLE3155,OLE3155,OLE3155,OLE3155,A,P,50000,Y,Y,BL-PHYP,72955,1
OLE3156,OLE3156,OLE3156,OLE3156,A,P,50000,Y,Y,BA-RPAS,72964,1
OLE3157,OLE3157,OLE3157,OLE3157,A,P,50000,Y,Y,BL-LIBR,72973,1
OLE3158,OLE3158,OLE3158,OLE3158,A,P,50000,Y,Y,SE-REGR,73000,1
OLE3159,OLE3159,OLE3159,OLE3159,A,N,50000,Y,Y,BL-ARSD,73014,1
OLE3160,OLE3160,OLE3160,OLE3160,A,P,50000,Y,Y,IN-BURS,73059,1
OLE3161,OLE3161,OLE3161,OLE3161,A,P,50000,Y,Y,UA-VPPF,73091,1
OLE3162,OLE3162,OLE3162,OLE3162,A,P,50000,Y,Y,UA-PRES,73112,1
OLE3163,OLE3163,OLE3163,OLE3163,R,P,50000,Y,Y,SE-PD,73190,1
OLE3164,OLE3164,OLE3164,OLE3164,T,P,50000,Y,Y,EA-NURS,73198,1
OLE3165,OLE3165,OLE3165,OLE3165,A,P,50000,Y,Y,NW-NURS,73246,1
OLE3166,OLE3166,OLE3166,OLE3166,A,P,50000,Y,Y,UA-INTP,73261,1
OLE3167,OLE3167,OLE3167,OLE3167,A,P,50000,Y,Y,SB-PHYS,73397,1
OLE3168,OLE3168,OLE3168,OLE3168,A,P,50000,Y,Y,IN-EDUC,73462,1
OLE3169,OLE3169,OLE3169,OLE3169,A,P,50000,Y,Y,IN-PLAN,73635,1
OLE3170,OLE3170,OLE3170,OLE3170,A,N,50000,Y,Y,BL-NELC,73951,1
OLE3171,OLE3171,OLE3171,OLE3171,A,P,50000,Y,Y,UA-ATHL,74224,1
OLE3172,OLE3172,OLE3172,OLE3172,A,P,50000,Y,Y,EA-EXAF,74346,1
OLE3173,OLE3173,OLE3173,OLE3173,A,P,50000,Y,Y,IN-RAON,74792,1
OLE3174,OLE3174,OLE3174,OLE3174,A,P,50000,Y,Y,UA-REAL,77199,1
OLE3175,OLE3175,OLE3175,OLE3175,R,P,50000,Y,Y,BL-BL,78495,1
OLE3176,OLE3176,OLE3176,OLE3176,R,P,50000,Y,Y,IN-CLN,78538,1
OLE3177,OLE3177,OLE3177,OLE3177,R,P,50000,Y,Y,BL-BL,78704,1
OLE3178,OLE3178,OLE3178,OLE3178,T,P,50000,Y,Y,SE-EXAF,78705,1
OLE3179,OLE3179,OLE3179,OLE3179,A,P,50000,Y,Y,BL-SSER,78836,1
OLE3180,OLE3180,OLE3180,OLE3180,A,P,50000,Y,Y,SB-SBUE,78861,1
OLE3181,OLE3181,OLE3181,OLE3181,A,P,50000,Y,Y,BL-PHYP,78988,1
OLE3182,OLE3182,OLE3182,OLE3182,A,P,50000,Y,Y,SB-PD,79143,1
OLE3183,OLE3183,OLE3183,OLE3183,A,P,50000,Y,Y,BA-BRAD,79154,1
OLE3184,OLE3184,OLE3184,OLE3184,A,P,50000,Y,Y,IN-DMAN,79256,1
OLE3185,OLE3185,OLE3185,OLE3185,A,N,50000,Y,Y,IN-DSOH,79324,1
OLE3186,OLE3186,OLE3186,OLE3186,A,P,50000,Y,Y,BL-JAMH,79600,1
OLE3187,OLE3187,OLE3187,OLE3187,A,P,50000,Y,Y,IN-MRES,79607,1
OLE3188,OLE3188,OLE3188,OLE3188,A,P,50000,Y,Y,BL-COGS,79833,1
OLE3189,OLE3189,OLE3189,OLE3189,A,P,50000,Y,Y,BL-BI,80352,1
OLE3190,OLE3190,OLE3190,OLE3190,A,P,50000,Y,Y,IN-LART,80592,1
OLE3191,OLE3191,OLE3191,OLE3191,A,P,50000,Y,Y,UA-TREA,80744,1
OLE3192,OLE3192,OLE3192,OLE3192,A,N,50000,Y,Y,BL-BL,80774,1
OLE3193,OLE3193,OLE3193,OLE3193,A,P,50000,Y,Y,,80785,1
OLE3194,OLE3194,OLE3194,OLE3194,A,P,50000,Y,Y,SE-ACT,80791,1
OLE3195,OLE3195,OLE3195,OLE3195,A,N,50000,Y,Y,BL-CTED,81449,1
OLE3196,OLE3196,OLE3196,OLE3196,A,N,50000,Y,Y,NW-EDUC,81583,1
OLE3197,OLE3197,OLE3197,OLE3197,A,N,50000,Y,Y,IN-PNEF,82069,1
OLE3198,OLE3198,OLE3198,OLE3198,A,N,50000,Y,Y,IN-PSYC,82539,1
OLE3199,OLE3199,OLE3199,OLE3199,A,P,50000,Y,Y,BL-LIBR,83100,1
OLE3200,OLE3200,OLE3200,OLE3200,A,P,50000,Y,Y,BA-AUTM,84064,1
OLE3201,OLE3201,OLE3201,OLE3201,A,P,50000,Y,Y,BL-HIST,84235,1
OLE3202,OLE3202,OLE3202,OLE3202,R,P,50000,Y,Y,IN-MEDN,84649,1
OLE3203,OLE3203,OLE3203,OLE3203,T,P,50000,Y,Y,BL-LCTM,84702,1
OLE3204,OLE3204,OLE3204,OLE3204,A,N,50000,Y,Y,BL-LIBR,84827,1
OLE3205,OLE3205,OLE3205,OLE3205,A,N,50000,Y,Y,IN-IN,84848,1
OLE3206,OLE3206,OLE3206,OLE3206,A,N,50000,Y,Y,IN-PGAS,84964,1
OLE3207,OLE3207,OLE3207,OLE3207,A,P,50000,Y,Y,IN-CFSG,84978,1
OLE3208,OLE3208,OLE3208,OLE3208,A,P,50000,Y,Y,IN-ENHS,85015,1
OLE3209,OLE3209,OLE3209,OLE3209,A,P,50000,Y,Y,BL-ISS,85050,1
OLE3210,OLE3210,OLE3210,OLE3210,A,N,50000,Y,Y,BL-PSY,1854,1
OLE3211,OLE3211,OLE3211,OLE3211,D,P,50000,Y,Y,KO-REGR,85125,1
OLE3212,OLE3212,OLE3212,OLE3212,A,P,50000,Y,Y,BL-OASD,85144,1
OLE3213,OLE3213,OLE3213,OLE3213,A,P,50000,Y,Y,IN-NEUR,85390,1
OLE3214,OLE3214,OLE3214,OLE3214,A,P,50000,Y,Y,BL-CLAS,85449,1
OLE3215,OLE3215,OLE3215,OLE3215,A,P,50000,Y,Y,BL-AXSV,85550,1
OLE3216,OLE3216,OLE3216,OLE3216,A,P,50000,Y,Y,BL-ARSD,85599,1
OLE3217,OLE3217,OLE3217,OLE3217,A,N,50000,Y,Y,BL-SPEA,85634,1
OLE3218,OLE3218,OLE3218,OLE3218,A,P,50000,Y,Y,IN-ENRL,85654,1
OLE3219,OLE3219,OLE3219,OLE3219,A,N,50000,Y,Y,BL-LIBR,85715,1
OLE3220,OLE3220,OLE3220,OLE3220,A,P,50000,Y,Y,IN-ACCT,85795,1
OLE3221,OLE3221,OLE3221,OLE3221,A,N,50000,Y,Y,BL-SPEA,86002,1
OLE3222,OLE3222,OLE3222,OLE3222,A,P,50000,Y,Y,BL-SOC,86284,1
OLE3223,OLE3223,OLE3223,OLE3223,A,P,50000,Y,Y,KO-BOOK,86404,1
OLE3224,OLE3224,OLE3224,OLE3224,A,P,50000,Y,Y,IN-REGR,86715,1
OLE3225,OLE3225,OLE3225,OLE3225,A,P,50000,Y,Y,EA-HUFA,87398,1
OLE3226,OLE3226,OLE3226,OLE3226,A,P,50000,Y,Y,BL-VPGA,87651,1
OLE3227,OLE3227,OLE3227,OLE3227,T,P,50000,Y,Y,,88072,1
OLE3228,OLE3228,OLE3228,OLE3228,A,P,50000,Y,Y,BA-RPAS,88366,1
OLE3229,OLE3229,OLE3229,OLE3229,A,P,50000,Y,Y,IN-MMGE,89297,1
OLE3230,OLE3230,OLE3230,OLE3230,A,P,50000,Y,Y,IN-BIOS,89772,1
OLE3231,OLE3231,OLE3231,OLE3231,R,P,50000,Y,Y,IN-IN,90698,1
OLE3232,OLE3232,OLE3232,OLE3232,R,P,50000,Y,Y,IN-LIBR,90883,1
OLE3233,OLE3233,OLE3233,OLE3233,A,P,50000,Y,Y,KO-GENA,90982,1
OLE3234,OLE3234,OLE3234,OLE3234,T,P,50000,Y,Y,,91128,1
OLE3235,OLE3235,OLE3235,OLE3235,A,P,50000,Y,Y,IN-PEDC,91139,1
OLE3236,OLE3236,OLE3236,OLE3236,A,P,50000,Y,Y,BA-RPAS,91160,1
OLE3237,OLE3237,OLE3237,OLE3237,A,N,50000,Y,Y,BL-IIDC,91225,1
OLE3238,OLE3238,OLE3238,OLE3238,A,P,50000,Y,Y,EA-AAOA,91482,1
OLE3239,OLE3239,OLE3239,OLE3239,A,P,50000,Y,Y,IN-SURC,91583,1
OLE3240,OLE3240,OLE3240,OLE3240,A,P,50000,Y,Y,,91690,1
OLE3241,OLE3241,OLE3241,OLE3241,A,N,50000,Y,Y,BL-AMST,91698,1
OLE3242,OLE3242,OLE3242,OLE3242,A,P,50000,Y,Y,IN-PUR,91822,1
OLE3243,OLE3243,OLE3243,OLE3243,A,P,50000,Y,Y,IN-DMSC,91900,1
OLE3244,OLE3244,OLE3244,OLE3244,A,P,50000,Y,Y,IN-RADY,91998,1
OLE3245,OLE3245,OLE3245,OLE3245,A,P,50000,Y,Y,,92110,1
OLE3246,OLE3246,OLE3246,OLE3246,A,P,50000,Y,Y,EA-AAOA,92263,1
OLE3247,OLE3247,OLE3247,OLE3247,A,P,50000,Y,Y,SE-SDC,92287,1
OLE3248,OLE3248,OLE3248,OLE3248,A,P,50000,Y,Y,UA-VPUR,92416,1
OLE3249,OLE3249,OLE3249,OLE3249,A,P,50000,Y,Y,BL-CDCT,92426,1
OLE3250,OLE3250,OLE3250,OLE3250,A,P,50000,Y,Y,UA-BUDU,92459,1
OLE3251,OLE3251,OLE3251,OLE3251,A,N,50000,Y,Y,BL-ORIE,92515,1
OLE3252,OLE3252,OLE3252,OLE3252,A,P,50000,Y,Y,NW-EXEC,92596,1
OLE3253,OLE3253,OLE3253,OLE3253,A,P,50000,Y,Y,IN-HR,93147,1
OLE3254,OLE3254,OLE3254,OLE3254,A,N,50000,Y,Y,UA-PRES,93275,1
OLE3255,OLE3255,OLE3255,OLE3255,A,P,50000,Y,Y,IN-BUS,93386,1
OLE3256,OLE3256,OLE3256,OLE3256,T,P,50000,Y,Y,IN-IN,93454,1
OLE3257,OLE3257,OLE3257,OLE3257,A,P,50000,Y,Y,IN-DSAD,93511,1
OLE3258,OLE3258,OLE3258,OLE3258,A,P,50000,Y,Y,UA-FMOP,93590,1
OLE3259,OLE3259,OLE3259,OLE3259,A,P,50000,Y,Y,UA-FMOP,93591,1
OLE3260,OLE3260,OLE3260,OLE3260,A,N,50000,Y,Y,BL-CSCI,93708,1
OLE3261,OLE3261,OLE3261,OLE3261,A,N,50000,Y,Y,IN-LART,93839,1
OLE3262,OLE3262,OLE3262,OLE3262,T,N,50000,Y,Y,IN-GEOL,93883,1
OLE3263,OLE3263,OLE3263,OLE3263,T,N,50000,Y,Y,BL-BL,94068,1
OLE3264,OLE3264,OLE3264,OLE3264,A,N,50000,Y,Y,IN-PBIO,94131,1
OLE3265,OLE3265,OLE3265,OLE3265,T,N,50000,Y,Y,BL-LIBG,94457,1
OLE3266,OLE3266,OLE3266,OLE3266,A,P,50000,Y,Y,UA-VPIT,94828,1
OLE3267,OLE3267,OLE3267,OLE3267,T,P,50000,Y,Y,BL-BL,95036,1
OLE3268,OLE3268,OLE3268,OLE3268,T,N,50000,Y,Y,BL-HALL,95567,1
OLE3269,OLE3269,OLE3269,OLE3269,A,P,50000,Y,Y,IN-RESG,95769,1
OLE3270,OLE3270,OLE3270,OLE3270,A,P,50000,Y,Y,BL-FRIT,96428,1
OLE3272,OLE3272,OLE3272,OLE3272,T,N,50000,Y,Y,,96769,1
OLE3273,OLE3273,OLE3273,OLE3273,R,P,50000,Y,Y,BL-BL,96866,1
OLE3274,OLE3274,OLE3274,OLE3274,D,P,50000,Y,Y,BL-BL,96968,1
OLE3275,OLE3275,OLE3275,OLE3275,R,P,50000,Y,Y,KO-LIBR,97511,1
OLE3276,OLE3276,OLE3276,OLE3276,A,P,50000,Y,Y,,97541,1
OLE3277,OLE3277,OLE3277,OLE3277,A,N,50000,Y,Y,IN-HIST,97604,1
OLE3278,OLE3278,OLE3278,OLE3278,A,P,50000,Y,Y,IN-LART,97610,1
OLE3279,OLE3279,OLE3279,OLE3279,A,P,50000,Y,Y,KO-ACSP,97680,1
OLE3280,OLE3280,OLE3280,OLE3280,A,P,50000,Y,Y,UA-FMOP,97682,1
OLE3281,OLE3281,OLE3281,OLE3281,T,N,50000,Y,Y,,97704,1
OLE3282,OLE3282,OLE3282,OLE3282,T,P,50000,Y,Y,BL-BL,97729,1
OLE3283,OLE3283,OLE3283,OLE3283,A,P,50000,Y,Y,BL-BL,97732,1
OLE3284,OLE3284,OLE3284,OLE3284,A,P,50000,Y,Y,BL-SPMG,97740,1
OLE3285,OLE3285,OLE3285,OLE3285,A,P,50000,Y,Y,UA-VPAD,97763,1
OLE3286,OLE3286,OLE3286,OLE3286,R,P,50000,Y,Y,KO-KO,97788,1
OLE3287,OLE3287,OLE3287,OLE3287,A,P,50000,Y,Y,KO-CTSD,97922,1
OLE3288,OLE3288,OLE3288,OLE3288,A,P,50000,Y,Y,IN-TCEM,98077,1
OLE3289,OLE3289,OLE3289,OLE3289,A,P,50000,Y,Y,UA-RISK,98101,1
OLE3290,OLE3290,OLE3290,OLE3290,A,N,50000,Y,Y,BL-LAWL,98144,1
OLE3291,OLE3291,OLE3291,OLE3291,A,P,50000,Y,Y,UA-RISK,98234,1
OLE3292,OLE3292,OLE3292,OLE3292,A,P,50000,Y,Y,IN-DMOO,98284,1
OLE3293,OLE3293,OLE3293,OLE3293,A,P,50000,Y,Y,IN-MDCO,98460,1
OLE3294,OLE3294,OLE3294,OLE3294,A,P,50000,Y,Y,IN-NEUR,98538,1
OLE3295,OLE3295,OLE3295,OLE3295,A,P,50000,Y,Y,SE-CONF,98678,1
OLE3296,OLE3296,OLE3296,OLE3296,A,P,50000,Y,Y,BL-MUS,98859,1
OLE3297,OLE3297,OLE3297,OLE3297,A,N,50000,Y,Y,BL-GEOL,98864,1
OLE3298,OLE3298,OLE3298,OLE3298,A,P,50000,Y,Y,UA-FMOP,98865,1
OLE3299,OLE3299,OLE3299,OLE3299,A,P,50000,Y,Y,SB-CTED,98988,1
OLE3300,OLE3300,OLE3300,OLE3300,A,P,50000,Y,Y,SB-ACP,99046,1
OLE3301,OLE3301,OLE3301,OLE3301,A,P,50000,Y,Y,IN-PHED,99355,1
OLE3302,OLE3302,OLE3302,OLE3302,A,P,50000,Y,Y,IN-RMHO,99394,1
OLE3303,OLE3303,OLE3303,OLE3303,A,N,50000,Y,Y,BL-SPEA,99418,1
OLE3304,OLE3304,OLE3304,OLE3304,A,P,50000,Y,Y,EA-MULT,99435,1
OLE3305,OLE3305,OLE3305,OLE3305,A,P,50000,Y,Y,EA-AAOA,99459,1
OLE3306,OLE3306,OLE3306,OLE3306,A,P,50000,Y,Y,UA-FMOP,99978,1
OLE3307,OLE3307,OLE3307,OLE3307,A,N,50000,Y,Y,BL-PSY,99997,1
OLE3308,OLE3308,OLE3308,OLE3308,A,P,50000,Y,Y,SE-CTSD,100034,1
OLE3309,OLE3309,OLE3309,OLE3309,A,N,50000,Y,Y,BL-BUS,100077,1
OLE3310,OLE3310,OLE3310,OLE3310,A,N,50000,Y,Y,BL-CHEM,100165,1
OLE3311,OLE3311,OLE3311,OLE3311,A,N,50000,Y,Y,IN-MRES,100313,1
OLE3312,OLE3312,OLE3312,OLE3312,A,N,50000,Y,Y,BL-PHYS,100482,1
OLE3313,OLE3313,OLE3313,OLE3313,A,P,50000,Y,Y,BL-SOC,101078,1
OLE3314,OLE3314,OLE3314,OLE3314,A,P,50000,Y,Y,IN-HERR,101826,1
OLE3315,OLE3315,OLE3315,OLE3315,A,P,50000,Y,Y,SB-SBUE,102106,1
OLE3316,OLE3316,OLE3316,OLE3316,R,P,50000,Y,Y,BL-BL,103609,1
OLE3317,OLE3317,OLE3317,OLE3317,A,P,50000,Y,Y,UA-PUR,103626,1
OLE3318,OLE3318,OLE3318,OLE3318,A,P,50000,Y,Y,BL-ANTH,103676,1
OLE3319,OLE3319,OLE3319,OLE3319,A,P,50000,Y,Y,UA-VPAD,103808,1
OLE3320,OLE3320,OLE3320,OLE3320,A,P,50000,Y,Y,IN-LIBR,103872,1
OLE3321,OLE3321,OLE3321,OLE3321,A,P,50000,Y,Y,IN-PHED,103883,1
OLE3322,OLE3322,OLE3322,OLE3322,A,P,50000,Y,Y,IN-ANAT,103916,1
OLE3323,OLE3323,OLE3323,OLE3323,A,P,50000,Y,Y,IN-ALUM,103931,1
OLE3324,OLE3324,OLE3324,OLE3324,A,P,50000,Y,Y,BL-PL,104006,1
OLE3325,OLE3325,OLE3325,OLE3325,T,P,50000,Y,Y,UA-TREA,104336,1
OLE3326,OLE3326,OLE3326,OLE3326,A,P,50000,Y,Y,NW-REG,104464,1
OLE3327,OLE3327,OLE3327,OLE3327,A,P,50000,Y,Y,IN-ENGT,104681,1
OLE3328,OLE3328,OLE3328,OLE3328,A,P,50000,Y,Y,UA-INTP,104722,1
OLE3329,OLE3329,OLE3329,OLE3329,A,N,50000,Y,Y,BL-PSY,104760,1
OLE3330,OLE3330,OLE3330,OLE3330,A,P,50000,Y,Y,BL-IIDC,104797,1
OLE3331,OLE3331,OLE3331,OLE3331,A,P,50000,Y,Y,BL-SPAN,104815,1
OLE3332,OLE3332,OLE3332,OLE3332,A,P,50000,Y,Y,UA-VPAD,105079,1
OLE3333,OLE3333,OLE3333,OLE3333,A,P,50000,Y,Y,IN-DMAN,105313,1
OLE3334,OLE3334,OLE3334,OLE3334,A,N,50000,Y,Y,IN-ENGT,105411,1
OLE3335,OLE3335,OLE3335,OLE3335,A,P,50000,Y,Y,SB-INTS,105777,1
OLE3336,OLE3336,OLE3336,OLE3336,T,P,50000,Y,Y,BL-BL,105784,1
OLE3337,OLE3337,OLE3337,OLE3337,A,P,50000,Y,Y,BL-DFAC,105978,1
OLE3338,OLE3338,OLE3338,OLE3338,A,P,50000,Y,Y,BA-IDS,106067,1
OLE3339,OLE3339,OLE3339,OLE3339,A,P,50000,Y,Y,BL-HIST,106068,1
OLE3340,OLE3340,OLE3340,OLE3340,A,N,50000,Y,Y,BL-AFRO,106073,1
OLE3341,OLE3341,OLE3341,OLE3341,A,P,50000,Y,Y,BL-RUAD,106083,1
OLE3342,OLE3342,OLE3342,OLE3342,A,P,50000,Y,Y,IN-RESG,106162,1
OLE3343,OLE3343,OLE3343,OLE3343,A,P,50000,Y,Y,IN-ENGT,106602,1
OLE3344,OLE3344,OLE3344,OLE3344,A,P,50000,Y,Y,SB-FAID,106784,1
OLE3345,OLE3345,OLE3345,OLE3345,A,P,50000,Y,Y,BL-RUAD,107726,1
OLE3346,OLE3346,OLE3346,OLE3346,A,P,50000,Y,Y,BL-AHRV,107729,1
OLE3347,OLE3347,OLE3347,OLE3347,A,P,50000,Y,Y,IN-BURS,107744,1
OLE3348,OLE3348,OLE3348,OLE3348,A,P,50000,Y,Y,UA-FMOP,107944,1
OLE3349,OLE3349,OLE3349,OLE3349,A,N,50000,Y,Y,BL-SLEG,108185,1
OLE3350,OLE3350,OLE3350,OLE3350,A,P,50000,Y,Y,IN-MRES,108202,1
OLE3351,OLE3351,OLE3351,OLE3351,A,P,50000,Y,Y,UA-VPIT,108866,1
