role_mbr_id,obj_id,role_id,mbr_id,mbr_typ_cd
OLE778,OLE778,OLE54,OLE2656601272,P
OLE779,OLE779,OLE54,OLE3027305567,P
OLE78,OLE78,OLE54,OLE5811904314,P
OLE785,OLE785,OLE54,OLE4720609668,P
OLE786,OLE786,OLE54,OLE4800204985,P
OLE787,OLE787,OLE54,OLE3409204973,P
OLE788,OLE788,OLE54,OLE5175504470,P
OLE789,OLE789,OLE54,OLE1659102154,P
OLE79,OLE79,OLE54,OLE4179703037,P
OLE790,OLE790,OLE54,OLE1531507338,P
OLE791,OLE791,OLE54,OLE2056202906,P
OLE792,OLE792,OLE54,OLE3236004643,P
OLE793,OLE793,OLE54,OLE1867204529,P
OLE794,OLE794,OLE54,OLE5412209968,P
OLE795,OLE795,OLE54,OLE4816704135,P
OLE796,OLE796,OLE54,OLE2251000129,P
OLE797,OLE797,OLE54,OLE3480207161,P
OLE798,OLE798,OLE54,OLE5951409987,P
OLE799,OLE799,OLE54,OLE1206006319,P
OLE8,OLE8,OLE54,OLE1959008511,P
OLE80,OLE80,OLE54,OLE2065607872,P
OLE800,OLE800,OLE54,OLE2820008053,P
OLE801,OLE801,OLE54,OLE1329701509,P
OLE802,OLE802,OLE54,OLE4507204997,P
OLE803,OLE803,OLE54,OLE2382401375,P
OLE804,OLE804,OLE54,OLE2311506822,P
OLE805,OLE805,OLE54,OLE1772009053,P
OLE807,OLE807,OLE54,OLE3501703237,P
OLE808,OLE808,OLE54,OLE4192500130,P
OLE809,OLE809,OLE54,OLE4244207032,P
OLE81,OLE81,OLE54,OLE1435601504,P
OLE810,OLE810,OLE54,OLE3552808023,P
OLE811,OLE811,OLE54,OLE3372102879,P
OLE812,OLE812,OLE54,OLE4445203670,P
OLE813,OLE813,OLE54,OLE2155107462,P
OLE815,OLE815,OLE54,OLE3302806400,P
OLE816,OLE816,OLE54,OLE4333007056,P
OLE817,OLE817,OLE54,OLE3428508900,P
OLE818,OLE818,OLE54,OLE5360707517,P
OLE819,OLE819,OLE54,OLE6139306823,P
OLE82,OLE82,OLE54,OLE3373403412,P
OLE820,OLE820,OLE54,OLE5025501749,P
OLE821,OLE821,OLE54,OLE5293405344,P
OLE827,OLE827,OLE54,OLEU000000004,P
OLE828,OLE828,OLE54,OLEI000000001,P
OLE829,OLE829,OLE54,OLEI000000002,P
OLE83,OLE83,OLE54,OLE3002005569,P
OLE830,OLE830,OLE54,OLEI000000003,P
OLE831,OLE831,OLE54,OLEI000000004,P
OLE832,OLE832,OLE54,OLEI000000005,P
OLE833,OLE833,OLE54,OLEI000000006,P
OLE834,OLE834,OLE54,OLEI000000007,P
OLE835,OLE835,OLE54,OLEI000000008,P
OLE836,OLE836,OLE54,OLEI000000009,P
OLE837,OLE837,OLE54,OLEI000000010,P
OLE838,OLE838,OLE54,OLEC000000001,P
OLE839,OLE839,OLE54,OLEC000000002,P
OLE84,OLE84,OLE54,OLE2479206997,P
OLE840,OLE840,OLE54,OLEC000000003,P
OLE841,OLE841,OLE54,OLEC000000004,P
OLE842,OLE842,OLE54,OLEC000000005,P
OLE843,OLE843,OLE54,OLEC000000006,P
OLE844,OLE844,OLE54,OLEC000000007,P
OLE845,OLE845,OLE54,OLEC000000008,P
OLE846,OLE846,OLE54,OLEC000000009,P
OLE847,OLE847,OLE54,OLEC000000010,P
OLE848,OLE848,OLE54,OLED000000001,P
OLE849,OLE849,OLE54,OLED000000002,P
OLE85,OLE85,OLE54,OLE5331903365,P
OLE850,OLE850,OLE54,OLED000000003,P
OLE851,OLE851,OLE54,OLED000000004,P
OLE852,OLE852,OLE54,OLED000000005,P
OLE853,OLE853,OLE54,OLED000000006,P
OLE854,OLE854,OLE54,OLED000000007,P
OLE855,OLE855,OLE54,OLED000000008,P
OLE856,OLE856,OLE54,OLED000000009,P
OLE857,OLE857,OLE54,OLED000000010,P
OLE858,OLE858,OLE54,OLEA000000001,P
OLE859,OLE859,OLE54,OLEA000000002,P
OLE86,OLE86,OLE54,OLE1950502955,P
OLE860,OLE860,OLE54,OLEA000000003,P
OLE861,OLE861,OLE54,OLEA000000004,P
OLE862,OLE862,OLE54,OLEA000000005,P
OLE863,OLE863,OLE54,OLEA000000006,P
OLE864,OLE864,OLE54,OLEA000000007,P
OLE865,OLE865,OLE54,OLEA000000008,P
OLE866,OLE866,OLE54,OLEA000000009,P
OLE867,OLE867,OLE54,OLEA000000010,P
OLE868,OLE868,OLE54,OLEM000000001,P
OLE869,OLE869,OLE54,OLEM000000002,P
OLE87,OLE87,OLE54,OLE5694307882,P
OLE870,OLE870,OLE54,OLEM000000003,P
OLE871,OLE871,OLE54,OLEM000000004,P
OLE872,OLE872,OLE54,OLEM000000005,P
OLE873,OLE873,OLE54,OLEM000000006,P
OLE874,OLE874,OLE54,OLEM000000007,P
OLE875,OLE875,OLE54,OLEM000000008,P
OLE876,OLE876,OLE54,OLEM000000009,P
OLE877,OLE877,OLE54,OLEM000000010,P
OLE878,OLE878,OLE54,OLEU000000001,P
OLE879,OLE879,OLE54,OLEU000000002,P
OLE88,OLE88,OLE54,OLE4542806317,P
OLE880,OLE880,OLE54,OLEU000000003,P
OLE881,OLE881,OLE54,OLEU000000005,P
OLE882,OLE882,OLE54,OLEU000000006,P
OLE883,OLE883,OLE54,OLEU000000007,P
OLE884,OLE884,OLE54,OLEU000000008,P
OLE885,OLE885,OLE54,OLEU000000009,P
OLE886,OLE886,OLE54,OLEU000000010,P
OLE887,OLE887,OLE54,OLEH000000001,P
OLE888,OLE888,OLE54,OLEH000000002,P
OLE889,OLE889,OLE54,OLEH000000003,P
OLE89,OLE89,OLE54,OLE5089905442,P
OLE890,OLE890,OLE54,OLEH000000004,P
OLE891,OLE891,OLE54,OLEH000000005,P
OLE892,OLE892,OLE54,OLEH000000006,P
OLE893,OLE893,OLE54,OLEH000000007,P
OLE894,OLE894,OLE54,OLEH000000008,P
OLE895,OLE895,OLE54,OLEH000000009,P
OLE896,OLE896,OLE54,OLEH000000010,P
OLE898,OLE898,OLE54,OLE3898405507,P
OLE899,OLE899,OLE54,OLE1509103107,P
OLE9,OLE9,OLE54,OLE6219408423,P
OLE90,OLE90,OLE54,OLE4161901639,P
OLE900,OLE900,OLE54,OLE4818506871,P
OLE901,OLE901,OLE54,OLE4818506871,P
OLE902,OLE902,OLE54,OLE2130202257,P
OLE903,OLE903,OLE54,OLE5424404553,P
OLE91,OLE91,OLE54,OLE2659604340,P
OLE92,OLE92,OLE54,OLE1271001025,P
OLE93,OLE93,OLE54,OLE1659405606,P
OLE94,OLE94,OLE54,OLE5755900139,P
OLE95,OLE95,OLE54,OLE2591702869,P
OLE96,OLE96,OLE54,OLE1239102444,P
OLE97,OLE97,OLE54,OLE3639507871,P
OLE98,OLE98,OLE54,OLE1364506195,P
OLE99,OLE99,OLE54,OLE2642509031,P
OLE1178,OLE1178,OLE55,OLE6276904397,P
OLE1278,OLE1278,OLE56,OLE5752908620,P
OLE1279,OLE1279,OLE56,OLE5614708043,P
OLE1280,OLE1280,OLE56,OLE5151809337,P
OLE1281,OLE1281,OLE62,OLE2,P
OLE1169,OLE1169,OLE65,OLE3949401795,P
OLE1693,OLE1693,OLE68,OLE2059604038,P
OLE1694,OLE1694,OLE68,OLE2620008671,P
OLE1695,OLE1695,OLE68,OLE3682507451,P
OLE1696,OLE1696,OLE68,OLE4329502868,P
OLE1699,OLE1699,OLE68,OLE1249702947,P
OLE1700,OLE1700,OLE68,OLE2100108872,P
OLE1701,OLE1701,OLE68,OLE6098801303,P
OLE1285,OLE1285,OLE7,OLE2422606713,P
OLE1286,OLE1286,OLE7,OLE5759504722,P
OLE1287,OLE1287,OLE7,OLE2210608902,P
OLE1288,OLE1288,OLE7,OLE3075402167,P
OLE1702,OLE1702,OLE79,OLE2906405069,P
OLEMI6886-ROLE-P1,OLEMI6886-ROLE-P1,OLEMI6886-ROLE,OLE1402703961,P
OLEMI6886-ROLE-P2,OLEMI6886-ROLE-P2,OLEMI6886-ROLE,OLE1325700900,P
OLE2320629-54,OLE2320629-54,OLE54,OLE2320629,P
OLE1000170188-54,OLE1000170188-54,OLE54,OLE1000170188,P
OLE1000287321-54,OLE1000287321-54,OLE54,OLE1000287321,P
OLE1000028112-54,OLE1000028112-54,OLE54,OLE1000028112,P
OLE1000220136-54,OLE1000220136-54,OLE54,OLE1000220136,P
OLE1000166506-54,OLE1000166506-54,OLE54,OLE1000166506,P
OLE1000044107-54,OLE1000044107-54,OLE54,OLE1000044107,P
OLE1000205926-54,OLE1000205926-54,OLE54,OLE1000205926,P
OLE2264562-54,OLE2264562-54,OLE54,OLE2264562,P
OLE1000274616-54,OLE1000274616-54,OLE54,OLE1000274616,P
OLE1000078945-54,OLE1000078945-54,OLE54,OLE1000078945,P
OLE1000071198-54,OLE1000071198-54,OLE54,OLE1000071198,P
OLE1000246199-54,OLE1000246199-54,OLE54,OLE1000246199,P
OLE1000100861-54,OLE1000100861-54,OLE54,OLE1000100861,P
OLE1000182151-54,OLE1000182151-54,OLE54,OLE1000182151,P
OLE1000092502-54,OLE1000092502-54,OLE54,OLE1000092502,P
OLE1000071200-54,OLE1000071200-54,OLE54,OLE1000071200,P
OLE1000200848-54,OLE1000200848-54,OLE54,OLE1000200848,P
OLE1000242887-54,OLE1000242887-54,OLE54,OLE1000242887,P
OLE1000023523-54,OLE1000023523-54,OLE54,OLE1000023523,P
OLE1000158148-54,OLE1000158148-54,OLE54,OLE1000158148,P
OLE1000221947-54,OLE1000221947-54,OLE54,OLE1000221947,P
OLE1000150781-54,OLE1000150781-54,OLE54,OLE1000150781,P
OLE1000119258-54,OLE1000119258-54,OLE54,OLE1000119258,P
OLE1000294420-54,OLE1000294420-54,OLE54,OLE1000294420,P
OLE1000174542-54,OLE1000174542-54,OLE54,OLE1000174542,P
OLE1000140614-54,OLE1000140614-54,OLE54,OLE1000140614,P
OLE1000078780-54,OLE1000078780-54,OLE54,OLE1000078780,P
OLE1000112992-54,OLE1000112992-54,OLE54,OLE1000112992,P
OLE1000012832-54,OLE1000012832-54,OLE54,OLE1000012832,P
OLE1000258582-54,OLE1000258582-54,OLE54,OLE1000258582,P
OLE1000208448-54,OLE1000208448-54,OLE54,OLE1000208448,P
OLE1000022373-54,OLE1000022373-54,OLE54,OLE1000022373,P
OLE1000221510-54,OLE1000221510-54,OLE54,OLE1000221510,P
OLE1000022405-54,OLE1000022405-54,OLE54,OLE1000022405,P
OLE1000072278-54,OLE1000072278-54,OLE54,OLE1000072278,P
OLE1000126296-54,OLE1000126296-54,OLE54,OLE1000126296,P
OLE1000200032-54,OLE1000200032-54,OLE54,OLE1000200032,P
OLE1000031987-54,OLE1000031987-54,OLE54,OLE1000031987,P
OLE1000131703-54,OLE1000131703-54,OLE54,OLE1000131703,P
OLE2800711-54,OLE2800711-54,OLE54,OLE2800711,P
OLE2503532-54,OLE2503532-54,OLE54,OLE2503532,P
OLE1000008670-54,OLE1000008670-54,OLE54,OLE1000008670,P
OLE1000014183-54,OLE1000014183-54,OLE54,OLE1000014183,P
OLE1000244079-54,OLE1000244079-54,OLE54,OLE1000244079,P
OLE1000079248-54,OLE1000079248-54,OLE54,OLE1000079248,P
OLE1000233893-54,OLE1000233893-54,OLE54,OLE1000233893,P
OLE1000302341-54,OLE1000302341-54,OLE54,OLE1000302341,P
OLE1000198381-54,OLE1000198381-54,OLE54,OLE1000198381,P
OLE1000237035-54,OLE1000237035-54,OLE54,OLE1000237035,P
OLE2380894-54,OLE2380894-54,OLE54,OLE2380894,P
OLE1000143898-54,OLE1000143898-54,OLE54,OLE1000143898,P
OLE1000129314-54,OLE1000129314-54,OLE54,OLE1000129314,P
OLE1000004599-54,OLE1000004599-54,OLE54,OLE1000004599,P
OLE1000043590-54,OLE1000043590-54,OLE54,OLE1000043590,P
OLE2779137-54,OLE2779137-54,OLE54,OLE2779137,P
OLE1000009196-54,OLE1000009196-54,OLE54,OLE1000009196,P
OLE1000078175-54,OLE1000078175-54,OLE54,OLE1000078175,P
OLE1000196104-54,OLE1000196104-54,OLE54,OLE1000196104,P
OLE1000039409-54,OLE1000039409-54,OLE54,OLE1000039409,P
OLE1000137477-54,OLE1000137477-54,OLE54,OLE1000137477,P
OLE2665712-54,OLE2665712-54,OLE54,OLE2665712,P
OLE1000135747-54,OLE1000135747-54,OLE54,OLE1000135747,P
OLE1000231881-54,OLE1000231881-54,OLE54,OLE1000231881,P
OLE2840591-54,OLE2840591-54,OLE54,OLE2840591,P
OLE1000150695-54,OLE1000150695-54,OLE54,OLE1000150695,P
OLE1000018819-54,OLE1000018819-54,OLE54,OLE1000018819,P
OLE1000132193-54,OLE1000132193-54,OLE54,OLE1000132193,P
OLE1000138247-54,OLE1000138247-54,OLE54,OLE1000138247,P
OLE1000038972-54,OLE1000038972-54,OLE54,OLE1000038972,P
OLE1000175766-54,OLE1000175766-54,OLE54,OLE1000175766,P
OLE1000109910-54,OLE1000109910-54,OLE54,OLE1000109910,P
OLE1000082147-54,OLE1000082147-54,OLE54,OLE1000082147,P
OLE1000065082-54,OLE1000065082-54,OLE54,OLE1000065082,P
OLE1000129186-54,OLE1000129186-54,OLE54,OLE1000129186,P
OLE1000311694-54,OLE1000311694-54,OLE54,OLE1000311694,P
OLE1000017761-54,OLE1000017761-54,OLE54,OLE1000017761,P
OLE1000249330-54,OLE1000249330-54,OLE54,OLE1000249330,P
OLE1000142000-54,OLE1000142000-54,OLE54,OLE1000142000,P
OLE1000159016-54,OLE1000159016-54,OLE54,OLE1000159016,P
OLE1000155605-54,OLE1000155605-54,OLE54,OLE1000155605,P
OLE1000228415-54,OLE1000228415-54,OLE54,OLE1000228415,P
OLE1000079805-54,OLE1000079805-54,OLE54,OLE1000079805,P
OLE1000274180-54,OLE1000274180-54,OLE54,OLE1000274180,P
OLE1000273014-54,OLE1000273014-54,OLE54,OLE1000273014,P
OLE1000198368-54,OLE1000198368-54,OLE54,OLE1000198368,P
OLE1000013326-54,OLE1000013326-54,OLE54,OLE1000013326,P
OLE1000303791-54,OLE1000303791-54,OLE54,OLE1000303791,P
OLE1000150193-54,OLE1000150193-54,OLE54,OLE1000150193,P
OLE1000008129-54,OLE1000008129-54,OLE54,OLE1000008129,P
OLE1000142039-54,OLE1000142039-54,OLE54,OLE1000142039,P
OLE1000164608-54,OLE1000164608-54,OLE54,OLE1000164608,P
OLE1000146866-54,OLE1000146866-54,OLE54,OLE1000146866,P
OLE2777805-54,OLE2777805-54,OLE54,OLE2777805,P
OLE1000064676-54,OLE1000064676-54,OLE54,OLE1000064676,P
OLE1000105281-54,OLE1000105281-54,OLE54,OLE1000105281,P
OLE5423102694-54,OLE5423102694-54,OLE54,OLE5423102694,P
OLE10013,OLE10013,OLE10000,OLE10000,P
OLE10014,OLE10014,OLE10000,OLE10001,P
OLE10015,OLE10015,OLE10000,OLE10002,P
OLE10016,OLE10016,OLE10000,OLE10003,P
OLE10018,OLE10018,OLE10001,OLE10000,P
OLE10019,OLE10019,OLE10002,OLE10001,P
OLE10020,OLE10020,OLE10004,OLE10003,P
OLE10021,OLE10021,OLE10005,OLE10004,P
OLE10022,OLE10022,OLE10003,OLE10002,P
OLE10023,OLE10023,OLE10006,OLE10005,P
OLE10024,OLE10024,OLE10012,OLE10006,P
OLE10025,OLE10025,OLE10013,OLE10007,P
OLE10026,OLE10026,OLE10014,OLE10008,P
OLE10027,OLE10027,OLE10016,OLE10009,P
OLE10028,OLE10028,OLE10017,OLE10010,P
OLE10029,OLE10029,OLE10018,OLE10011,P
OLE10030,OLE10030,OLE10012,OLE10012,P
OLE10031,OLE10031,OLE10000,OLE10015,P
OLE10032,OLE10032,OLE10000,OLE10013,P
OLE10033,OLE10033,OLE10000,OLE10014,P
OLE10034,OLE10034,OLE10000,OLE10004,P
OLE10035,OLE10035,OLE10000,OLE10005,P
OLE10036,OLE10036,OLE10000,OLE10006,P
OLE10037,OLE10037,OLE10000,OLE10007,P
OLE10038,OLE10038,OLE10000,OLE10008,P
OLE10039,OLE10039,OLE10000,OLE10009,P
OLE10040,OLE10040,OLE10000,OLE10010,P
OLE10041,OLE10041,OLE10000,OLE10011,P
OLE10042,OLE10042,OLE10000,OLE10012,P
OLE10085,OLE10085,OLE10020,OLE10020,P
OLE10086,OLE10086,OLE10021,OLE10021,P
OLE10087,OLE10087,OLE10022,OLE10024,P
OLE10088,OLE10088,OLE10022,OLE10025,P
OLE10089,OLE10089,OLE10023,OLE10023,P
OLE10090,OLE10090,OLE10024,OLE10022,P
OLE10101,OLE10101,OLE10027,OLE10026,P
OLE10102,OLE10102,OLE10028,OLE10003,P
OLE10103,OLE10103,OLE10029,OLE10003,P
OLE10105,OLE10105,OLE10030,OLE10026,P
OLE10106,OLE10106,OLE10030,OLE10005,P
OLE10108,OLE10108,OLE10032,OLE10026,P
OLE10111,OLE10111,OLE10034,OLE10003,P
OLE10112,OLE10112,OLE10042,OLE10026,P
OLE10113,OLE10113,OLE10043,OLE10003,P
OLE10115,OLE10115,OLE10044,OLE10026,P
OLE10117,OLE10117,OLE10045,OLE4161901639,P
OLE10133,OLE10133,OLE10041,OLE10005,P
OLE10134,OLE10134,OLE10037,OLE10003,P
OLE10135,OLE10135,OLE10038,OLE10026,P
OLE10136,OLE10136,OLE10000,notsysadm,P
OLE10137,OLE10137,OLE10000,testadmin1,P
OLE10138,OLE10138,OLE10000,testadmin2,P
OLE10139,OLE10139,OLE10000,testuser1,P
OLE10140,OLE10140,OLE10000,testuser2,P
OLE10141,OLE10141,OLE10000,testuser3,P
OLE10142,OLE10142,OLE10000,testuser4,P
OLE10143,OLE10143,OLE10000,testuser5,P
OLE10144,OLE10144,OLE10000,testuser6,P
OLE10145,OLE10145,OLE10000,admin1,P
OLE10146,OLE10146,OLE10000,admin2,P
OLE10147,OLE10147,OLE10000,dev1,P
OLE10148,OLE10148,OLE10000,director,P
OLE10149,OLE10149,OLE10000,doug,P
OLE10150,OLE10150,OLE10000,earl,P
OLE10151,OLE10151,OLE10000,edna,P
OLE10152,OLE10152,OLE10000,employee,P
OLE10153,OLE10153,OLE10000,eric,P
OLE10154,OLE10154,OLE10000,erin,P
OLE10155,OLE10155,OLE10000,fran,P
OLE10156,OLE10156,OLE10000,frank,P
OLE10157,OLE10157,OLE10000,fred,P
OLE10158,OLE10158,OLE10000,idm1,P
OLE10159,OLE10159,OLE10000,idm2,P
OLE10160,OLE10160,OLE10000,idm3,P
OLE10161,OLE10161,OLE10000,newaccountuser,P
OLE10162,OLE10162,OLE10000,quickstart,P
OLE10163,OLE10163,OLE10000,supervisor,P
OLE10164,OLE10164,OLE10000,test1,P
OLE10165,OLE10165,OLE10000,test2,P
OLE10166,OLE10166,OLE10000,user1,P
OLE10167,OLE10167,OLE10000,user2,P
OLE10168,OLE10168,OLE10000,user3,P
OLE10169,OLE10169,OLE10000,user4,P
OLE10170,OLE10170,OLE10000,activeuserid,P
OLE10171,OLE10171,OLE10000,inactiveuserid,P
OLE10172,OLE10172,OLE10000,inactiveempid,P
OLE10173,OLE10173,OLE10000,testuser7,P
OLE10174,OLE10174,OLE10000,KULUSER,P
OLE10175,8378e31e-1b2a-4568-923c-3231e9a6109d,OLE10046,admin,P
OLE10176,800cb7a2-0e25-47d8-be13-2261a64c0a60,OLE10046,admin1,P
OLE10177,edc0d785-9a47-4bda-8979-4a8465b2e839,OLE10047,dev1,P
OLE10178,45f106f7-4942-455c-a537-ffcee66ec833,OLE10047,dev2,P
OLE10179,9ad2fad5-f2e5-4d0e-a4ba-8fa0b77098ea,OLE10048,testuser1,P
OLE10180,20e1e850-7761-45c5-9afc-7d26abf712cf,OLE10048,testuser2,P
OLE10181,1006,OLE10049,admin,P
OLE10182,1007,OLE10049,admin1,P
OLE10183,1008,OLE10050,dev1,P
OLE10184,1009,OLE10050,dev2,P
OLE10185,OLE10001,OLE10051,eric,P
OLE10186,OLE10002,OLE10052,frank,P
OLE10187,OLE10003,OLE10053,fred,P
OLE10188,OLE10004,OLE10054,edna,P
OLE10189,OLE10005,OLE10055,supervisor,P
OLE10190,OLE10006,OLE10056,kuluser,P
OLE10191,OLE10007,OLE10057,admin,P
OLE10192,8378e31e-1b2a-4568-923c-3231e9a6189d,OLE10058,admin,P
OLE10193,8378e31e-1b2a-4568-923c-3231e9a61123,OLE10058,admin1,P
OLE10194,OLE10008,OLE10059,OLE10052,R
OLE10195,1100,OLE10060,edna,P
OLE10196,1101,OLE10060,eric,P
OLE10197,1110,OLE10060,dev2,P
OLE123456,OLE123456,OLE10060,PALCI,P
OLE123457,OLE123457,OLE10060,API,P
OLE10198,1102,OLE10061,dev1,P
OLE10199,1103,OLE10061,dev2,P
OLE10200,1111,OLE10046,admin,P
OLE10201,1104,OLE10062,admin,P
OLE10202,1105,OLE10062,admin1,P
OLE10203,2100,OLE10063,edna,P
KR1000,CFBAA6F5F0D45D07E0406E0AC31D229B,KR1000,guest,P
KRSAP10003,CDD8032915D2BF1FE040F90A05B94313,KRSAP10003,dev1,P
KRSAP10004,CDD8032915D4BF1FE040F90A05B94313,KRSAP10004,admin,P
KRSAP10005,CDD8032915D5BF1FE040F90A05B94313,KRSAP10004,dev1,P
OLE10204,3104,OLE10072,dev2,P
OLE10205,OLEERS100,OLE10066,admin1,P
OLE10206,OLEERS101,OLE10069,admin1,P
OLE10207,OLE100035,OLE10073,admin,P
OLE10208,OLE100036,OLE10073,admin1,P
OLE10209,OLE100037,OLE10074,dev1,P
OLE10210,OLE100038,OLE10074,dev2,P
OLE10211,OLE100039,OLE10075,user1,P
OLE10212,OLE100040,OLE10075,user2,P
OLE10213,OLE100041,OLE10076,eric,P
OLE10214,OLE100042,OLE10076,edna,P
OLE10216,OLE1000101,OLE10077,supercat,P
OLE10217,OLE1000102,OLE10078,catsup,P
OLE10218,OLE1000103,OLE10079,cat1,P
OLE10219,OLE1000104,OLE10080,cat2,P
OLE10220,OLE1000105,OLE10081,tempcat1,P
OLE10221,OLE1000106,OLE10082,catfull,P
OLE10222,OLE1000107,OLE10083,catbatch,P
OLE10223,OLE1000108,OLE10084,describereadonly,P
OLE10225,OLE1000110,OLE10077,admin,P
OLE10227,10041,OLE10064,admin,P
OLE10229,10043,OLE10065,admin,P
OLE10231,10045,OLE10066,admin,P
OLE10233,10047,OLE10067,admin,P
OLE10235,10049,OLE10068,admin,P
OLE10237,10051,OLE10000,dev2,P
OLE10238,10052,OLE44,admin,P
OLE10239,10053,OLE10026,OLE1988805632,P
OLE10240,10054,OLE10027,OLE5223406485,P
OLE10241,10055,OLE10028,OLE5682002398,P
OLE10242,10056,OLE10029,OLE6158003283,P
OLE10243,10057,OLE10030,OLE3939002115,P
OLE10244,10058,OLE10031,OLE1988805632,P
OLE10245,10059,OLE10032,OLE5223406485,P
OLE10246,10060,OLE10033,OLE5682002398,P
OLE10247,10061,OLE10034,OLE6158003283,P
OLE10248,10062,OLE10035,OLE1988805632,P
OLE10249,10063,OLE10036,OLE5223406485,P
OLE10250,10064,OLE10037,OLE5682002398,P
OLE10251,10065,OLE10038,OLE6158003283,P
OLE10252,10066,OLE10039,OLE1988805632,P
OLE10253,10067,OLE10040,OLE5223406485,P
OLE10254,10068,OLE10041,OLE5682002398,P
OLE10255,10069,OLE10042,OLE6158003283,P
OLE10256,10070,OLE10043,OLE3939002115,P
OLE10257,10071,OLE54,OLE5682002398,P
OLE10258,10072,OLE54,OLE6158003283,P
OLE10259,10073,OLE54,OLE3939002115,P
OLE10260,10074,OLE54,OLE5223406485,P
OLE1175,OLE1175,OLE16,OLE6162502038,P
OLE966,OLE966,OLE16,OLE6162502038,P
OLE1176,OLE1176,OLE36,OLE6162502038,P
OLE1042,OLE1042,OLE38,OLE6162502038,P
OLE1163,OLE1163,OLE45,OLE6162502038,P
OLE1170,OLE1170,OLE49,OLE6162502038,P
OLE654,OLE654,OLE54,OLE6162502038,P
OLE10043,OLE10043,OLE10000,OLE6162502038,P
OLE10044,OLE10044,OLE10001,OLE6162502038,P
OLE10045,OLE10045,OLE10002,OLE6162502038,P
OLE10046,OLE10046,OLE10003,OLE6162502038,P
OLE10047,OLE10047,OLE10004,OLE6162502038,P
OLE10048,OLE10048,OLE10005,OLE6162502038,P
OLE10049,OLE10049,OLE10006,OLE6162502038,P
OLE10050,OLE10050,OLE10012,OLE6162502038,P
OLE10051,OLE10051,OLE10013,OLE6162502038,P
OLE10052,OLE10052,OLE10014,OLE6162502038,P
OLE10053,OLE10053,OLE10016,OLE6162502038,P
OLE10054,OLE10054,OLE10017,OLE6162502038,P
OLE10055,OLE10055,OLE10018,OLE6162502038,P
OLE10095,OLE10095,OLE10020,OLE6162502038,P
OLE10096,OLE10096,OLE10021,OLE6162502038,P
OLE10097,OLE10097,OLE10019,OLE6162502038,P
OLE10098,OLE10098,OLE26,OLE6162502038,P
OLE10099,OLE10099,OLE56,OLE6162502038,P
OLE10100,OLE10100,OLE25,OLE6162502038,P
OLE10104,OLE10104,OLE10029,OLE6162502038,P
OLE10107,OLE10107,OLE10032,OLE6162502038,P
OLE10109,OLE10109,OLE10033,OLE6162502038,P
OLE10114,OLE10114,OLE10044,OLE6162502038,P
OLE10116,OLE10116,OLE10045,OLE6162502038,P
OLE10118,OLE10118,OLE10027,OLE6162502038,P
OLE10119,OLE10119,OLE10028,OLE6162502038,P
OLE10120,OLE10120,OLE10030,OLE6162502038,P
OLE10121,OLE10121,OLE10034,OLE6162502038,P
OLE10122,OLE10122,OLE10042,OLE6162502038,P
OLE10123,OLE10123,OLE10043,OLE6162502038,P
OLE10124,OLE10124,OLE10026,OLE6162502038,P
OLE10125,OLE10125,OLE10031,OLE6162502038,P
OLE10126,OLE10126,OLE10035,OLE6162502038,P
OLE10127,OLE10127,OLE10036,OLE6162502038,P
OLE10128,OLE10128,OLE10037,OLE6162502038,P
OLE10129,OLE10129,OLE10038,OLE6162502038,P
OLE10130,OLE10130,OLE10039,OLE6162502038,P
OLE10131,OLE10131,OLE10040,OLE6162502038,P
OLE10132,OLE10132,OLE10041,OLE6162502038,P
OLE10215,OLE100043,OLE10073,OLE6162502038,P
OLE10224,OLE1000109,OLE10077,OLE6162502038,P
OLE10226,10040,OLE10064,OLE6162502038,P
OLE10228,10042,OLE10065,OLE6162502038,P
OLE10230,10044,OLE10066,OLE6162502038,P
OLE10232,10046,OLE10067,OLE6162502038,P
OLE10234,10048,OLE10068,OLE6162502038,P
OLE10236,10050,OLE10072,OLE6162502038,P
OLE10261,OLE10233,OLE10085,supercat,P
OLE10262,OLE10234,OLE10085,catsup,P
OLE10263,OLE10235,OLE10085,cat1,P
OLE10264,OLE10236,OLE10085,cat2,P
OLE10265,OLE10237,OLE10085,catfull,P
OLE10266,OLE10238,OLE10085,olequickstart,P
OLE10267,OLE10239,OLE10085,admin,P
OLE10268,OLE10240,OLE10086,olequickstart,P
OLE10269,OLE10241,OLE10086,OLE6162502038,P
OLE10270,OLE10242,OLE10086,dev2,P
OLE10271,OLE10243,OLE10074,API,P
OLE10272,OLE10244,OLE10074,PALCI,P
OLE10273,OLE10245,OLE10087,rollover,P
