FIN_COA_CD,ACCOUNT_NBR,SUB_ACCT_NBR,OBJ_ID,VER_NBR,SUB_ACCT_NM,SUB_ACCT_ACTV_CD,FIN_RPT_CHRT_CD,FIN_RPT_ORG_CD,FIN_RPT_CD
EA,2367527,SODMD,35A5641EB17591B6E043814FD88191B6,1,DELTA MU DELTA,Y,null,null,null
EA,2367527,SOENV,35A5641EB1E991B6E043814FD88191B6,1,IUE ENVIRONMENTAL CLUB,Y,null,null,null
EA,2367527,SOGLB,35A5641EB17691B6E043814FD88191B6,1,Gay Lesb Bisex Stu Union,Y,null,null,null
EA,2367527,SOHER,35A5641EB17791B6E043814FD88191B6,1,HEROS,Y,null,null,null
EA,2367527,SOHIC,35A5641EB17891B6E043814FD88191B6,1,History Club,Y,null,null,null
EA,2367527,SOHON,35A5641EB2A491B6E043814FD88191B6,1,HONORS CLUB,Y,null,null,null
EA,2367527,SOHUM,35A5641EB19C91B6E043814FD88191B6,1,HUMANITIES CLUB,Y,null,null,null
EA,2367527,SOIMA,35A5641EB17991B6E043814FD88191B6,1,Management Account,Y,null,null,null
EA,2367527,SOIUM,35A5641EB17A91B6E043814FD88191B6,1,Math Club,Y,null,null,null
EA,2367527,SOMAA,35A5641EB17B91B6E043814FD88191B6,1,Multiculural Awareness,Y,null,null,null
EA,2367527,SOMCL,35A5641EB1C291B6E043814FD88191B6,1,DEGENERATE STATE (MATH CLUB),Y,null,null,null
EA,2367527,SOMER,35A5641EB1CD91B6E043814FD88191B6,1,RAINBOW ALLIANCE,Y,null,null,null
EA,2367527,SOPAC,35A5641EB17C91B6E043814FD88191B6,1,Political Affairs,Y,null,null,null
EA,2367527,SOPBL,35A5641EB17D91B6E043814FD88191B6,1,Pi Beta Lambda,Y,null,null,null
EA,2367527,SOPOL,35A5641EB1C391B6E043814FD88191B6,1,POLITICAL AFFAIRS,Y,null,null,null
EA,2367527,SOPSC,35A5641EB17E91B6E043814FD88191B6,1,Psi Chi,Y,null,null,null
EA,2367527,SOPYC,35A5641EB17F91B6E043814FD88191B6,1,Psychology,Y,null,null,null
EA,2367527,SOSAC,35A5641EB18091B6E043814FD88191B6,1,Student Alumni Club,Y,null,null,null
EA,2367527,SOSCC,35A5641EB18191B6E043814FD88191B6,1,Science Club,Y,null,null,null
EA,2367527,SOSEA,35A5641EB18291B6E043814FD88191B6,1,Student Education Assoc,Y,null,null,null
EA,2367527,SOSLC,35A5641EB2B891B6E043814FD88191B6,1,STUDENT ASSOCIATION FOR LEARNING COMM.,Y,null,null,null
EA,2367527,SOSOC,35A5641EB18391B6E043814FD88191B6,1,Sociology,Y,null,null,null
EA,2367527,SOSSW,35A5641EB18491B6E043814FD88191B6,1,Social Work,Y,null,null,null
EA,2367527,SOSVS,35A5641EB18591B6E043814FD88191B6,1,Student Voluntary Services,Y,null,null,null
EA,2367527,SOTWE,35A5641EB1EA91B6E043814FD88191B6,1,21ST CENTURY SCHOLARS CLUB,Y,null,null,null
EA,2367527,SOULS,35A5641EB18691B6E043814FD88191B6,1,C.C.F.,Y,null,null,null
EA,2367527,SOUNM,35A5641EB1F691B6E043814FD88191B6,1,UNITED NATIONS MODEL SOCIETY,Y,null,null,null
EA,2367527,SOWOC,35A5641EB18791B6E043814FD88191B6,1,Women's Concerns,Y,null,null,null
EA,2367527,SOWRT,35A5641EB19B91B6E043814FD88191B6,1,WRITER'S CLUB,Y,null,null,null
EA,2367527,SOWSO,35A5641EB24691B6E043814FD88191B6,1,WOMENS STUDIES ORGANIZATION,Y,null,null,null
EA,2367528,SABOR,35A5641EB1D791B6E043814FD88191B6,1,SAAB ORGANIZATION FUNDING,Y,null,null,null
EA,2368011,GBART,35A5641EB2AF91B6E043814FD88191B6,1,TRAVEL FOR GREG BARTON,Y,null,null,null
EA,2368011,JULS,35A5641EB2B291B6E043814FD88191B6,1,JULIEN SIMON TRAVEL,Y,null,null,null
EA,2369401,CTLTL,35A5641EB19491B6E043814FD88191B6,1,TEACH/LEARN,Y,null,null,null
EA,2966554,GEAR,35A5641EB1CB91B6E043814FD88191B6,1,21ST CENTURY SCHOLARS GEAR-UP MENTORS,Y,null,null,null
EA,2969317,ALZ,35A5641EB2EC91B6E043814FD88191B6,1,ALZHEIMERS,Y,null,null,null
EA,2969317,CARE,35A5641EB29391B6E043814FD88191B6,1,CARING COMMUNITY,Y,null,null,null
EA,2969317,DISC,35A5641EB29291B6E043814FD88191B6,1,DISCRETIONARY FUNDS,Y,null,null,null
EA,2969317,NUTR,35A5641EB29491B6E043814FD88191B6,1,NUTRITION PROGRAM,Y,null,null,null
EA,2969317,OTHER,35A5641EB29591B6E043814FD88191B6,1,OTHER,Y,null,null,null
EA,2969317,PR/FR,35A5641EB29691B6E043814FD88191B6,1,PR & FUND RAISERS,Y,null,null,null
EA,2969317,S/G,35A5641EB29191B6E043814FD88191B6,1,SENIOR GAMES,Y,null,null,null
EA,2969317,UWAY,35A5641EB22F91B6E043814FD88191B6,1,UNITED WAY,Y,null,null,null
EA,4066600,CS001,35A5641EB2A591B6E043814FD88191B6,1,COST SHARE 03-682-00 SALARY & BENEFITS,Y,null,null,null
EA,4066600,CS002,35A5641EB2A691B6E043814FD88191B6,1,COST SHARE 03-682-00 CTESM:CTE (SAL&BEN),Y,null,null,null
EA,4066600,CS003,35A5641EB2A791B6E043814FD88191B6,1,COST SHARE 03-682-02 EQUIP & MAINT,Y,null,null,null
EA,4068101,CS001,35A5641EB19391B6E043814FD88191B6,1,COST SHARE (SOURCE ACCT 0368100),N,null,null,null
EA,4068801,CS001,35A5641EB19291B6E043814FD88191B6,1,COST SHARE (SOURCE 2368005),N,null,null,null
EA,4069200,CS001,35A5641EB2BC91B6E043814FD88191B6,1,COST SHARE 2369202,Y,null,null,null
EA,4168106,CS001,35A5641EB1A191B6E043814FD88191B6,1,COST SHARE (SOURCE ACCT 23-672-00),N,null,null,null
EA,4168106,CS002,35A5641EB1A291B6E043814FD88191B6,1,COST SHARE (SOURCE 2268070),N,null,null,null
EA,4168106,CS003,35A5641EB1A391B6E043814FD88191B6,1,COST SHARE (SOURCE 03-696-00),N,null,null,null
EA,4267517,CS001,35A5641EB18891B6E043814FD88191B6,1,COST SHARE 0367510,N,null,null,null
EA,4267518,CS001,35A5641EB18991B6E043814FD88191B6,1,COST SHARE SUBACCOUNT 03-675-10,N,null,null,null
EA,4267519,CS001,35A5641EB19791B6E043814FD88191B6,1,CS001 SOURCE ACCT: 0367510,N,null,null,null
EA,4267520,CS001,35A5641EB19F91B6E043814FD88191B6,1,COST SHARE 0367510,N,null,null,null
EA,4267522,CS001,35A5641EB20591B6E043814FD88191B6,1,COST SHARE 0367510,Y,null,null,null
EA,4267700,CS001,35A5641EB1A491B6E043814FD88191B6,1,COST SHARE 23-675-26,N,null,null,null
EA,4368100,CS001,35A5641EB1A991B6E043814FD88191B6,1,COST SHARE (SOURCE 0368000),N,null,null,null
EA,4468000,CS001,35A5641EB1CE91B6E043814FD88191B6,1,COST SHARE 2367200,N,null,null,null
EA,4468000,CS002,35A5641EB1D291B6E043814FD88191B6,1,COST SHARE  0367513,N,null,null,null
EA,4468002,CS001,35A5641EB1D391B6E043814FD88191B6,1,COST SHARE 2268040,N,null,null,null
EA,4468100,CS001,35A5641EB1F891B6E043814FD88191B6,1,COST SHARE 0368100,N,null,null,null
EA,4468101,CS001,35A5641EB23191B6E043814FD88191B6,1,COST SHARE 2268160,N,null,null,null
EA,4468901,CS001,35A5641EB1CC91B6E043814FD88191B6,1,COST SHARE 2367535,N,null,null,null
EA,4469200,CS001,35A5641EB2B591B6E043814FD88191B6,1,COST SHARE 0368020,Y,null,null,null
EA,4469200,CS002,35A5641EB2B691B6E043814FD88191B6,1,COST SHARE 0368900,Y,null,null,null
EA,4469200,CS003,35A5641EB2B791B6E043814FD88191B6,1,COST SHARE 0369200,Y,null,null,null
EA,4469200,CS004,35A5641EB2BD91B6E043814FD88191B6,1,COST SHARE 0368020 CTELB,Y,null,null,null
EA,4767524,CS001,35A5641EB18A91B6E043814FD88191B6,1,COST SHARE 23-672-00,N,null,null,null
EA,4767524,CS002,35A5641EB19691B6E043814FD88191B6,1,COST SHARE 23-675-20,N,null,null,null
EA,4767527,CS001,35A5641EB18B91B6E043814FD88191B6,1,COST SHARE 47-675-27/23-675-30,N,null,null,null
EA,4767527,CS002,35A5641EB18C91B6E043814FD88191B6,1,COST SHARE 47-675-27/23-675-20,N,null,null,null
EA,4767531,CS001,35A5641EB19891B6E043814FD88191B6,1,COST SHARE SUB 47-675-31/23-675-20,N,null,null,null
EA,4767531,CS002,35A5641EB19991B6E043814FD88191B6,1,COST SHARE SUB 47-675-31/23-675-30,N,null,null,null
EA,4767532,CS001,35A5641EB19D91B6E043814FD88191B6,1,COST SHARE 47-675-32/23-675-20,N,null,null,null
EA,4767532,CS002,35A5641EB19E91B6E043814FD88191B6,1,COST SHARE 47-675-32/23-675-30,N,null,null,null
EA,4767533,CS001,35A5641EB1A591B6E043814FD88191B6,1,COST SHARE 4767533/2367520,N,null,null,null
EA,4767533,CS002,35A5641EB1A691B6E043814FD88191B6,1,COST SHARE 4767533/2367530,N,null,null,null
EA,4767533,CS003,35A5641EB1B991B6E043814FD88191B6,1,COST SHARE 47-675-33/03-675-00,N,null,null,null
EA,4767534,CS001,35A5641EB1BC91B6E043814FD88191B6,1,COST SHARE 47-675-34/23-675-20,N,null,null,null
EA,4767534,CS002,35A5641EB1BD91B6E043814FD88191B6,1,COST SHARE 47-675-34/23-675-30,N,null,null,null
EA,4767534,CS003,35A5641EB1BE91B6E043814FD88191B6,1,COST SHARE 47-675-34/03-675-00,N,null,null,null
EA,4767534,OTHER,35A5641EB1C191B6E043814FD88191B6,1,OTHER EXPENSE 47-675-34/OTHER,N,null,null,null
EA,4767534,SUPLY,35A5641EB1C091B6E043814FD88191B6,1,SUPPLY & EXPENSE 47-675-34/SUPLY,N,null,null,null
EA,4767534,TRAIN,35A5641EB1BF91B6E043814FD88191B6,1,TRAINING & EDUCATION 47-675-34/TRAIN,N,null,null,null
EA,4767537,CS001,35A5641EB1E591B6E043814FD88191B6,1,COST SHARE 47-675-37/23-675-20,N,null,null,null
EA,4767537,CS002,35A5641EB1E691B6E043814FD88191B6,1,COST SHARE 47-675-37/23-675-30,N,null,null,null
EA,4767537,CS003,35A5641EB1E791B6E043814FD88191B6,1,COST SHARE 47-675-37/03-675-00,N,null,null,null
EA,4767537,OTHER,35A5641EB1E491B6E043814FD88191B6,1,47-675-37 OTHER SUB ACCOUNT,N,null,null,null
EA,4767537,SUPLY,35A5641EB1E391B6E043814FD88191B6,1,47-675-37 SUPPLY SUB ACCOUNT,N,null,null,null
EA,4767537,TRAIN,35A5641EB1F591B6E043814FD88191B6,1,TRAINING,N,null,null,null
EA,4767537,TRAVL,35A5641EB1E291B6E043814FD88191B6,1,47-675-37 TRAVEL SUB ACCOUNT,N,null,null,null
EA,4767541,CS001,35A5641EB23691B6E043814FD88191B6,1,COST SHARE CS001 23-675-20,N,null,null,null
EA,4767541,CS002,35A5641EB23791B6E043814FD88191B6,1,COST SHARE CS002 23-675-30,N,null,null,null
EA,4767541,CS003,35A5641EB23891B6E043814FD88191B6,1,COST SHARE CS003 03-675-00,N,null,null,null
EA,4767541,OTHER,35A5641EB23B91B6E043814FD88191B6,1,OTHER EXPENSE SUB ACCOUNT FOR 47-675-41,N,null,null,null
EA,4767541,SUPLY,35A5641EB23A91B6E043814FD88191B6,1,SUPPLY EXPENSE SUB ACCOUNT OF 47-675-41,N,null,null,null
EA,4767541,TRAIN,35A5641EB23C91B6E043814FD88191B6,1,TRAINING EXPENSE SUB ACCOUNT FOR 4767541,N,null,null,null
EA,4767541,TRAVL,35A5641EB23991B6E043814FD88191B6,1,TRAVEL EXPENSE SUB ACCOUNT FOR 4767541,N,null,null,null
EA,4767702,AMERI,35A5641EB18D91B6E043814FD88191B6,1,AmeriCorps Funding,N,null,null,null
EA,4767702,NEISP,35A5641EB18E91B6E043814FD88191B6,1,NEISP Funding,N,null,null,null
EA,4767702,STATE,35A5641EB18F91B6E043814FD88191B6,1,State Funding,N,null,null,null
EA,4767714,PROGM,35A5641EB1A091B6E043814FD88191B6,1,PROGRAM SUB-ACCT,N,null,null,null
EA,4767717,PROGM,35A5641EB1A891B6E043814FD88191B6,1,PROGRAM SUB-ACCT,N,null,null,null
EA,4767717,SCHOL,35A5641EB1AB91B6E043814FD88191B6,1,SCHOLARS SUB-ACCT,N,null,null,null
EA,4767721,PROGM,35A5641EB1BA91B6E043814FD88191B6,1,PROGRAM SUB ACCOUNT,N,null,null,null
EA,4767721,SCHOL,35A5641EB1BB91B6E043814FD88191B6,1,SCHOLARS SUB ACCOUNT,N,null,null,null
EA,4767726,PROGM,35A5641EB1F391B6E043814FD88191B6,1,PROGRAM SUB ACCOUNT,N,null,null,null
EA,4767726,SCHOL,35A5641EB1F491B6E043814FD88191B6,1,SCHOLARS SUB ACCOUNT,N,null,null,null
EA,4767730,PROGM,35A5641EB23391B6E043814FD88191B6,1,PARENT PROGRAMMING,N,null,null,null
EA,4767730,SCHOL,35A5641EB23291B6E043814FD88191B6,1,SCHOLARS PROGRAMMING,N,null,null,null
EA,4767733,PROGM,35A5641EB29D91B6E043814FD88191B6,1,PROGRAM ACTIVITIES,Y,null,null,null
EA,4767733,SCHOL,35A5641EB29C91B6E043814FD88191B6,1,SCHOLAR ACTIVITIES,Y,null,null,null
EA,4768701,CS001,35A5641EB19091B6E043814FD88191B6,1,COST SHARE SUBACCT (SC ACCT 03-687-00),N,null,null,null
EA,4769219,COMPU,35A5641EB24191B6E043814FD88191B6,1,COMPUTER PURCHASE CLIENT,N,null,null,null
EA,4769219,EMR/M,35A5641EB24291B6E043814FD88191B6,1,PERSONAL EMERGENCY RESPONSE MONTHLY,N,null,null,null
EA,4769219,MED/I,35A5641EB23F91B6E043814FD88191B6,1,MED DISPENSER INSTALL,N,null,null,null
EA,4769219,MED/M,35A5641EB23E91B6E043814FD88191B6,1,MED DISPENSER MONTHLY,N,null,null,null
EA,4769219,MOVE,35A5641EB25991B6E043814FD88191B6,1,EQUIPMENT MOVING EXPENSE,N,null,null,null
EA,4769219,TEL/I,35A5641EB24091B6E043814FD88191B6,1,TELEPHONE INSTALL,N,null,null,null
EA,4769219,TEL/M,35A5641EB24391B6E043814FD88191B6,1,TELEPHONE MONTHLY,N,null,null,null
EA,4769219,VID/I,35A5641EB24491B6E043814FD88191B6,1,VIDEO INSTALL,N,null,null,null
EA,4769219,VID/M,35A5641EB24591B6E043814FD88191B6,1,VIDEO MONITORING,N,null,null,null
EA,4769220,COMPU,35A5641EB27A91B6E043814FD88191B6,1,COMPUTER PURCHASE,Y,null,null,null
EA,4769220,DCNI,35A5641EB2B091B6E043814FD88191B6,1,DOOR CONTRACTS,Y,null,null,null
EA,4769220,EMR/M,35A5641EB27B91B6E043814FD88191B6,1,PERSONAL EMERGENCY RESPONSE MONTHLY,Y,null,null,null
EA,4769220,FMMT,35A5641EB2B191B6E043814FD88191B6,1,FLOOR MATS,Y,null,null,null
EA,4769220,MED/I,35A5641EB28291B6E043814FD88191B6,1,DISPENSER INSTALL,Y,null,null,null
EA,4769220,MED/M,35A5641EB27591B6E043814FD88191B6,1,MED DISPENSER MOMTHLY,Y,null,null,null
EA,4769220,MOVE,35A5641EB28A91B6E043814FD88191B6,1,EQUIPMENT MOVING EXPENSE,Y,null,null,null
EA,4769220,PROV,35A5641EB2A391B6E043814FD88191B6,1,PROVIDER,Y,null,null,null
EA,4769220,TEL/I,35A5641EB27C91B6E043814FD88191B6,1,TELEPHONE INSTALL,Y,null,null,null
EA,4769220,TEL/M,35A5641EB28791B6E043814FD88191B6,1,TELEPHONE MONTHLY,Y,null,null,null
EA,4769220,VID/I,35A5641EB28891B6E043814FD88191B6,1,VIDEO INSTALL,Y,null,null,null
EA,4769220,VID/M,35A5641EB28991B6E043814FD88191B6,1,VIDEO MONITORING,Y,null,null,null
EA,4769220,VTC,35A5641EB29991B6E043814FD88191B6,1,MONTHLY MAINTENANCE,Y,null,null,null
EA,4769222,OH,35A5641EB20691B6E043814FD88191B6,1,OLDER HOOSIERS,N,null,null,null
EA,4769222,PI,35A5641EB20991B6E043814FD88191B6,1,PROJECT INCOME,N,null,null,null
EA,4769222,PP,35A5641EB20791B6E043814FD88191B6,1,PRIVATE PAY,N,null,null,null
EA,4769222,TIII,35A5641EB20891B6E043814FD88191B6,1,TITLE III,N,null,null,null
EA,4769223,CHOIC,35A5641EB20E91B6E043814FD88191B6,1,CHOICE,N,null,null,null
EA,4769223,MW,35A5641EB21791B6E043814FD88191B6,1,MED WAIVER,N,null,null,null
EA,4769223,OH,35A5641EB22491B6E043814FD88191B6,1,OLDER HOOSIERS,N,null,null,null
EA,4769223,PI,35A5641EB22691B6E043814FD88191B6,1,PROJECT INCOME,N,null,null,null
EA,4769223,PP,35A5641EB22791B6E043814FD88191B6,1,PRIVATE PAY,N,null,null,null
EA,4769223,SSBG,35A5641EB22591B6E043814FD88191B6,1,SSBG,N,null,null,null
EA,4769223,TIII,35A5641EB22E91B6E043814FD88191B6,1,TITLE III,N,null,null,null
EA,4769223,USDA,35A5641EB22891B6E043814FD88191B6,1,USDA,N,null,null,null
EA,4769224,OH,35A5641EB21591B6E043814FD88191B6,1,OLDER HOOSIERS,N,null,null,null
EA,4769224,TIII,35A5641EB21691B6E043814FD88191B6,1,TITLE III,N,null,null,null
EA,4769225,COMM,35A5641EB22C91B6E043814FD88191B6,1,COMMUNITY SERVICE PROVIDER,N,null,null,null
EA,4769225,INHO,35A5641EB22B91B6E043814FD88191B6,1,IN HOME SERVICES,N,null,null,null
EA,4769225,LEG,35A5641EB22D91B6E043814FD88191B6,1,LEGAL SERVICES,N,null,null,null
EA,4769225,OMB,35A5641EB21A91B6E043814FD88191B6,1,OMBUDSMAN,N,null,null,null
EA,4769225,PRO,35A5641EB21C91B6E043814FD88191B6,1,PROVIDERS,N,null,null,null
EA,4769225,TIII,35A5641EB21B91B6E043814FD88191B6,1,TITLE III,N,null,null,null
EA,4769226,ADMIN,35A5641EB21D91B6E043814FD88191B6,1,6% ADMINISTRATION,N,null,null,null
EA,4769226,CM,35A5641EB21E91B6E043814FD88191B6,1,CASE MANAGEMENT,N,null,null,null
EA,4769226,DIS,35A5641EB21391B6E043814FD88191B6,1,DISABLED,N,null,null,null
EA,4769226,ELD,35A5641EB21491B6E043814FD88191B6,1,ELDERLY,N,null,null,null
EA,4769226,MW,35A5641EB21891B6E043814FD88191B6,1,MED WAIVER,N,null,null,null
EA,4769226,OH,35A5641EB21F91B6E043814FD88191B6,1,OLDER HOOSIER,N,null,null,null
EA,4769226,PAS,35A5641EB21991B6E043814FD88191B6,1,PRE ADMISSION SCREENING,N,null,null,null
EA,4769227,ADMIN,35A5641EB21291B6E043814FD88191B6,1,ADMINISTRATION,N,null,null,null
EA,4769227,EW,35A5641EB22991B6E043814FD88191B6,1,ENROLEE WAGES,N,null,null,null
EA,4769227,OE,35A5641EB21191B6E043814FD88191B6,1,OTHER ENROLLEE,N,null,null,null
EA,4769227,OH,35A5641EB21091B6E043814FD88191B6,1,OLDER HOOSIERS,N,null,null,null
EA,4769228,ADMIN,35A5641EB20F91B6E043814FD88191B6,1,ADMINISTRATION,N,null,null,null
EA,4769228,C/ATT,35A5641EB22391B6E043814FD88191B6,1,CHILDRENS ATTENDANT CARE,N,null,null,null
EA,4769228,C/HH,35A5641EB20C91B6E043814FD88191B6,1,CHILDRENS HOME HEALTH,N,null,null,null
EA,4769228,C/OTH,35A5641EB20D91B6E043814FD88191B6,1,CHILDRENS OTHER,N,null,null,null
EA,4769228,C/RES,35A5641EB20B91B6E043814FD88191B6,1,CHILDRENS RESPITE,N,null,null,null
EA,4769228,CM,35A5641EB22291B6E043814FD88191B6,1,CASE MANAGEMENT,N,null,null,null
EA,4769228,DIS,35A5641EB20A91B6E043814FD88191B6,1,DISABLED,N,null,null,null
EA,4769228,EL,35A5641EB22091B6E043814FD88191B6,1,ELDERLY,N,null,null,null
EA,4769228,MWA,35A5641EB22191B6E043814FD88191B6,1,MED WAIVER ADMINISTRATION,N,null,null,null
EA,4769235,OH,35A5641EB28D91B6E043814FD88191B6,1,OLDER HOOSIER,Y,null,null,null
EA,4769235,PI,35A5641EB26D91B6E043814FD88191B6,1,PROJECT INCOME,Y,null,null,null
EA,4769235,PP,35A5641EB28B91B6E043814FD88191B6,1,PRIVATE PAY,Y,null,null,null
EA,4769235,TIII,35A5641EB28C91B6E043814FD88191B6,1,TITLE III,Y,null,null,null
EA,4769236,CHOIC,35A5641EB28E91B6E043814FD88191B6,1,CHOICE,Y,null,null,null
EA,4769236,MW,35A5641EB27991B6E043814FD88191B6,1,MED WAIVER,Y,null,null,null
EA,4769236,OH,35A5641EB27891B6E043814FD88191B6,1,ODLER HOOSIER,Y,null,null,null
EA,4769236,PI,35A5641EB28091B6E043814FD88191B6,1,PROJECT INCOME,Y,null,null,null
EA,4769236,PP,35A5641EB28391B6E043814FD88191B6,1,PRIVATE PAY,Y,null,null,null
EA,4769236,SSBG,35A5641EB28F91B6E043814FD88191B6,1,SSBG,Y,null,null,null
EA,4769236,TIII,35A5641EB28191B6E043814FD88191B6,1,TITLE III,Y,null,null,null
EA,4769236,USDA,35A5641EB26F91B6E043814FD88191B6,1,USDA,Y,null,null,null
EA,4769237,ADMIN,35A5641EB29091B6E043814FD88191B6,1,TIII ADMINISTRATION,Y,null,null,null
EA,4769237,OH,35A5641EB26791B6E043814FD88191B6,1,OLDER HOOSIER,Y,null,null,null
EA,4769238,CM,35A5641EB2B491B6E043814FD88191B6,1,CASE MANAGEMENT,Y,null,null,null
EA,4769238,COMM,35A5641EB26C91B6E043814FD88191B6,1,COMMUNITY SERVICE PROVIDERS,Y,null,null,null
EA,4769238,I&A,35A5641EB26891B6E043814FD88191B6,1,TIII I & A,Y,null,null,null
EA,4769238,INHO,35A5641EB26E91B6E043814FD88191B6,1,IN HOME SERVICES,Y,null,null,null
EA,4769238,LEGAL,35A5641EB26B91B6E043814FD88191B6,1,LEGAL SERVICES,Y,null,null,null
EA,4769238,OH,35A5641EB26991B6E043814FD88191B6,1,OLDER HOOSIER,Y,null,null,null
EA,4769238,OMB,35A5641EB26A91B6E043814FD88191B6,1,OMBUDSMAN,Y,null,null,null
EA,4769239,ADMIN,35A5641EB27091B6E043814FD88191B6,1,6% ADMINISTRATION,Y,null,null,null
EA,4769239,CM,35A5641EB27391B6E043814FD88191B6,1,CASE MANAGEMENT,Y,null,null,null
EA,4769239,DIS,35A5641EB27791B6E043814FD88191B6,1,DISABLED,Y,null,null,null
EA,4769239,ELD,35A5641EB27691B6E043814FD88191B6,1,ELDERLY,Y,null,null,null
EA,4769239,MW,35A5641EB27291B6E043814FD88191B6,1,MED WAIVER,Y,null,null,null
EA,4769239,OH,35A5641EB27491B6E043814FD88191B6,1,OLDER HOOSIER,Y,null,null,null
EA,4769239,PAS,35A5641EB27191B6E043814FD88191B6,1,PRE ADMISSION SCREENING,Y,null,null,null
EA,4769240,ADMIN,35A5641EB28491B6E043814FD88191B6,1,ADMINISTRATION,Y,null,null,null
EA,4769240,EW,35A5641EB28691B6E043814FD88191B6,1,ENROLEE WAGES,Y,null,null,null
EA,4769240,OE,35A5641EB28591B6E043814FD88191B6,1,OTHER ENROLLEE,Y,null,null,null
EA,4769240,OH,35A5641EB25D91B6E043814FD88191B6,1,OLDER HOOSIER,Y,null,null,null
EA,4769241,ADMIN,35A5641EB25E91B6E043814FD88191B6,1,ADMINISTRATION,Y,null,null,null
EA,4769241,C/ATT,35A5641EB27E91B6E043814FD88191B6,1,CHILDRENS ATTENDANT CARE,Y,null,null,null
EA,4769241,C/HH,35A5641EB26191B6E043814FD88191B6,1,CHILDRENS HOME HEALTH,Y,null,null,null
EA,4769241,C/OTH,35A5641EB26291B6E043814FD88191B6,1,CHILDRENS OTHER,Y,null,null,null
EA,4769241,C/RES,35A5641EB26091B6E043814FD88191B6,1,CHILDRENS RESPITE,Y,null,null,null
EA,4769241,C/S,35A5641EB29791B6E043814FD88191B6,1,COST SHARE,Y,null,null,null
EA,4769241,CM,35A5641EB25F91B6E043814FD88191B6,1,CASE MANAGEMENT,Y,null,null,null
EA,4769241,DIS,35A5641EB25C91B6E043814FD88191B6,1,DISABLED,Y,null,null,null
EA,4769241,EL,35A5641EB27F91B6E043814FD88191B6,1,ELDERLY,Y,null,null,null
EA,4769241,MWA,35A5641EB27D91B6E043814FD88191B6,1,MED WAIVER ADMINISTRATION,Y,null,null,null
EA,4769243,S/G,35A5641EB26391B6E043814FD88191B6,1,SENIOR GAMES,Y,null,null,null
EA,4769243,WELL,35A5641EB26491B6E043814FD88191B6,1,IUE WELLNESS CTR,Y,null,null,null
EA,4769244,CARE,35A5641EB26591B6E043814FD88191B6,1,TITLE III CAREGIVER,Y,null,null,null
EA,4769244,RESP,35A5641EB26691B6E043814FD88191B6,1,RESPITE,Y,null,null,null
EA,4769249,OH,35A5641EB2C391B6E043814FD88191B6,1,OLDER HOOSIER,Y,null,null,null
EA,4769249,PI,35A5641EB2C891B6E043814FD88191B6,1,PROJECT INCOME,Y,null,null,null
EA,4769249,PP,35A5641EB2C991B6E043814FD88191B6,1,PRIVATE PAY,Y,null,null,null
EA,4769249,TIII,35A5641EB2C291B6E043814FD88191B6,1,TITLE III FUNDS,Y,null,null,null
EA,4769250,CHOIC,35A5641EB2C591B6E043814FD88191B6,1,CHOICE,Y,null,null,null
EA,4769250,MW,35A5641EB2C191B6E043814FD88191B6,1,MED WAIVER,Y,null,null,null
EA,4769250,OH,35A5641EB2C491B6E043814FD88191B6,1,OLDER HOOSIER,Y,null,null,null
EA,4769250,PI,35A5641EB2BF91B6E043814FD88191B6,1,PROJECT INCOME,Y,null,null,null
EA,4769250,PP,35A5641EB2C091B6E043814FD88191B6,1,PRIVATE PAY,Y,null,null,null
EA,4769250,SSBG,35A5641EB2C691B6E043814FD88191B6,1,SSBG,Y,null,null,null
EA,4769250,TIII,35A5641EB2C791B6E043814FD88191B6,1,TITLE III FUNDS,Y,null,null,null
EA,4769250,USDA,35A5641EB2CA91B6E043814FD88191B6,1,USDA FUNDS,Y,null,null,null
EA,4769251,ADMIN,35A5641EB2E391B6E043814FD88191B6,1,ADMINISTRATION,Y,null,null,null
EA,4769251,OH,35A5641EB2CD91B6E043814FD88191B6,1,OLDER HOOSIER,Y,null,null,null
EA,4769252,COMM,35A5641EB2DB91B6E043814FD88191B6,1,COMMUNITY SERVICE PROVIDERS,Y,null,null,null
EA,4769252,I&A,35A5641EB2E291B6E043814FD88191B6,1,INFORMATION & ASSISTANCE,Y,null,null,null
EA,4769252,INHO,35A5641EB2DD91B6E043814FD88191B6,1,IN HOME SERVICES,Y,null,null,null
EA,4769252,LEGAL,35A5641EB2DC91B6E043814FD88191B6,1,LEGAL SERVICES,Y,null,null,null
EA,4769252,OH,35A5641EB2DF91B6E043814FD88191B6,1,OLDER HOOSIER,Y,null,null,null
EA,4769252,OMB,35A5641EB2DE91B6E043814FD88191B6,1,OMBUDSMAN TIII,Y,null,null,null
EA,4769253,ADMIN,35A5641EB2CB91B6E043814FD88191B6,1,ADMINISTRATION,Y,null,null,null
EA,4769253,CM,35A5641EB2E691B6E043814FD88191B6,1,MANAGEMENT,Y,null,null,null
EA,4769253,DIS,35A5641EB2E791B6E043814FD88191B6,1,DISABLED SERVICES,Y,null,null,null
EA,4769253,ELD,35A5641EB2E891B6E043814FD88191B6,1,ELDERLY SERVICES,Y,null,null,null
EA,4769253,MW,35A5641EB2E491B6E043814FD88191B6,1,MEDICAID WAIVER,Y,null,null,null
