CG_CFDA_NBR,OBJ_ID,VER_NBR,CG_CFDA_PGM_TTL_NM,CG_CFDA_MAINT_TYP_ID,ROW_ACTV_IND
14.866,237D10FAA688C0B0E043814FD881C0B0,1,Demolition and Revitalization of Severely Distressed Public Housing,AUTOMATIC,Y
14.867,237D10FAA689C0B0E043814FD881C0B0,1,Indian Housing Block Grants,AUTOMATIC,Y
14.869,237D10FAA68AC0B0E043814FD881C0B0,1,Title VI Federal Guarantees for Financing Tribal Housing Activities,AUTOMATIC,Y
14.87,237D10FAA68BC0B0E043814FD881C0B0,1,Resident Opportunity and Supportive Services,AUTOMATIC,Y
14.871,237D10FAA68CC0B0E043814FD881C0B0,1,Section 8 Housing Choice Vouchers,AUTOMATIC,Y
14.872,237D10FAA68DC0B0E043814FD881C0B0,1,Public Housing Capital Fund,AUTOMATIC,Y
14.873,237D10FAA68EC0B0E043814FD881C0B0,1,Native Hawaiian Housing Block Grants,AUTOMATIC,Y
14.874,237D10FAAB61C0B0E043814FD881C0B0,1,Loan Guarantees for Native Hawaiian Housing,AUTOMATIC,Y
14.9,237D10FAA68FC0B0E043814FD881C0B0,1,Lead-Based Paint Hazard Control in Privately-Owned Housing,AUTOMATIC,Y
14.901,237D10FAA690C0B0E043814FD881C0B0,1,Healthy Homes Demonstration Grants,AUTOMATIC,Y
14.902,237D10FAA691C0B0E043814FD881C0B0,1,Lead Technical Studies Grants,AUTOMATIC,Y
14.903,237D10FAA692C0B0E043814FD881C0B0,1,Operation Lead Elimination Action Program,AUTOMATIC,Y
14.904,237D10FAA693C0B0E043814FD881C0B0,1,Lead Outreach Grants,AUTOMATIC,Y
14.905,237D10FAA694C0B0E043814FD881C0B0,1,Lead Hazard Reduction Demonstration Grant Program,AUTOMATIC,Y
14.906,237D10FAAB62C0B0E043814FD881C0B0,1,Healthy Homes Technical Studies Grants,AUTOMATIC,Y
15,237D10FAAB1CC0B0E043814FD881C0B0,1,null,MANUAL,Y
15.02,237D10FAA695C0B0E043814FD881C0B0,1,Aid To Tribal Governments,AUTOMATIC,Y
15.021,237D10FAA696C0B0E043814FD881C0B0,1,Consolidated Tribal Government Program,AUTOMATIC,Y
15.022,237D10FAA697C0B0E043814FD881C0B0,1,Tribal Self-Governance,AUTOMATIC,Y
15.024,237D10FAA698C0B0E043814FD881C0B0,1,Indian Self-Determination Contract Support,AUTOMATIC,Y
15.025,237D10FAA699C0B0E043814FD881C0B0,1,Services to Indian Children  Elderly and Families,AUTOMATIC,Y
15.026,237D10FAA69AC0B0E043814FD881C0B0,1,Indian Adult Education,AUTOMATIC,Y
15.027,237D10FAA69BC0B0E043814FD881C0B0,1,Assistance to Tribally Controlled Community Colleges and Universities,AUTOMATIC,Y
15.028,237D10FAA69CC0B0E043814FD881C0B0,1,Tribally Controlled Community College Endowments,AUTOMATIC,Y
15.029,237D10FAA69DC0B0E043814FD881C0B0,1,Tribal Courts,AUTOMATIC,Y
15.03,237D10FAA69EC0B0E043814FD881C0B0,1,Indian Law Enforcement,AUTOMATIC,Y
15.031,237D10FAA69FC0B0E043814FD881C0B0,1,Indian Community Fire Protection,AUTOMATIC,Y
15.032,237D10FAA6A0C0B0E043814FD881C0B0,1,Indian Economic Development,AUTOMATIC,Y
15.033,237D10FAA6A1C0B0E043814FD881C0B0,1,Road Maintenance_Indian Roads,AUTOMATIC,Y
15.034,237D10FAA6A2C0B0E043814FD881C0B0,1,Agriculture on Indian Lands,AUTOMATIC,Y
15.035,237D10FAA6A3C0B0E043814FD881C0B0,1,Forestry on Indian Lands,AUTOMATIC,Y
15.036,237D10FAA6A4C0B0E043814FD881C0B0,1,Indian Rights Protection,AUTOMATIC,Y
15.037,237D10FAA6A5C0B0E043814FD881C0B0,1,Water Resources on Indian Lands,AUTOMATIC,Y
15.038,237D10FAA6A6C0B0E043814FD881C0B0,1,Minerals and Mining on Indian Lands,AUTOMATIC,Y
15.039,237D10FAA6A7C0B0E043814FD881C0B0,1,Fish  Wildlife  and Parks Programs on Indian Lands,AUTOMATIC,Y
15.04,237D10FAA6A8C0B0E043814FD881C0B0,1,Real Estate Programs_Indian Lands,AUTOMATIC,Y
15.041,237D10FAA6A9C0B0E043814FD881C0B0,1,Environmental Management_Indian Programs,AUTOMATIC,Y
15.042,237D10FAA6AAC0B0E043814FD881C0B0,1,Indian School Equalization Program,AUTOMATIC,Y
15.043,237D10FAA6ABC0B0E043814FD881C0B0,1,Indian Child and Family Education,AUTOMATIC,Y
15.044,237D10FAA6ACC0B0E043814FD881C0B0,1,Indian Schools_Student Transportation,AUTOMATIC,Y
15.045,237D10FAA6ADC0B0E043814FD881C0B0,1,Assistance for Indian Children with Severe Disabilities,AUTOMATIC,Y
15.046,237D10FAA6AEC0B0E043814FD881C0B0,1,Administrative Cost Grants for Indian Schools,AUTOMATIC,Y
15.047,237D10FAA6AFC0B0E043814FD881C0B0,1,Indian Education Facilities  Operations  and Maintenance,AUTOMATIC,Y
15.048,237D10FAA6B0C0B0E043814FD881C0B0,1,Bureau of Indian Affairs Facilities_Operations and Maintenance,AUTOMATIC,Y
15.049,237D10FAA6B1C0B0E043814FD881C0B0,1,Irrigation Operations and Maintenance on Indian Lands,AUTOMATIC,Y
15.05,237D10FAA6B2C0B0E043814FD881C0B0,1,Unresolved Indian Hunting and Fishing Rights,AUTOMATIC,Y
15.051,237D10FAA6B3C0B0E043814FD881C0B0,1,Endangered Species on Indian Lands,AUTOMATIC,Y
15.052,237D10FAA6B4C0B0E043814FD881C0B0,1,Litigation Support for Indian Rights,AUTOMATIC,Y
15.053,237D10FAA6B5C0B0E043814FD881C0B0,1,Attorney Fees_Indian Rights,AUTOMATIC,Y
15.055,237D10FAA6B6C0B0E043814FD881C0B0,1,Alaskan Indian Allotments and Subsistence Preference_Alaska National Interest Lands Conservation Act,AUTOMATIC,Y
15.057,237D10FAA6B7C0B0E043814FD881C0B0,1,Navajo-Hopi Indian Settlement Program,AUTOMATIC,Y
15.058,237D10FAA6B8C0B0E043814FD881C0B0,1,Indian Post Secondary Schools,AUTOMATIC,Y
15.059,237D10FAA6B9C0B0E043814FD881C0B0,1,Indian Graduate Student Scholarships,AUTOMATIC,Y
15.06,237D10FAA6BAC0B0E043814FD881C0B0,1,Indian Vocational Training_United Tribes Technical College,AUTOMATIC,Y
15.061,237D10FAA6BBC0B0E043814FD881C0B0,1,Indian Job Placement_United Sioux Tribes Development Corporation,AUTOMATIC,Y
15.062,237D10FAA6BCC0B0E043814FD881C0B0,1,Replacement and Repair of Indian Schools,AUTOMATIC,Y
15.063,237D10FAA6BDC0B0E043814FD881C0B0,1,Improvement and Repair of Indian Detention Facilities,AUTOMATIC,Y
15.064,237D10FAA6BEC0B0E043814FD881C0B0,1,Structural Fire Protection_Bureau of Indian Affairs Facilities,AUTOMATIC,Y
15.065,237D10FAA6BFC0B0E043814FD881C0B0,1,Safety of Dams on Indian Lands,AUTOMATIC,Y
15.108,237D10FAA6C0C0B0E043814FD881C0B0,1,Indian Employment Assistance,AUTOMATIC,Y
15.113,237D10FAA6C1C0B0E043814FD881C0B0,1,Indian Social Services_Welfare Assistance,AUTOMATIC,Y
15.114,237D10FAA6C2C0B0E043814FD881C0B0,1,Indian Education_Higher Education Grant Program,AUTOMATIC,Y
15.124,237D10FAA6C3C0B0E043814FD881C0B0,1,Indian Loans_Economic Development,AUTOMATIC,Y
15.13,237D10FAA6C4C0B0E043814FD881C0B0,1,Indian Education_Assistance to Schools,AUTOMATIC,Y
15.141,237D10FAA6C5C0B0E043814FD881C0B0,1,Indian Housing Assistance,AUTOMATIC,Y
15.144,237D10FAA6C6C0B0E043814FD881C0B0,1,Indian Child Welfare Act_Title II Grants,AUTOMATIC,Y
15.146,237D10FAA6C7C0B0E043814FD881C0B0,1,Ironworker Training Program,AUTOMATIC,Y
15.147,237D10FAA6C8C0B0E043814FD881C0B0,1,Tribal Courts_Trust Reform Initiative,AUTOMATIC,Y
15.214,237D10FAA6C9C0B0E043814FD881C0B0,1,Non-Sale Disposals of Mineral Material,AUTOMATIC,Y
15.222,237D10FAA6CAC0B0E043814FD881C0B0,1,Cooperative Inspection Agreements with States and Tribes,AUTOMATIC,Y
15.224,237D10FAA6CBC0B0E043814FD881C0B0,1,Cultural Resource Management,AUTOMATIC,Y
15.225,237D10FAA6CCC0B0E043814FD881C0B0,1,Recreation Resource Management,AUTOMATIC,Y
15.226,237D10FAA6CDC0B0E043814FD881C0B0,1,Payments in Lieu of Taxes,AUTOMATIC,Y
15.227,237D10FAA6CEC0B0E043814FD881C0B0,1,Distribution of Receipts to State and Local Governments,AUTOMATIC,Y
15.228,237D10FAA6CFC0B0E043814FD881C0B0,1,Wildland Urban Interface Community and Rural Fire Assistance,AUTOMATIC,Y
15.25,237D10FAA6D0C0B0E043814FD881C0B0,1,Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining,AUTOMATIC,Y
15.252,237D10FAA6D1C0B0E043814FD881C0B0,1,Abandoned Mine Land Reclamation (AMLR) Program,AUTOMATIC,Y
15.253,237D10FAA6D2C0B0E043814FD881C0B0,1,Not-for-Profit AMD Reclamation,AUTOMATIC,Y
15.254,237D10FAA6D3C0B0E043814FD881C0B0,1,Summer Watershed Intern,AUTOMATIC,Y
15.504,237D10FAA6D4C0B0E043814FD881C0B0,1,Water Reclamation and Reuse Program,AUTOMATIC,Y
15.506,237D10FAA6D5C0B0E043814FD881C0B0,1,Water Desalination Research and Development Program,AUTOMATIC,Y
15.602,237D10FAA6D6C0B0E043814FD881C0B0,1,Conservation Law Enforcement Training Assistance,AUTOMATIC,Y
15.605,237D10FAA6D7C0B0E043814FD881C0B0,1,Sport Fish Restoration,AUTOMATIC,Y
15.608,237D10FAA6D8C0B0E043814FD881C0B0,1,Fish and Wildlife Management Assistance,AUTOMATIC,Y
15.611,237D10FAA6D9C0B0E043814FD881C0B0,1,Wildlife Restoration,AUTOMATIC,Y
15.614,237D10FAA6DAC0B0E043814FD881C0B0,1,Coastal Wetlands Planning  Protection and Restoration Act,AUTOMATIC,Y
15.615,237D10FAA6DBC0B0E043814FD881C0B0,1,Cooperative Endangered Species Conservation Fund,AUTOMATIC,Y
15.616,237D10FAA6DCC0B0E043814FD881C0B0,1,Clean Vessel Act,AUTOMATIC,Y
15.619,237D10FAA6DDC0B0E043814FD881C0B0,1,Rhinoceros and Tiger Conservation,AUTOMATIC,Y
15.62,237D10FAA6DEC0B0E043814FD881C0B0,1,African Elephant Conservation,AUTOMATIC,Y
15.621,237D10FAA6DFC0B0E043814FD881C0B0,1,Asian Elephant Conservation,AUTOMATIC,Y
15.622,237D10FAA6E0C0B0E043814FD881C0B0,1,Sportfishing and Boating Safety Act,AUTOMATIC,Y
15.623,237D10FAA6E1C0B0E043814FD881C0B0,1,North American Wetlands Conservation Fund,AUTOMATIC,Y
15.626,237D10FAA6E2C0B0E043814FD881C0B0,1,Hunter Education and Safety Program,AUTOMATIC,Y
15.628,237D10FAA6E3C0B0E043814FD881C0B0,1,Multi-State Conservation Grants,AUTOMATIC,Y
15.629,237D10FAA6E4C0B0E043814FD881C0B0,1,Great Apes Conservation,AUTOMATIC,Y
15.63,237D10FAA6E5C0B0E043814FD881C0B0,1,Coastal Program,AUTOMATIC,Y
15.631,237D10FAA6E6C0B0E043814FD881C0B0,1,Partners for Fish and Wildlife,AUTOMATIC,Y
15.632,237D10FAA6E7C0B0E043814FD881C0B0,1,Conservation Grants Private Stewardship for Imperiled Species,AUTOMATIC,Y
15.633,237D10FAA6E8C0B0E043814FD881C0B0,1,Landowner Incentive,AUTOMATIC,Y
15.634,237D10FAA6E9C0B0E043814FD881C0B0,1,State Wildlife Grants,AUTOMATIC,Y
15.635,237D10FAA6EAC0B0E043814FD881C0B0,1,Neotropical Migratory Bird Conservation,AUTOMATIC,Y
15.636,237D10FAAB63C0B0E043814FD881C0B0,1,Alaska Subsistence Management,AUTOMATIC,Y
15.637,237D10FAAB64C0B0E043814FD881C0B0,1,Migratory Bird Joint Ventures,AUTOMATIC,Y
15.638,237D10FAAB65C0B0E043814FD881C0B0,1,Tribal Landowner Incentive Program,AUTOMATIC,Y
15.639,237D10FAAB66C0B0E043814FD881C0B0,1,Tribal Wildlife Grants Program,AUTOMATIC,Y
15.64,237D10FAAB67C0B0E043814FD881C0B0,1,Wildlife Without Borders- Latin America and the Caribbean,AUTOMATIC,Y
15.641,237D10FAAB68C0B0E043814FD881C0B0,1,Wildlife Without Borders-Mexico,AUTOMATIC,Y
15.642,237D10FAAB69C0B0E043814FD881C0B0,1,Challenge Cost Share,AUTOMATIC,Y
15.805,237D10FAA6EBC0B0E043814FD881C0B0,1,Assistance to State Water Resources Research Institutes,AUTOMATIC,Y
15.807,237D10FAA6ECC0B0E043814FD881C0B0,1,Earthquake Hazards Reduction Program,AUTOMATIC,Y
15.808,237D10FAA6EDC0B0E043814FD881C0B0,1,U.S. Geological Survey_ Research and Data Collection,AUTOMATIC,Y
15.809,237D10FAA6EEC0B0E043814FD881C0B0,1,National Spatial Data Infrastructure Cooperative Agreements Program,AUTOMATIC,Y
15.81,237D10FAA6EFC0B0E043814FD881C0B0,1,National Cooperative Geologic Mapping Program,AUTOMATIC,Y
15.811,237D10FAA6F0C0B0E043814FD881C0B0,1,Gap Analysis Program,AUTOMATIC,Y
15.812,237D10FAA6F1C0B0E043814FD881C0B0,1,Cooperative Research Units Program,AUTOMATIC,Y
15.85,237D10FAA6F2C0B0E043814FD881C0B0,1,Indian Arts and Crafts Development,AUTOMATIC,Y
15.875,237D10FAA6F3C0B0E043814FD881C0B0,1,Economic  Social  and Political Development of the Territories and the Freely Associated States,AUTOMATIC,Y
15.904,237D10FAA6F4C0B0E043814FD881C0B0,1,Historic Preservation Fund Grants-In-Aid,AUTOMATIC,Y
15.91,237D10FAA6F5C0B0E043814FD881C0B0,1,National Natural Landmarks Program,AUTOMATIC,Y
15.912,237D10FAA6F6C0B0E043814FD881C0B0,1,National Historic Landmark,AUTOMATIC,Y
15.914,237D10FAA6F7C0B0E043814FD881C0B0,1,National Register of Historic Places,AUTOMATIC,Y
15.915,237D10FAA6F8C0B0E043814FD881C0B0,1,Technical Preservation Services,AUTOMATIC,Y
15.916,237D10FAA6F9C0B0E043814FD881C0B0,1,Outdoor Recreation_Acquisition  Development and Planning,AUTOMATIC,Y
15.918,237D10FAA6FAC0B0E043814FD881C0B0,1,Disposal of Federal Surplus Real Property for Parks  Recreation  and Historic Monuments,AUTOMATIC,Y
15.919,237D10FAA6FBC0B0E043814FD881C0B0,1,Urban Park and Recreation Recovery Program,AUTOMATIC,Y
15.921,237D10FAA6FCC0B0E043814FD881C0B0,1,Rivers  Trails and Conservation Assistance,AUTOMATIC,Y
15.922,237D10FAA6FDC0B0E043814FD881C0B0,1,Native American Graves Protection and Repatriation Act,AUTOMATIC,Y
15.923,237D10FAA6FEC0B0E043814FD881C0B0,1,National Center for Preservation Technology and Training,AUTOMATIC,Y
15.925,237D10FAA6FFC0B0E043814FD881C0B0,1,National Maritime Heritage Grants,AUTOMATIC,Y
15.926,237D10FAA700C0B0E043814FD881C0B0,1,American Battlefield Protection,AUTOMATIC,Y
15.927,237D10FAA701C0B0E043814FD881C0B0,1,Hydropower Recreation Assistance,AUTOMATIC,Y
15.928,237D10FAA702C0B0E043814FD881C0B0,1,Civil War Battlefield Land Acquisition Grants,AUTOMATIC,Y
15.929,237D10FAAB6AC0B0E043814FD881C0B0,1,Save America's Treasures,AUTOMATIC,Y
15.976,237D10FAA703C0B0E043814FD881C0B0,1,Migratory Bird Banding and Data Analysis,AUTOMATIC,Y
15.978,237D10FAA704C0B0E043814FD881C0B0,1,Upper Mississippi River System Long Term Resource Monitoring Program,AUTOMATIC,Y
16,237D10FAAB1DC0B0E043814FD881C0B0,1,null,MANUAL,Y
16.001,237D10FAA705C0B0E043814FD881C0B0,1,Law Enforcement Assistance_Narcotics and Dangerous Drugs_Laboratory Analysis,AUTOMATIC,Y
16.003,237D10FAA706C0B0E043814FD881C0B0,1,Law Enforcement Assistance_Narcotics and Dangerous Drugs Technical Laboratory Publications,AUTOMATIC,Y
16.004,237D10FAA707C0B0E043814FD881C0B0,1,Law Enforcement Assistance_Narcotics and Dangerous Drugs Training,AUTOMATIC,Y
16.005,237D10FAA708C0B0E043814FD881C0B0,1,Public Education on Drug Abuse_Information,AUTOMATIC,Y
16.012,237D10FAAB6BC0B0E043814FD881C0B0,1,Alcohol  Tobacco  and Firearms_Training Assistance,AUTOMATIC,Y
16.1,237D10FAA709C0B0E043814FD881C0B0,1,Desegregation of Public Education,AUTOMATIC,Y
16.101,237D10FAA70AC0B0E043814FD881C0B0,1,Equal Employment Opportunity,AUTOMATIC,Y
16.103,237D10FAA70BC0B0E043814FD881C0B0,1,Fair Housing and Equal Credit Opportunity,AUTOMATIC,Y
16.104,237D10FAA70CC0B0E043814FD881C0B0,1,Protection of Voting Rights,AUTOMATIC,Y
16.105,237D10FAA70DC0B0E043814FD881C0B0,1,Civil Rights of Institutionalized Persons,AUTOMATIC,Y
16.108,237D10FAA70EC0B0E043814FD881C0B0,1,Americans With Disabilities Act Technical Assistance Program,AUTOMATIC,Y
16.109,237D10FAA70FC0B0E043814FD881C0B0,1,Civil Rights Prosecution,AUTOMATIC,Y
16.11,237D10FAA710C0B0E043814FD881C0B0,1,Education and Enforcement of the Antidiscrimination Provision of the Immigration and Nationality Act,AUTOMATIC,Y
16.2,237D10FAA711C0B0E043814FD881C0B0,1,Community Relations Service,AUTOMATIC,Y
16.202,237D10FAA712C0B0E043814FD881C0B0,1,Offender Reentry Program,AUTOMATIC,Y
16.203,237D10FAA713C0B0E043814FD881C0B0,1,Sex Offender Management Discretionary Grant,AUTOMATIC,Y
16.22,237D10FAAB6CC0B0E043814FD881C0B0,1,Law Enforcement Assistance_Narcotics and Dangerous Drugs_Registration of Manufacturers  Distributors  and Dispensers of Controlled Substances,AUTOMATIC,Y
16.3,237D10FAA714C0B0E043814FD881C0B0,1,Law Enforcement Assistance_FBI Advanced Police Training,AUTOMATIC,Y
16.301,237D10FAA715C0B0E043814FD881C0B0,1,Law Enforcement Assistance_FBI Crime Laboratory Support,AUTOMATIC,Y
16.302,237D10FAA716C0B0E043814FD881C0B0,1,Law Enforcement Assistance_FBI Field Police Training,AUTOMATIC,Y
16.303,237D10FAA717C0B0E043814FD881C0B0,1,Law Enforcement Assistance_FBI Fingerprint Identification,AUTOMATIC,Y
16.304,237D10FAA718C0B0E043814FD881C0B0,1,Law Enforcement Assistance_National Crime Information Center,AUTOMATIC,Y
16.305,237D10FAA719C0B0E043814FD881C0B0,1,Law Enforcement Assistance_Uniform Crime Reports,AUTOMATIC,Y
16.307,237D10FAA71AC0B0E043814FD881C0B0,1,Combined DNA Index System,AUTOMATIC,Y
16.308,237D10FAA71BC0B0E043814FD881C0B0,1,Indian Country Investigations,AUTOMATIC,Y
16.309,237D10FAA71CC0B0E043814FD881C0B0,1,Law Enforcement Assistance_National Instant Criminal Background Check System,AUTOMATIC,Y
16.32,237D10FAA71DC0B0E043814FD881C0B0,1,Services for Trafficking Victims,AUTOMATIC,Y
16.321,237D10FAA71EC0B0E043814FD881C0B0,1,Antiterrorism and Emergency Assistance Program,AUTOMATIC,Y
16.523,237D10FAA71FC0B0E043814FD881C0B0,1,Juvenile Accountability Incentive Block Grants,AUTOMATIC,Y
16.524,237D10FAA720C0B0E043814FD881C0B0,1,Legal Assistance for Victims,AUTOMATIC,Y
16.525,237D10FAA721C0B0E043814FD881C0B0,1,Grants to Reduce Violent Crimes Against Women on Campus,AUTOMATIC,Y
16.526,237D10FAA722C0B0E043814FD881C0B0,1,Technical Assistance and Training Initiative,AUTOMATIC,Y
16.527,237D10FAA723C0B0E043814FD881C0B0,1,Supervised Visitation  Safe Havens for Children,AUTOMATIC,Y
16.528,237D10FAA724C0B0E043814FD881C0B0,1,Training Grants to Stop Abuse and Sexual Assault of Older Individuals or Individuals with Disabilities,AUTOMATIC,Y
16.529,237D10FAA725C0B0E043814FD881C0B0,1,Education and Training to End Violence Against and Abuse of Women with Disabilities,AUTOMATIC,Y
16.54,237D10FAA726C0B0E043814FD881C0B0,1,Juvenile Justice and Delinquency Prevention_Allocation to States,AUTOMATIC,Y
16.541,237D10FAA727C0B0E043814FD881C0B0,1,Developing  Testing and Demonstrating Promising New Programs,AUTOMATIC,Y
16.542,237D10FAA728C0B0E043814FD881C0B0,1,Part D - Research  Evaluation  Technical Assistance and Training,AUTOMATIC,Y
16.543,237D10FAA729C0B0E043814FD881C0B0,1,Missing Children's Assistance,AUTOMATIC,Y
16.544,237D10FAA72AC0B0E043814FD881C0B0,1,Gang-Free Schools and Communities_Community-Based Gang Intervention,AUTOMATIC,Y
16.547,237D10FAA72BC0B0E043814FD881C0B0,1,Victims of Child Abuse,AUTOMATIC,Y
16.548,237D10FAA72CC0B0E043814FD881C0B0,1,Title V_Delinquency Prevention Program,AUTOMATIC,Y
16.549,237D10FAA72DC0B0E043814FD881C0B0,1,Part E_State Challenge Activities,AUTOMATIC,Y
16.55,237D10FAA72EC0B0E043814FD881C0B0,1,State Justice Statistics Program for Statistical Analysis Centers,AUTOMATIC,Y
16.554,237D10FAA72FC0B0E043814FD881C0B0,1,National Criminal History Improvement Program (NCHIP),AUTOMATIC,Y
16.56,237D10FAA730C0B0E043814FD881C0B0,1,National Institute of Justice Research  Evaluation  and Development Project Grants,AUTOMATIC,Y
16.561,237D10FAA731C0B0E043814FD881C0B0,1,National Institute of Justice Visiting Fellowships,AUTOMATIC,Y
16.562,237D10FAA732C0B0E043814FD881C0B0,1,Criminal Justice Research and Development_Graduate Research Fellowships,AUTOMATIC,Y
16.563,237D10FAA733C0B0E043814FD881C0B0,1,Corrections and Law Enforcement Family Support,AUTOMATIC,Y
16.564,237D10FAA734C0B0E043814FD881C0B0,1,Crime Laboratory Improvement_Combined Offender DNA Index System Backlog Reduction,AUTOMATIC,Y
16.565,237D10FAA735C0B0E043814FD881C0B0,1,National Institute of Justice Domestic Anti-Terrorism Technology Development Program (Counterterrorism Research and Development),AUTOMATIC,Y
16.566,237D10FAA736C0B0E043814FD881C0B0,1,National Institute of Justice W.E.B. DuBois Fellowship Program,AUTOMATIC,Y
16.571,237D10FAA737C0B0E043814FD881C0B0,1,Public Safety Officers' Benefits Program,AUTOMATIC,Y
16.575,237D10FAA738C0B0E043814FD881C0B0,1,Crime Victim Assistance,AUTOMATIC,Y
16.576,237D10FAA739C0B0E043814FD881C0B0,1,Crime Victim Compensation,AUTOMATIC,Y
16.577,237D10FAA73AC0B0E043814FD881C0B0,1,Emergency Federal Law Enforcement Assistance,AUTOMATIC,Y
16.578,237D10FAA73BC0B0E043814FD881C0B0,1,Federal Surplus Property Transfer Program,AUTOMATIC,Y
16.579,237D10FAA73CC0B0E043814FD881C0B0,1,Byrne Formula Grant Program,AUTOMATIC,Y
16.58,237D10FAA73DC0B0E043814FD881C0B0,1,Edward Byrne Memorial State and Local Law Enforcement Assistance Discretionary Grants Program,AUTOMATIC,Y
16.582,237D10FAA73EC0B0E043814FD881C0B0,1,Crime Victim Assistance/Discretionary Grants,AUTOMATIC,Y
16.583,237D10FAA73FC0B0E043814FD881C0B0,1,Children's Justice Act Partnerships for Indian Communities,AUTOMATIC,Y
16.585,237D10FAA740C0B0E043814FD881C0B0,1,Drug Court Discretionary Grant Program,AUTOMATIC,Y
16.586,237D10FAA741C0B0E043814FD881C0B0,1,Violent Offender Incarceration and Truth in Sentencing Incentive Grants,AUTOMATIC,Y
16.587,237D10FAA742C0B0E043814FD881C0B0,1,Violence Against Women Discretionary Grants for Indian Tribal Governments,AUTOMATIC,Y
16.588,237D10FAA743C0B0E043814FD881C0B0,1,Violence Against Women Formula Grants,AUTOMATIC,Y
16.589,237D10FAA744C0B0E043814FD881C0B0,1,Rural Domestic Violence and Child Victimization Enforcement Grant Program,AUTOMATIC,Y
16.59,237D10FAA745C0B0E043814FD881C0B0,1,Grants to Encourage Arrest Policies and Enforcement of Protection Orders,AUTOMATIC,Y
16.592,237D10FAA746C0B0E043814FD881C0B0,1,Local Law Enforcement Block Grants Program,AUTOMATIC,Y
16.593,237D10FAA747C0B0E043814FD881C0B0,1,Residential Substance Abuse Treatment for State Prisoners,AUTOMATIC,Y
16.595,237D10FAA748C0B0E043814FD881C0B0,1,Executive Office for Weed and Seed,AUTOMATIC,Y
16.596,237D10FAA749C0B0E043814FD881C0B0,1,Correctional Grant Program for Indian Tribes,AUTOMATIC,Y
16.597,237D10FAA74AC0B0E043814FD881C0B0,1,Motor Vehicle Theft Protection Act Program,AUTOMATIC,Y
16.601,237D10FAA74BC0B0E043814FD881C0B0,1,Corrections_Training and Staff Development,AUTOMATIC,Y
16.602,237D10FAA74CC0B0E043814FD881C0B0,1,Corrections_Research and Evaluation and Policy Formulation,AUTOMATIC,Y
16.603,237D10FAA74DC0B0E043814FD881C0B0,1,Corrections_Technical Assistance/Clearinghouse,AUTOMATIC,Y
16.606,237D10FAA74EC0B0E043814FD881C0B0,1,State Criminal Alien Assistance Program,AUTOMATIC,Y
16.607,237D10FAA74FC0B0E043814FD881C0B0,1,Bulletproof Vest Partnership Program,AUTOMATIC,Y
16.608,237D10FAA750C0B0E043814FD881C0B0,1,Tribal Court Assistance Program,AUTOMATIC,Y
16.609,237D10FAA751C0B0E043814FD881C0B0,1,Community Prosecution and Project Safe Neighborhoods,AUTOMATIC,Y
16.61,237D10FAA752C0B0E043814FD881C0B0,1,Regional Information Sharing Systems,AUTOMATIC,Y
16.611,237D10FAA753C0B0E043814FD881C0B0,1,Closed-Circuit Televising of Child Victims of Abuse,AUTOMATIC,Y
16.612,237D10FAA754C0B0E043814FD881C0B0,1,National White Collar Crime Center,AUTOMATIC,Y
16.613,237D10FAA755C0B0E043814FD881C0B0,1,Scams Targeting the Elderly,AUTOMATIC,Y
16.614,237D10FAA756C0B0E043814FD881C0B0,1,State and Local Anti-Terrorism Training,AUTOMATIC,Y
16.615,237D10FAA757C0B0E043814FD881C0B0,1,Public Safety Officers' Educational Assistance,AUTOMATIC,Y
16.616,237D10FAA758C0B0E043814FD881C0B0,1,Indian Country Alcohol and Drug Prevention,AUTOMATIC,Y
16.71,237D10FAA759C0B0E043814FD881C0B0,1,Public Safety Partnership and Community Policing Grants,AUTOMATIC,Y
16.711,237D10FAA75AC0B0E043814FD881C0B0,1,Troops to COPS,AUTOMATIC,Y
16.712,237D10FAA75BC0B0E043814FD881C0B0,1,Police Corps,AUTOMATIC,Y
16.726,237D10FAA75CC0B0E043814FD881C0B0,1,Juvenile Mentoring Program,AUTOMATIC,Y
16.727,237D10FAA75DC0B0E043814FD881C0B0,1,Enforcing Underage Drinking Laws Program,AUTOMATIC,Y
16.728,237D10FAA75EC0B0E043814FD881C0B0,1,Drug Prevention Program,AUTOMATIC,Y
16.729,237D10FAA75FC0B0E043814FD881C0B0,1,Drug-Free Communities Support Program Grants,AUTOMATIC,Y
16.73,237D10FAA760C0B0E043814FD881C0B0,1,Reduction and Prevention of Children's Exposure to Violence,AUTOMATIC,Y
16.731,237D10FAA761C0B0E043814FD881C0B0,1,Tribal Youth Program,AUTOMATIC,Y
16.732,237D10FAA762C0B0E043814FD881C0B0,1,National Evaluation of the Safe Schools_Healthy Students Initiative,AUTOMATIC,Y
16.733,237D10FAA763C0B0E043814FD881C0B0,1,National Incident Based Reporting System,AUTOMATIC,Y
16.734,237D10FAA764C0B0E043814FD881C0B0,1,Special Data Collections and Statistical Studies,AUTOMATIC,Y
16.735,237D10FAAB6DC0B0E043814FD881C0B0,1,Protecting Inmates and Safeguarding Communities Discretionary Grant Program,AUTOMATIC,Y
