FIN_COA_CD,ACCOUNT_NBR,OBJ_ID,VER_NBR,ACCOUNT_NM,ACCT_FSC_OFC_UID,ACCT_SPVSR_UNVL_ID,ACCT_MGR_UNVL_ID,ORG_CD,ACCT_TYP_CD,ACCT_PHYS_CMP_CD,SUB_FUND_GRP_CD,ACCT_FRNG_BNFT_CD,FIN_HGH_ED_FUNC_CD,ACCT_RSTRC_STAT_CD,ACCT_RSTRC_STAT_DT,ACCT_CITY_NM,ACCT_STATE_CD,ACCT_STREET_ADDR,ACCT_ZIP_CD,RPTS_TO_FIN_COA_CD,RPTS_TO_ACCT_NBR,ACCT_CREATE_DT,ACCT_EFFECT_DT,ACCT_EXPIRATION_DT,CONT_FIN_COA_CD,CONT_ACCOUNT_NBR,ENDOW_FIN_COA_CD,ENDOW_ACCOUNT_NBR,CONTR_CTRL_FCOA_CD,CONTR_CTRLACCT_NBR,INCOME_FIN_COA_CD,INCOME_ACCOUNT_NBR,ACCT_ICR_TYP_CD,AC_CSTM_ICREXCL_CD,FIN_SERIES_ID,ICR_FIN_COA_CD,ICR_ACCOUNT_NBR,ACCT_IN_FP_CD,BDGT_REC_LVL_CD,ACCT_SF_CD,ACCT_PND_SF_CD,FIN_EXT_ENC_SF_CD,FIN_INT_ENC_SF_CD,FIN_PRE_ENC_SF_CD,FIN_OBJ_PRSCTRL_CD,CG_CFDA_NBR,ACCT_OFF_CMP_IND,ACCT_CLOSED_IND,CG_ACCT_RESP_ID,OLE_UNIV_ACCT_NBR,LBR_BEN_RT_CAT_CD,VNDR_HDR_GNRTD_ID,VNDR_DTL_ASND_ID
"BL","4824502","451F07780B74B1C6E043814FD881B1C6",2,"NSF DEB-9806290  L RIESEBERG","OLE1649901062","OLE6276904397","OLE4113408611","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN HALL","47405",null,null,980923105345,980915000000,010831000000,"BL","2324689",null,null,null,null,"UA","6812757","21",null,"092","BL","1023287",null,"O","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824503","451F07780B75B1C6E043814FD881B1C6",2,"NSF MCB-9807800 KAO","OLE1650302125","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERD","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 142","47405",null,null,980929165458,981110000000,020131000000,"BL","2324689",null,null,null,null,"UA","6812757","23",null,"092","BL","1023287",null,"O","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824504","451F07780B76B1C6E043814FD881B1C6",2,"NSF DEB-9996022 M.WADE","OLE4249202839","OLE5694307882","OLE4119106569","BI","NA","BL","FEDERD","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 142","47405",null,null,981028165735,980801000000,990930000000,"BL","5431400",null,null,null,null,"UA","6812757","21",null,"110","BL","1023287",null,"O","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824505","451F07780B77B1C6E043814FD881B1C6",2,"NSF IBN-9816705;002 S STROME","OLE1651505232","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERA","Y","CSSR","R",null,"BLOOMINGTON","IN","JORDAN 142","47405",null,null,990202144248,990401000000,020331000000,"BL","2324689",null,null,null,null,"UA","6812757","10",null,"000","BL","1023287",null,"O","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824506","451F07780B78B1C6E043814FD881B1C6",2,"NSF DEB9806290(REU SUPP) L RIESEBERG","OLE1653307941","OLE6276904397","OLE4120805311","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN HALL","47405",null,null,990405095130,980915000000,010831000000,"BL","2324689",null,null,"BL","4824502","UA","6812757","12",null,"054","BL","1023287",null,"O","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824507","451F07780B79B1C6E043814FD881B1C6",2,"TERMINATE ---NSF DBI-9877083/RIESEBERG","OLE1655402715","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERM","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 142","47405",null,null,990510103602,990501000000,990501000000,"BL","5431400",null,null,null,null,"UA","6812757","10",null,"000","BL","1023287",null,"O","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824508","451F07780B7AB1C6E043814FD881B1C6",2,"NSF DEB-9902345 (DIANA WOLF)L RIESEBERG","OLE1658401295","OLE5691404828","OLE1781003865","BI","NA","BL","FEDERM","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN HALL","47405",null,null,990614133453,990601000000,010531000000,"BL","2324689",null,null,null,null,"UA","6812757","10",null,"000","BL","1023287",null,"O","N","N","Y","Y","Y","N","47.074","N","Y",10,"1047410","--",null,null
"BL","4824509","451F07780B7BB1C6E043814FD881B1C6",2,"NSF MCB-9996308 FOSTER","OLE6076602019","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERD","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 142","47405",null,null,990623153829,990801000000,040430000000,"BL","2324689",null,null,null,null,"UA","6812757","23",null,"092","BL","1023287",null,"O","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824510","451F07780B7CB1C6E043814FD881B1C6",2,"NSF IBN-900538 R.RAFF","OLE6076602019","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERD","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 142","47405",null,null,990721110145,990901000000,030831000000,"BL","2324689",null,null,null,null,"UA","6812757","21",null,"092","BL","1023287",null,"O","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824609","451F07780BC8B1C6E043814FD881B1C6",2,"CLOSED/NSF STI-9214417 BLUMENTHAL","OLE1726001190","OLE3792801722","OLE4232205284","BI","NA","BL","FEDERP","Y","CSSR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,920915000000,920915000000,920915000000,"BL","5431400",null,null,null,null,"BL","4824609","10","N","000","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.073","N","Y",10,"1047410","--",null,null
"BL","4824610","451F07780BC9B1C6E043814FD881B1C6",2,"NSF DIR-9014276 SIXTH YEAR","OLE1463708773","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,920901000000,920901000000,960831000000,"BL","5431400",null,null,null,null,"UA","6812757","23","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",7,"1047410","--",null,null
"BL","4824611","451F07780BCAB1C6E043814FD881B1C6",2,"NSF DEB-9727116 CLAY, K.","OLE1726903400","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERA","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,980407100630,980401000000,020331000000,"BL","2324689",null,null,null,null,"UA","6812757","21",null,"093","BL","1023287",null,"O","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824612","451F07780BCBB1C6E043814FD881B1C6",2,"NSF DIR-9014276 BEURKLE","OLE1463708773","OLE6276904397","OLE4242504968","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,921101000000,921101000000,960831000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",7,"1047410","--",null,null
"BL","4824613","451F07780BCCB1C6E043814FD881B1C6",2,"NSF DIR9014276DEUTSCHLANDER","OLE1463708773","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,921101000000,921101000000,960831000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",2,"1047410","--",null,null
"BL","4824614","451F07780BCDB1C6E043814FD881B1C6",2,"NSF DIR9014276DEUTSCHLANDER","OLE1463708773","OLE5576601733","OLE4244207032","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,921101000000,921101000000,960831000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824615","451F07780BCEB1C6E043814FD881B1C6",2,"NSF DIR-9014276 LEVRI","OLE1463708773","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,921101000000,921101000000,960229000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824616","451F07780BCFB1C6E043814FD881B1C6",2,"NSF DIR-9014276 WENTE","OLE1463708773","OLE6276904397","OLE4249202839","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,921101000000,921101000000,960831000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824617","451F07780BD0B1C6E043814FD881B1C6",2,"NSF DIR-9014276 ANDRASO","OLE1463708773","OLE5566404040","OLE1781003865","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,921101000000,921101000000,960229000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824618","451F07780BD1B1C6E043814FD881B1C6",2,"NSF DIR-9014276 BOWMAN","OLE1463708773","OLE5566302804","OLE1781003865","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,921101000000,921101000000,950228000000,"BL","5431400",null,null,null,null,"UA","6812757","23","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824619","451F07780BD2B1C6E043814FD881B1C6",2,"NSF IBN-9307067 SPONSEL","OLE1727405995","OLE6276904397","OLE4253800242","BI","NA","BL","FEDERH","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,930801000000,930801000000,950731000000,"BL","5431400",null,null,null,null,"UA","6812757","11","N","018","BL","1023287","N","L","N","N","Y","Y","Y","N","47.074","N","Y",9,"1047410","--",null,null
"BL","4824620","451F07780BD3B1C6E043814FD881B1C6",2,"NSF MCB-9316007 KAO","OLE1729700072","OLE5564804827","OLE1781003865","BI","NA","BL","FEDERH","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,930701000000,930701000000,941231000000,"BL","5431400",null,null,null,null,"UA","6812757","10","N","000","BL","1023287","N","L","N","N","Y","Y","Y","N","47.074","N","Y",11,"1047410","--",null,null
"BL","4824621","451F07780BD4B1C6E043814FD881B1C6",2,"NSF IBN-9305931 REAL","OLE1730300231","OLE5563807567","OLE1781003865","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,930801000000,930801000000,970131000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","121","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824622","451F07780BD5B1C6E043814FD881B1C6",2,"NSF DEB-9307999 SINERVO","OLE1730803719","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,930815000000,930815000000,970131000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","099","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",9,"1047410","--",null,null
"BL","4824623","451F07780BD6B1C6E043814FD881B1C6",2,"NSF IBN-9303836 BAUER","OLE1731109684","OLE5561408311","OLE1781003865","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,930801000000,930801000000,970131000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","099","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",7,"1047410","--",null,null
"BL","4824624","451F07780BD7B1C6E043814FD881B1C6",2,"NSF IBN-9307134 ESTELLE","OLE1731701724","OLE6276904397","OLE4261500338","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,930901000000,930901000000,970831000000,"BL","5431400",null,null,null,null,"UA","6812757","21",null,"099","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824625","451F07780BD8B1C6E043814FD881B1C6",2,"NSF DIR-9014276 TUTTLE","OLE3012703100","OLE1463708773","OLE4263602369","BI","NA","BL","FEDERK","Y","S&F","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,930901000000,930901000000,960229000000,"BL","5431400",null,null,null,null,"UA","6812757","23","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824626","451F07780BD9B1C6E043814FD881B1C6",2,"NSF DIR-9014276 WEIGMANN","OLE3012703100","OLE1463708773","OLE4263702699","BI","NA","BL","FEDERK","Y","S&F","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,931001000000,931001000000,960831000000,"BL","5431400",null,null,null,null,"UA","6812757","21",null,"014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824627","451F07780BDAB1C6E043814FD881B1C6",2,"NSF DEB-9306913 SWENSEN","OLE1732006186","OLE6276904397","OLE4266401961","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,931001000000,931001000000,970430000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","099","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824628","451F07780BDBB1C6E043814FD881B1C6",2,"NSF DEB-9307068 GASTONY","OLE1732407799","OLE5558702729","OLE4267003682","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940301000000,931015000000,980331000000,"BL","5431400",null,null,null,null,"UA","6812757","21",null,"121","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",2,"1047410","--",null,null
"BL","4824629","451F07780BDCB1C6E043814FD881B1C6",2,"NSF DIR-9014276 FISCHER","OLE1463708773","OLE1257009999","OLE4269702290","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,931228000000,931101000000,960229000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824630","451F07780BDDB1C6E043814FD881B1C6",2,"NSF DIR-9014276 FRANKINO","OLE3012703100","OLE1463708773","OLE1781003865","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,931228000000,931101000000,960831000000,"BL","5431400",null,null,null,null,"UA","6812757","23","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824631","451F07780BDEB1C6E043814FD881B1C6",2,"NSF DIR-9014276 JENKINS","OLE3012703100","OLE1463708773","OLE4272005744","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,931228000000,931101000000,960831000000,"BL","5431400",null,null,null,null,"UA","6812757","21",null,"014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824632","451F07780BDFB1C6E043814FD881B1C6",2,"NSF DIR-9014276 KAST","OLE3012703100","OLE1463708773","OLE1781003865","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,931228000000,931101000000,960229000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824633","451F07780BE0B1C6E043814FD881B1C6",2,"NSF DIR-9014276 KLUKOWSKI","OLE3012703100","OLE1463708773","OLE4273503988","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGOTN","IN","JORDAN 044","47405-6801",null,null,931228000000,931101000000,960831000000,"BL","5431400",null,null,null,null,"UA","6812757","23","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",2,"1047410","--",null,null
"BL","4824634","451F07780BE1B1C6E043814FD881B1C6",2,"NSF DIR-9014276 PYTTE","OLE3012703100","OLE1463708773","OLE1781003865","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,931228000000,931101000000,960229000000,"BL","5431400",null,null,null,null,"UA","6812757","23","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",1,"1047410","--",null,null
"BL","4824635","451F07780BE2B1C6E043814FD881B1C6",2,"NSF DEB-9496055 RIESEBERG","OLE1736203498","OLE5557907664","OLE1781003865","BI","NA","BL","FEDERH","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940107000000,931101000000,940831000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","119","BL","1023287","N","L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824636","451F07780BE3B1C6E043814FD881B1C6",2,"NSF DEB-9307999 OFF CAMPUS","OLE1736503440","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940110000000,930815000000,970131000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","056","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",7,"1047410","--",null,null
"BL","4824637","451F07780BE4B1C6E043814FD881B1C6",2,"NSF MCB-9318858 PALMER","OLE1736801902","OLE6276904397","OLE4277405545","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940111000000,940201000000,970731000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","099","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824638","451F07780BE5B1C6E043814FD881B1C6",2,"NSF DEB-9319002 005 DELPH","OLE1739403301","OLE6276904397","OLE4278406062","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN HALL","47405-6801",null,null,940406000000,940415000000,990930000000,"BL","5431400",null,null,null,null,"UA","6812757","21",null,"099","BL","1023287",null,"L","N","N","N","N","N","N","47.074","N","Y",2,"1047410","--",null,null
"BL","4824639","451F07780BE6B1C6E043814FD881B1C6",2,"NSF DEB - 9318594 PALMER","OLE1739701101","OLE5546405401","OLE4279703397","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940415000000,940401000000,970930000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","099","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.049","N","Y",2,"1047410","--",null,null
"BL","4824640","451F07780BE7B1C6E043814FD881B1C6",2,"NSF DIR-9014276 BOLYARD","OLE1463708773","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940504000000,940504000000,960229000000,"BL","4824577",null,null,"BL","4824577","UA","6812757","23","N","014","BL","1023287",null,"L","N","N","N","Y","Y","N","47.074","N","Y",2,"1047410","--",null,null
"BL","4824641","451F07780BE8B1C6E043814FD881B1C6",2,"NSF DIR-9014276 - REPASKY","OLE1463708773","OLE5541506375","OLE4282802442","BI","NA","BL","FEDERK","Y","S&F","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940428000000,940301000000,950228000000,"BL","5431400",null,null,null,null,"UA","6812757","21",null,"014","BL","1023287",null,"L","N","N","Y","Y","Y","N",null,"N","Y",5,"1047410","--",null,null
"BL","4824642","451F07780BE9B1C6E043814FD881B1C6",2,"NSF DEB-9409147 REAL","OLE1740109702","OLE5541103026","OLE4284003768","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940701151127,940801000000,970131000000,"BL","1023200",null,null,null,null,"UA","6812757","21",null,"117","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824643","451F07780BEAB1C6E043814FD881B1C6",2,"NSF DEB-9411951 DELPH","OLE1741303111","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940707165913,940815000000,970531000000,"BL","5431400",null,null,null,null,"UA","6812757","10",null,"000","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",9,"1047410","--",null,null
"BL","4824644","451F07780BEBB1C6E043814FD881B1C6",2,"NSF BIR-9411101 PALMER","OLE1741404211","OLE6276904397","OLE4287502068","BI","NA","BL","FEDERK","Y","S&F","R",null,"BLGTN","IN","JORDAN 044","47405-6801",null,null,940707165632,940701000000,950630000000,"BL","5431400",null,null,null,null,"BL","4824644","10",null,"000","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824645","451F07780BECB1C6E043814FD881B1C6",2,"NSF BIR-9411101 PALMER","OLE1742006822","OLE5535405928","OLE1781003865","BI","NA","BL","FEDERK","Y","S&F","R",null,"BLGTN","IN","JORDAN 044","47405-6801",null,null,940721143941,940701000000,960630000000,"BL","5431400",null,null,"BL",null,"BL","4824645","10","N","000","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",1,"1047410","--",null,null
"BL","4824646","451F07780BEDB1C6E043814FD881B1C6",2,"NSF BIR-9411128 RIESEBERG","OLE1742302068","OLE5535209660","OLE4291201206","BI","NA","BL","FEDERK","Y","S&F","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940726163132,940701000000,960630000000,"BL","5431400",null,null,null,null,"BL","4824646","10","N","000","BL","1023287",null,"L","N","N","Y","Y","Y","Y","47.074","N","Y",2,"1047410","--",null,null
"BL","4824647","451F07780BEEB1C6E043814FD881B1C6",2,"NSF BIR-9411049-RAFF","OLE1743101782","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERC","Y","S&F","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940816081956,940801000000,960831000000,"BL","5431400",null,null,null,null,"BL","4824647","10","N","000","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.075","N","Y",5,"1047410","--",null,null
"BL","4824648","451F07780BEFB1C6E043814FD881B1C6",2,"NSF DIR-9014276 SCHANK","OLE3012703100","OLE1463708773","OLE1781003865","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940915151647,940901000000,960831000000,"BL","5431400",null,null,"BL","4824577","UA","6812757","11",null,"014","BL","1023287",null,"L","N","N","Y","Y","Y","Y","47.074","N","Y",5,"1047410","--",null,null
"BL","4824649","451F07780BF0B1C6E043814FD881B1C6",2,"NSF-IBN-9318358-SPONSEL","OLE1745006885","OLE6276904397","OLE4292804925","BI","NA","BL","FEDERQ","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940913130130,940901000000,950831000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","093","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",2,"1047410","--",null,null
"BL","4824651","451F07780BF1B1C6E043814FD881B1C6",2,"NSF IBN-9412288 KETTERSON","OLE1463708773","OLE5526807351","OLE4294206573","BI","NA","BL","FEDERK","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,940924115557,940901000000,970228000000,"BL","5431400",null,null,null,null,"UA","6812757","10",null,"000",null,null,null,"L","N","N","Y","Y","Y","Y","47.074","N","Y",7,"1047410","--",null,null
"BL","4824652","451F07780BF2B1C6E043814FD881B1C6",2,"NSF IBN-9408061 (ON-CAMPUS) KETTERSON","OLE1463708773","OLE5525505651","OLE4295400514","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN HALL 142","47405",null,null,940927172347,940901000000,980831000000,"BL","5431400",null,null,null,null,"UA","6812757","23",null,"093","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",1,"1047410","--",null,null
"BL","4824653","451F07780BF3B1C6E043814FD881B1C6",2,"NSF IBN-9408061(OFF-CAMPUS KETTERSON","OLE1463708773","OLE6276904397","OLE1781003865","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN HALL 142","47405",null,null,940927171522,940901000000,980831000000,"BL","5431400",null,null,null,null,"UA","6812757","23",null,"056","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",5,"1047410","--",null,null
"BL","4824654","451F07780BF4B1C6E043814FD881B1C6",2,"NSF BIR-9403760 / K. MATTHEWS","OLE1747705005","OLE5525106066","OLE1781003865","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN A503","47405",null,null,941017154115,940915000000,990831000000,"BL","5431400",null,null,null,null,"UA","6812757","21",null,"119","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",9,"1047410","--",null,null
"BL","4824655","451F07780BF5B1C6E043814FD881B1C6",2,"NSF DEB-9409395 WATSON","OLE1747901877","OLE5518608449","OLE1781003865","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLGTN","IN","JORDAN 212","47405",null,null,941209152639,941201000000,001231000000,"BL","2324689",null,null,null,null,"UA","6812757","21",null,"099","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",10,"1047410","--",null,null
"BL","4824656","451F07780BF6B1C6E043814FD881B1C6",2,"NSF DEB-9419206","OLE1750004647","OLE5516501534","OLE4312006998","BI","NA","BL","FEDERP","Y","IPR","R",null,"BLOOMINGTON","IN","JORDAN HALL","47405",null,null,950206111650,950201000000,980731000000,"BL","5431400",null,null,null,null,"UA","6812757","21","N","099","BL","1023287",null,"A","N","N","Y","Y","Y","N","47.074","N","Y",null,"1047410","--",null,null
"BL","4824657","451F07780BF7B1C6E043814FD881B1C6",2,"NSF IBN-9417034 BLUMENTHAL","OLE1756202191","OLE3792801722","OLE1781003865","BI","NA","BL","FEDERF","Y","IN","R",null,"BLOOMINGTON","IN","JORDAN A313","47405",null,null,950222155818,950401000000,970331000000,"BL","5431400",null,null,null,null,"UA","6812757","10","N","000","BL","1023287",null,"L","N","N","Y","Y","Y","Y","47.075","N","Y",null,"1047410","--",null,null
"BL","4824658","451F07780BF8B1C6E043814FD881B1C6",2,"NSF DIR-9014276 HAYES","OLE1463708773","OLE5511601466","OLE1781003865","BI","NA","BL","FEDERK","Y","IN","R",null,"BLOOMINGTON","IN","JORDAN 044","47405-6801",null,null,950410174357,950315000000,960229000000,"BL","5431400",null,null,"BL","4824577","UA","6812757","21","N","014","BL","1023287",null,"L","N","N","Y","Y","Y","N","47.074","N","Y",7,"1047410","--",null,null
