CA_ICR_ACCT_GNRTD_ID,OBJ_ID,VER_NBR,FIN_COA_CD,ACCOUNT_NBR,ICR_FIN_COA_CD,ICR_FIN_ACCT_NBR,ACLN_PCT,DOBJ_MAINT_CD_ACTV_IND
10576,C472501072725765E040220A4C16066C,1,BL,4531402,BL,1023287,100,Y
10577,C472501072735765E040220A4C16066C,1,BL,4531403,BL,1023287,100,Y
10578,C472501072745765E040220A4C16066C,1,BL,4531404,BL,1023287,100,Y
10579,C472501072755765E040220A4C16066C,1,BL,4531405,BL,1023287,100,Y
10580,C472501072765765E040220A4C16066C,1,BL,4531406,BL,1023287,100,Y
10581,C472501072775765E040220A4C16066C,1,BL,4531407,BL,1023287,100,Y
10582,C472501072785765E040220A4C16066C,1,BL,4531408,BL,1023287,100,Y
10583,C472501072795765E040220A4C16066C,1,BL,4531409,BL,1023287,100,Y
10584,C4725010727A5765E040220A4C16066C,1,BL,4531410,BL,1023287,100,Y
10585,C4725010727B5765E040220A4C16066C,1,BL,4531411,BL,1023287,100,Y
10586,C4725010727C5765E040220A4C16066C,1,BL,4531412,BL,1023287,100,Y
10587,C4725010727D5765E040220A4C16066C,1,BL,4531413,BL,1023287,100,Y
10588,C4725010727E5765E040220A4C16066C,1,BL,4531414,BL,1023287,100,Y
10589,C4725010727F5765E040220A4C16066C,1,BL,4531415,BL,1023287,100,Y
10590,C472501072805765E040220A4C16066C,1,BL,4531416,BL,1023287,100,Y
10591,C472501072815765E040220A4C16066C,1,BL,4542808,BL,1023287,100,Y
10592,C472501072825765E040220A4C16066C,1,BL,4542810,BL,1023287,100,Y
10593,C472501072835765E040220A4C16066C,1,BL,4542813,BL,1042987,100,Y
10594,C472501072845765E040220A4C16066C,1,BL,4542902,BL,1042987,100,Y
10595,C472501072855765E040220A4C16066C,1,BL,4542991,BL,1042987,100,Y
10596,C472501072865765E040220A4C16066C,1,BL,4624400,BL,1023287,100,Y
10597,C472501072875765E040220A4C16066C,1,BL,4624401,BL,1023287,100,Y
10598,C472501072885765E040220A4C16066C,1,BL,4624402,BL,1023287,100,Y
10599,C472501072895765E040220A4C16066C,1,BL,4624403,BL,1023287,100,Y
10600,C4725010728A5765E040220A4C16066C,1,BL,4624404,BL,1023287,100,Y
10601,C4725010728B5765E040220A4C16066C,1,BL,4624405,BL,1023287,100,Y
10602,C4725010728C5765E040220A4C16066C,1,BL,4624406,BL,1023287,100,Y
10603,C4725010728D5765E040220A4C16066C,1,BL,4624407,BL,1023287,100,Y
10604,C4725010728E5765E040220A4C16066C,1,BL,4624408,BL,1023287,100,Y
10605,C4725010728F5765E040220A4C16066C,1,BL,4624409,BL,1023287,100,Y
10606,C472501072905765E040220A4C16066C,1,BL,4624410,BL,1023287,100,Y
10607,C472501072915765E040220A4C16066C,1,BL,4624411,BL,1023287,100,Y
10608,C472501072925765E040220A4C16066C,1,BL,4624412,BL,1023287,100,Y
10609,C472501072935765E040220A4C16066C,1,BL,4624413,BL,1023287,100,Y
10610,C472501072945765E040220A4C16066C,1,BL,4624414,BL,1023287,100,Y
10611,C472501072955765E040220A4C16066C,1,BL,4624415,BL,1023287,100,Y
10612,C472501072965765E040220A4C16066C,1,BL,4624416,BL,1023287,100,Y
10613,C472501072975765E040220A4C16066C,1,BL,4624417,BL,1023287,100,Y
10614,C472501072985765E040220A4C16066C,1,BL,4624418,BL,1023287,100,Y
10615,C472501072995765E040220A4C16066C,1,BL,4624419,BL,1023287,100,Y
10616,C4725010729A5765E040220A4C16066C,1,BL,4624445,BL,1023287,100,Y
10617,C4725010729B5765E040220A4C16066C,1,BL,4624446,BL,1023287,100,Y
10618,C4725010729C5765E040220A4C16066C,1,BL,4624447,BL,1023287,100,Y
10619,C4725010729D5765E040220A4C16066C,1,BL,4624448,BL,1023287,100,Y
10620,C4725010729E5765E040220A4C16066C,1,BL,4624449,BL,1023287,100,Y
10621,C4725010729F5765E040220A4C16066C,1,BL,4624450,BL,1023287,100,Y
10622,C472501072A05765E040220A4C16066C,1,BL,4624451,BL,1023287,100,Y
10623,C472501072A15765E040220A4C16066C,1,BL,4624452,BL,1023287,100,Y
10624,C472501072A25765E040220A4C16066C,1,BL,4624453,BL,1023287,100,Y
10625,C472501072A35765E040220A4C16066C,1,BL,4624454,BL,1023287,100,Y
10626,C472501072A45765E040220A4C16066C,1,BL,4624455,BL,1023287,100,Y
10627,C472501072A55765E040220A4C16066C,1,BL,4624456,BL,1023287,100,Y
10628,C472501072A65765E040220A4C16066C,1,BL,4624457,BL,1023287,100,Y
10629,C472501072A75765E040220A4C16066C,1,BL,4624458,BL,1023287,100,Y
10630,C472501072A85765E040220A4C16066C,1,BL,4624459,BL,1023287,100,Y
10631,C472501072A95765E040220A4C16066C,1,BL,4624500,BL,1023287,100,Y
10632,C472501072AA5765E040220A4C16066C,1,BL,4624501,BL,1023287,100,Y
10633,C472501072AB5765E040220A4C16066C,1,BL,4624502,BL,1023287,100,Y
10634,C472501072AC5765E040220A4C16066C,1,BL,4624503,BL,1023287,100,Y
10635,C472501072AD5765E040220A4C16066C,1,BL,4624504,BL,1023287,100,Y
10636,C472501072AE5765E040220A4C16066C,1,BL,4624505,BL,1023287,100,Y
10637,C472501072AF5765E040220A4C16066C,1,BL,4624506,BL,1023287,100,Y
10638,C472501072B05765E040220A4C16066C,1,BL,4624507,BL,1023287,100,Y
10639,C472501072B15765E040220A4C16066C,1,BL,4624508,BL,1023287,100,Y
10640,C472501072B25765E040220A4C16066C,1,BL,4624509,BL,1023287,100,Y
10641,C472501072B35765E040220A4C16066C,1,BL,4624510,BL,1023287,100,Y
10642,C472501072B45765E040220A4C16066C,1,BL,4624511,BL,1023287,100,Y
10643,C472501072B55765E040220A4C16066C,1,BL,4624512,BL,1023287,100,Y
10644,C472501072B65765E040220A4C16066C,1,BL,4624513,BL,1023287,100,Y
10645,C472501072B75765E040220A4C16066C,1,BL,4624514,BL,1023287,100,Y
10646,C472501072B85765E040220A4C16066C,1,BL,4624515,BL,1023287,100,Y
10647,C472501072B95765E040220A4C16066C,1,BL,4624516,BL,1023287,100,Y
10648,C472501072BA5765E040220A4C16066C,1,BL,4624517,BL,1023287,100,Y
10649,C472501072BB5765E040220A4C16066C,1,BL,4624518,BL,1023287,100,Y
10650,C472501072BC5765E040220A4C16066C,1,BL,4624519,BL,1023287,100,Y
10651,C472501072BD5765E040220A4C16066C,1,BL,4624520,BL,1023287,100,Y
10652,C472501072BE5765E040220A4C16066C,1,BL,4624521,BL,1023287,100,Y
10653,C472501072BF5765E040220A4C16066C,1,BL,4624522,BL,1023287,100,Y
10654,C472501072C05765E040220A4C16066C,1,BL,4624523,BL,1023287,100,Y
10655,C472501072C15765E040220A4C16066C,1,BL,4624524,BL,1023287,100,Y
10656,C472501072C25765E040220A4C16066C,1,BL,4624525,BL,1023287,100,Y
10657,C472501072C35765E040220A4C16066C,1,BL,4624526,BL,1023287,100,Y
10658,C472501072C45765E040220A4C16066C,1,BL,4624527,BL,1023287,100,Y
10659,C472501072C55765E040220A4C16066C,1,BL,4624528,BL,1023287,100,Y
10660,C472501072C65765E040220A4C16066C,1,BL,4624529,BL,1023287,100,Y
10661,C472501072C75765E040220A4C16066C,1,BL,4624530,BL,1023287,100,Y
10662,C472501072C85765E040220A4C16066C,1,BL,4624531,BL,1023287,100,Y
10663,C472501072C95765E040220A4C16066C,1,BL,4624532,BL,1023287,100,Y
10664,C472501072CA5765E040220A4C16066C,1,BL,4624534,BL,1023287,100,Y
10665,C472501072CB5765E040220A4C16066C,1,BL,4624535,BL,1023287,100,Y
10666,C472501072CC5765E040220A4C16066C,1,BL,4624536,BL,1023287,100,Y
10667,C472501072CD5765E040220A4C16066C,1,BL,4624537,BL,1023287,100,Y
10668,C472501072CE5765E040220A4C16066C,1,BL,4624538,BL,1023287,100,Y
10669,C472501072CF5765E040220A4C16066C,1,BL,4624539,BL,1023287,100,Y
10670,C472501072D05765E040220A4C16066C,1,BL,4624540,BL,1023287,100,Y
10671,C472501072D15765E040220A4C16066C,1,BL,4624541,BL,1023287,100,Y
10672,C472501072D25765E040220A4C16066C,1,BL,4624542,BL,1023287,100,Y
10673,C472501072D35765E040220A4C16066C,1,BL,4624543,BL,1023287,100,Y
10674,C472501072D45765E040220A4C16066C,1,BL,4624544,BL,1023287,100,Y
10675,C472501072D55765E040220A4C16066C,1,BL,4624545,BL,1023287,100,Y
10676,C472501072D65765E040220A4C16066C,1,BL,4624546,BL,1023287,100,Y
10677,C472501072D75765E040220A4C16066C,1,BL,4624547,BL,1023287,100,Y
10678,C472501072D85765E040220A4C16066C,1,BL,4624548,BL,1023287,100,Y
10679,C472501072D95765E040220A4C16066C,1,BL,4624549,BL,1023287,100,Y
10680,C472501072DA5765E040220A4C16066C,1,BL,4624550,BL,1023287,100,Y
10681,C472501072DB5765E040220A4C16066C,1,BL,4624551,BL,1023287,100,Y
10682,C472501072DC5765E040220A4C16066C,1,BL,4624552,BL,1023287,100,Y
10683,C472501072DD5765E040220A4C16066C,1,BL,4624553,BL,1023287,100,Y
10684,C472501072DE5765E040220A4C16066C,1,BL,4624554,BL,1023287,100,Y
10685,C472501072DF5765E040220A4C16066C,1,BL,4624555,BL,1023287,100,Y
10686,C472501072E05765E040220A4C16066C,1,BL,4624556,BL,1023287,100,Y
10687,C472501072E15765E040220A4C16066C,1,BL,4624557,BL,1023287,100,Y
10688,C472501072E25765E040220A4C16066C,1,BL,4624558,BL,1023287,100,Y
10689,C472501072E35765E040220A4C16066C,1,BL,4624559,BL,1023287,100,Y
10690,C472501072E45765E040220A4C16066C,1,BL,4624560,BL,1023287,100,Y
10691,C472501072E55765E040220A4C16066C,1,BL,4624561,BL,1023287,100,Y
10692,C472501072E65765E040220A4C16066C,1,BL,4624562,BL,1023287,100,Y
10693,C472501072E75765E040220A4C16066C,1,BL,4624563,BL,1023287,100,Y
10694,C472501072E85765E040220A4C16066C,1,BL,4624564,BL,1023287,100,Y
10695,C472501072E95765E040220A4C16066C,1,BL,4624565,BL,1023287,100,Y
10696,C472501072EA5765E040220A4C16066C,1,BL,4624566,BL,1023287,100,Y
10697,C472501072EB5765E040220A4C16066C,1,BL,4624567,BL,1023287,100,Y
10698,C472501072EC5765E040220A4C16066C,1,BL,4624568,BL,1023287,100,Y
10699,C472501072ED5765E040220A4C16066C,1,BL,4624569,BL,1023287,100,Y
10700,C472501072EE5765E040220A4C16066C,1,BL,4624570,BL,1023287,100,Y
10701,C472501072EF5765E040220A4C16066C,1,BL,4624571,BL,1023287,100,Y
10702,C472501072F05765E040220A4C16066C,1,BL,4624572,BL,1023287,100,Y
10703,C472501072F15765E040220A4C16066C,1,BL,4624573,BL,1023287,100,Y
10704,C472501072F25765E040220A4C16066C,1,BL,4624574,BL,1023287,100,Y
10705,C472501072F35765E040220A4C16066C,1,BL,4624575,BL,1023287,100,Y
10706,C472501072F45765E040220A4C16066C,1,BL,4624576,BL,1023287,100,Y
10707,C472501072F55765E040220A4C16066C,1,BL,4624577,BL,1023287,100,Y
10708,C472501072F65765E040220A4C16066C,1,BL,4624578,BL,1023287,100,Y
10709,C472501072F75765E040220A4C16066C,1,BL,4624579,BL,1023287,100,Y
10710,C472501072F85765E040220A4C16066C,1,BL,4624580,BL,1023287,100,Y
10711,C472501072F95765E040220A4C16066C,1,BL,4624421,BL,1023287,100,Y
10712,C472501072FA5765E040220A4C16066C,1,BL,4624422,BL,1023287,100,Y
10713,C472501072FB5765E040220A4C16066C,1,BL,4624423,BL,1023287,100,Y
10714,C472501072FC5765E040220A4C16066C,1,BL,4624424,BL,1023287,100,Y
10715,C472501072FD5765E040220A4C16066C,1,BL,4624425,BL,1023287,100,Y
10716,C472501072FE5765E040220A4C16066C,1,BL,4624426,BL,1023287,100,Y
10717,C472501072FF5765E040220A4C16066C,1,BL,4624427,BL,1023287,100,Y
10718,C472501073005765E040220A4C16066C,1,BL,4624428,BL,1023287,100,Y
10719,C472501073015765E040220A4C16066C,1,BL,4624429,BL,1023287,100,Y
10720,C472501073025765E040220A4C16066C,1,BL,4624430,BL,1023287,100,Y
10721,C472501073035765E040220A4C16066C,1,BL,4624431,BL,1023287,100,Y
10722,C472501073045765E040220A4C16066C,1,BL,4624432,BL,1023287,100,Y
10723,C472501073055765E040220A4C16066C,1,BL,4624433,BL,1023287,100,Y
10724,C472501073065765E040220A4C16066C,1,BL,4624434,BL,1023287,100,Y
10725,C472501073075765E040220A4C16066C,1,BL,4624435,BL,1023287,100,Y
10726,C472501073085765E040220A4C16066C,1,BL,4624436,BL,1023287,100,Y
10727,C472501073095765E040220A4C16066C,1,BL,4624437,BL,1023287,100,Y
10728,C4725010730A5765E040220A4C16066C,1,BL,4624438,BL,1023287,100,Y
10729,C4725010730B5765E040220A4C16066C,1,BL,4624439,BL,1023287,100,Y
10730,C4725010730C5765E040220A4C16066C,1,BL,4624440,BL,1023287,100,Y
10731,C4725010730D5765E040220A4C16066C,1,BL,4624441,BL,1023287,100,Y
10732,C4725010730E5765E040220A4C16066C,1,BL,4624442,BL,1023287,100,Y
10733,C4725010730F5765E040220A4C16066C,1,BL,4624443,BL,1023287,100,Y
10734,C472501073105765E040220A4C16066C,1,BL,4624444,BL,1023287,100,Y
10735,C472501073115765E040220A4C16066C,1,BL,4524728,BL,1023287,100,Y
10736,C472501073125765E040220A4C16066C,1,BL,4524729,BL,1023287,100,Y
10737,C472501073135765E040220A4C16066C,1,BL,4524730,BL,1023287,100,Y
10738,C472501073145765E040220A4C16066C,1,BL,4524731,BL,1023287,100,Y
10739,C472501073155765E040220A4C16066C,1,BL,4524732,BL,1023287,100,Y
10740,C472501073165765E040220A4C16066C,1,BL,4524733,BL,1023287,100,Y
10741,C472501073175765E040220A4C16066C,1,BL,4524734,BL,1023287,100,Y
10742,C472501073185765E040220A4C16066C,1,BL,4524735,BL,1023287,100,Y
10743,C472501073195765E040220A4C16066C,1,BL,4524736,BL,1023287,100,Y
10744,C4725010731A5765E040220A4C16066C,1,BL,4524737,BL,1023287,100,Y
10745,C4725010731B5765E040220A4C16066C,1,BL,4524738,BL,1023287,100,Y
10746,C4725010731C5765E040220A4C16066C,1,BL,4524739,BL,1023287,100,Y
10747,C4725010731D5765E040220A4C16066C,1,BL,4524740,BL,1023287,100,Y
10748,C4725010731E5765E040220A4C16066C,1,BL,4524741,BL,1023287,100,Y
10749,C4725010731F5765E040220A4C16066C,1,BL,4524742,BL,1023287,100,Y
10750,C472501073205765E040220A4C16066C,1,BL,4524743,BL,1023287,100,Y
10751,C472501073215765E040220A4C16066C,1,BL,4524744,BL,1023287,100,Y
10752,C472501073225765E040220A4C16066C,1,BL,4524745,BL,1023287,100,Y
10753,C472501073235765E040220A4C16066C,1,BL,4524746,BL,1023287,100,Y
10754,C472501073245765E040220A4C16066C,1,BL,4524747,BL,1023287,100,Y
10755,C472501073255765E040220A4C16066C,1,BL,4524748,BL,1023287,100,Y
10756,C472501073265765E040220A4C16066C,1,BL,4524749,BL,1023287,100,Y
10757,C472501073275765E040220A4C16066C,1,BL,4524750,BL,1023287,100,Y
10758,C472501073285765E040220A4C16066C,1,BL,4524751,BL,1023287,100,Y
10759,C472501073295765E040220A4C16066C,1,BL,4624630,BL,1023287,100,Y
10760,C4725010732A5765E040220A4C16066C,1,BL,4624631,BL,1023287,100,Y
10761,C4725010732B5765E040220A4C16066C,1,BL,4624632,BL,1023287,100,Y
10762,C4725010732C5765E040220A4C16066C,1,BL,4624633,BL,1023287,100,Y
10763,C4725010732D5765E040220A4C16066C,1,BL,4624634,BL,1023287,100,Y
10764,C4725010732E5765E040220A4C16066C,1,BL,4624635,BL,1023287,100,Y
10765,C4725010732F5765E040220A4C16066C,1,BL,4624636,BL,1023287,100,Y
10766,C472501073305765E040220A4C16066C,1,BL,4624637,BL,1023287,100,Y
10767,C472501073315765E040220A4C16066C,1,BL,4624638,BL,1023287,100,Y
10768,C472501073325765E040220A4C16066C,1,BL,4624639,BL,1042987,100,Y
10769,C472501073335765E040220A4C16066C,1,BL,4624640,BL,1023287,100,Y
10770,C472501073345765E040220A4C16066C,1,BL,4624641,BL,1023287,100,Y
10771,C472501073355765E040220A4C16066C,1,BL,4624642,BL,1023287,100,Y
10772,C472501073365765E040220A4C16066C,1,BL,4624643,BL,1023287,100,Y
10773,C472501073375765E040220A4C16066C,1,BL,4624644,BL,1023287,100,Y
10774,C472501073385765E040220A4C16066C,1,BL,4624645,BL,1023287,100,Y
10775,C472501073395765E040220A4C16066C,1,BL,4624646,BL,1023287,100,Y
10776,C4725010733A5765E040220A4C16066C,1,BL,4624647,BL,1023287,100,Y
10777,C4725010733B5765E040220A4C16066C,1,BL,4624648,BL,1023287,100,Y
10778,C4725010733C5765E040220A4C16066C,1,BL,4624649,BL,1023287,100,Y
10779,C4725010733D5765E040220A4C16066C,1,BL,4624650,BL,1023287,100,Y
10780,C4725010733E5765E040220A4C16066C,1,BL,4624651,BL,1023287,100,Y
10781,C4725010733F5765E040220A4C16066C,1,BL,4624652,BL,1023287,100,Y
10782,C472501073405765E040220A4C16066C,1,BL,4624653,BL,1023287,100,Y
10783,C472501073415765E040220A4C16066C,1,BL,4624654,BL,1023287,100,Y
10784,C472501073425765E040220A4C16066C,1,BL,4624655,BL,1023287,100,Y
10785,C472501073435765E040220A4C16066C,1,BL,4624656,BL,1023287,100,Y
10786,C472501073445765E040220A4C16066C,1,BL,4624657,BL,1023287,100,Y
10787,C472501073455765E040220A4C16066C,1,BL,4624658,BL,1023287,100,Y
10788,C472501073465765E040220A4C16066C,1,BL,4624659,BL,1023287,100,Y
10789,C472501073475765E040220A4C16066C,1,BL,4624660,BL,1023287,100,Y
10790,C472501073485765E040220A4C16066C,1,BL,4624661,BL,1023287,100,Y
10791,C472501073495765E040220A4C16066C,1,BL,4624662,BL,1023287,100,Y
10792,C4725010734A5765E040220A4C16066C,1,BL,4624663,BL,1023287,100,Y
10793,C4725010734B5765E040220A4C16066C,1,BL,4624664,BL,1023287,100,Y
10794,C4725010734C5765E040220A4C16066C,1,BL,4624665,BL,1023287,100,Y
10795,C4725010734D5765E040220A4C16066C,1,BL,4624666,BL,1023287,100,Y
10796,C4725010734E5765E040220A4C16066C,1,BL,4624667,BL,1023287,100,Y
10797,C4725010734F5765E040220A4C16066C,1,BL,4624668,BL,1023287,100,Y
10798,C472501073505765E040220A4C16066C,1,BL,4624669,BL,1023287,100,Y
10799,C472501073515765E040220A4C16066C,1,BL,4624670,BL,1023287,100,Y
10800,C472501073525765E040220A4C16066C,1,BL,4624671,BL,1023287,100,Y
10801,C472501073535765E040220A4C16066C,1,BL,4624672,BL,1023287,100,Y
10802,C472501073545765E040220A4C16066C,1,BL,4624673,BL,1023287,100,Y
10803,C472501073555765E040220A4C16066C,1,BL,4624674,BL,1023287,100,Y
10804,C472501073565765E040220A4C16066C,1,BL,4624675,BL,1023287,100,Y
10805,C472501073575765E040220A4C16066C,1,BL,4624676,BL,1023287,100,Y
10806,C472501073585765E040220A4C16066C,1,BL,4624677,BL,1023287,100,Y
10807,C472501073595765E040220A4C16066C,1,BL,4624678,BL,1023287,100,Y
10808,C4725010735A5765E040220A4C16066C,1,BL,4624679,BL,1023287,100,Y
10809,C4725010735B5765E040220A4C16066C,1,BL,4624680,BL,1023287,100,Y
10810,C4725010735C5765E040220A4C16066C,1,BL,4624681,BL,1023287,100,Y
10811,C4725010735D5765E040220A4C16066C,1,BL,4624682,BL,1023287,100,Y
10812,C4725010735E5765E040220A4C16066C,1,BL,4624683,BL,1023287,100,Y
10813,C4725010735F5765E040220A4C16066C,1,BL,4624684,BL,1023287,100,Y
10814,C472501073605765E040220A4C16066C,1,BL,4624685,BL,1023287,100,Y
10815,C472501073615765E040220A4C16066C,1,BL,4624686,BL,1023287,100,Y
10816,C472501073625765E040220A4C16066C,1,BL,4624687,BL,1023287,100,Y
10817,C472501073635765E040220A4C16066C,1,BL,4624688,BL,1023287,100,Y
10818,C472501073645765E040220A4C16066C,1,BL,4624689,BL,1023287,100,Y
10819,C472501073655765E040220A4C16066C,1,BL,4624690,BL,1023287,100,Y
10820,C472501073665765E040220A4C16066C,1,BL,4624691,BL,1023287,100,Y
10821,C472501073675765E040220A4C16066C,1,BL,4624692,BL,1023287,100,Y
10822,C472501073685765E040220A4C16066C,1,BL,4624693,BL,1023287,100,Y
10823,C472501073695765E040220A4C16066C,1,BL,4624694,BL,1023287,100,Y
10824,C4725010736A5765E040220A4C16066C,1,BL,4624695,BL,1023287,100,Y
10825,C4725010736B5765E040220A4C16066C,1,BL,4624696,BL,1023287,100,Y
10826,C4725010736C5765E040220A4C16066C,1,BL,4624697,BL,1023287,100,Y
10827,C4725010736D5765E040220A4C16066C,1,BL,4624698,BL,1023287,100,Y
10828,C4725010736E5765E040220A4C16066C,1,BL,4624699,BL,1023287,100,Y
10829,C4725010736F5765E040220A4C16066C,1,BL,4624700,BL,1023287,100,Y
10830,C472501073705765E040220A4C16066C,1,BL,4624701,BL,1023287,100,Y
10831,C472501073715765E040220A4C16066C,1,BL,4624702,BL,1023287,100,Y
10832,C472501073725765E040220A4C16066C,1,BL,4624703,BL,1023287,100,Y
10833,C472501073735765E040220A4C16066C,1,BL,4624704,BL,1023287,100,Y
10834,C472501073745765E040220A4C16066C,1,BL,4624705,BL,1023287,100,Y
10835,C472501073755765E040220A4C16066C,1,BL,4624706,BL,1023287,100,Y
10836,C472501073765765E040220A4C16066C,1,BL,4624707,BL,1023287,100,Y
10837,C472501073775765E040220A4C16066C,1,BL,4624708,BL,1023287,100,Y
10838,C472501073785765E040220A4C16066C,1,BL,4624709,BL,1023287,100,Y
10839,C472501073795765E040220A4C16066C,1,BL,4624710,BL,1023287,100,Y
10840,C4725010737A5765E040220A4C16066C,1,BL,4624711,BL,1023287,100,Y
10841,C4725010737B5765E040220A4C16066C,1,BL,4624712,BL,1023287,100,Y
10842,C4725010737C5765E040220A4C16066C,1,BL,4624713,BL,1023287,100,Y
10843,C4725010737D5765E040220A4C16066C,1,BL,4624714,BL,1023287,100,Y
10844,C4725010737E5765E040220A4C16066C,1,BL,4624715,BL,1023287,100,Y
10845,C4725010737F5765E040220A4C16066C,1,BL,4624716,BL,1023287,100,Y
10846,C472501073805765E040220A4C16066C,1,BL,4624717,BL,1023287,100,Y
10847,C472501073815765E040220A4C16066C,1,BL,4624718,BL,1023287,100,Y
10848,C472501073825765E040220A4C16066C,1,BL,4624719,BL,1023287,100,Y
10849,C472501073835765E040220A4C16066C,1,BL,4624720,BL,1023287,100,Y
10850,C472501073845765E040220A4C16066C,1,BL,4624721,BL,1023287,100,Y
10851,C472501073855765E040220A4C16066C,1,BL,4624722,BL,1023287,100,Y
10852,C472501073865765E040220A4C16066C,1,BL,4624723,BL,1023287,100,Y
10853,C472501073875765E040220A4C16066C,1,BL,4624724,BL,1023287,100,Y
10854,C472501073885765E040220A4C16066C,1,BL,4624725,BL,1023287,100,Y
10855,C472501073895765E040220A4C16066C,1,BL,4624726,BL,1023287,100,Y
10856,C4725010738A5765E040220A4C16066C,1,BL,4624727,BL,1023287,100,Y
10857,C4725010738B5765E040220A4C16066C,1,BL,4624728,BL,1023287,100,Y
10858,C4725010738C5765E040220A4C16066C,1,BL,4624729,BL,1023287,100,Y
10859,C4725010738D5765E040220A4C16066C,1,BL,4624730,BL,1023287,100,Y
10860,C4725010738E5765E040220A4C16066C,1,BL,4624731,BL,1023287,100,Y
10861,C4725010738F5765E040220A4C16066C,1,BL,4624732,BL,1023287,100,Y
10862,C472501073905765E040220A4C16066C,1,BL,4624733,BL,1023287,100,Y
10863,C472501073915765E040220A4C16066C,1,BL,4624734,BL,1023287,100,Y
10864,C472501073925765E040220A4C16066C,1,BL,4624735,BL,1023287,100,Y
10865,C472501073935765E040220A4C16066C,1,BL,4624736,BL,1023287,100,Y
10866,C472501073945765E040220A4C16066C,1,BL,4624737,BL,1023287,100,Y
10867,C472501073955765E040220A4C16066C,1,BL,4624738,BL,1023287,100,Y
10868,C472501073965765E040220A4C16066C,1,BL,4624739,BL,1023287,100,Y
10869,C472501073975765E040220A4C16066C,1,BL,4624740,BL,1023287,100,Y
10870,C472501073985765E040220A4C16066C,1,BL,4624741,BL,1023287,100,Y
10871,C472501073995765E040220A4C16066C,1,BL,4624742,BL,1023287,100,Y
10872,C4725010739A5765E040220A4C16066C,1,BL,4624743,BL,1023287,100,Y
10873,C4725010739B5765E040220A4C16066C,1,BL,4624744,BL,1023287,100,Y
10874,C4725010739C5765E040220A4C16066C,1,BL,4624745,BL,1023287,100,Y
10875,C4725010739D5765E040220A4C16066C,1,BL,4624746,BL,1023287,100,Y
10876,C4725010739E5765E040220A4C16066C,1,BL,4624747,BL,1023287,100,Y
10877,C4725010739F5765E040220A4C16066C,1,BL,4624748,BL,1023287,100,Y
10878,C472501073A05765E040220A4C16066C,1,BL,4624581,BL,1023287,100,Y
10879,C472501073A15765E040220A4C16066C,1,BL,4624582,BL,1023287,100,Y
10880,C472501073A25765E040220A4C16066C,1,BL,4624583,BL,1023287,100,Y
10881,C472501073A35765E040220A4C16066C,1,BL,4624584,BL,1023287,100,Y
10882,C472501073A45765E040220A4C16066C,1,BL,4624585,BL,1023287,100,Y
10883,C472501073A55765E040220A4C16066C,1,BL,4624586,BL,1023287,100,Y
10884,C472501073A65765E040220A4C16066C,1,BL,4624587,BL,1023287,100,Y
10885,C472501073A75765E040220A4C16066C,1,BL,4624588,BL,1023287,100,Y
10886,C472501073A85765E040220A4C16066C,1,BL,4624589,BL,1023287,100,Y
10887,C472501073A95765E040220A4C16066C,1,BL,4624590,BL,1023287,100,Y
10888,C472501073AA5765E040220A4C16066C,1,BL,4624591,BL,1023287,100,Y
10889,C472501073AB5765E040220A4C16066C,1,BL,4624592,BL,1023287,100,Y
10890,C472501073AC5765E040220A4C16066C,1,BL,4624593,BL,1023287,100,Y
10891,C472501073AD5765E040220A4C16066C,1,BL,4624594,BL,1023287,100,Y
10892,C472501073AE5765E040220A4C16066C,1,BL,4624595,BL,1023287,100,Y
10893,C472501073AF5765E040220A4C16066C,1,BL,4624596,BL,1023287,100,Y
10894,C472501073B05765E040220A4C16066C,1,BL,4624597,BL,1023287,100,Y
10895,C472501073B15765E040220A4C16066C,1,BL,4624598,BL,1023287,100,Y
10896,C472501073B25765E040220A4C16066C,1,BL,4624599,BL,1023287,100,Y
10897,C472501073B35765E040220A4C16066C,1,BL,4624600,BL,1023287,100,Y
10898,C472501073B45765E040220A4C16066C,1,BL,4624601,BL,1023287,100,Y
10899,C472501073B55765E040220A4C16066C,1,BL,4624602,BL,1023287,100,Y
10900,C472501073B65765E040220A4C16066C,1,BL,4624603,BL,1023287,100,Y
10901,C472501073B75765E040220A4C16066C,1,BL,4624604,BL,1023287,100,Y
10902,C472501073B85765E040220A4C16066C,1,BL,4624605,BL,1023287,100,Y
10903,C472501073B95765E040220A4C16066C,1,BL,4624606,BL,1023287,100,Y
10904,C472501073BA5765E040220A4C16066C,1,BL,4624607,BL,1023287,100,Y
10905,C472501073BB5765E040220A4C16066C,1,BL,4624608,BL,1023287,100,Y
10906,C472501073BC5765E040220A4C16066C,1,BL,4624609,BL,1023287,100,Y
10907,C472501073BD5765E040220A4C16066C,1,BL,4624610,BL,1023287,100,Y
10908,C472501073BE5765E040220A4C16066C,1,BL,4624611,BL,1023287,100,Y
10909,C472501073BF5765E040220A4C16066C,1,BL,4624612,BL,1023287,100,Y
10910,C472501073C05765E040220A4C16066C,1,BL,4624613,BL,1023287,100,Y
10911,C472501073C15765E040220A4C16066C,1,BL,4624614,BL,1023287,100,Y
10912,C472501073C25765E040220A4C16066C,1,BL,4624615,BL,1023287,100,Y
10913,C472501073C35765E040220A4C16066C,1,BL,4624616,BL,1023287,100,Y
