FIN_COA_CD,ORG_CD,OBJ_ID,VER_NBR,DESCRSHORT,COMPANY,SETID_LOCATION,LOCATION,TAX_LOCATION_CD,MANAGER_UNVL_ID,MANAGER_POSN,BUDGET_YR_END_DT,BUDGET_LVL,GL_EXPENSE,EEO4_FUNCTION,ACCIDENT_INS,SI_ACCIDENT_NUM,HAZARD,ESTABID,RISKCD,FTE_EDIT_INDC,DEPT_TENURE_FLG,TL_DISTRIB_INFO,USE_BUDGETS,USE_ENCUMBRANCES,USE_DISTRIBUTION,BUDGET_DEPTID,DIST_PRORATE_OPTN,HP_STATS_DEPT_CD,HP_STATS_FACULTY,ACCOUNTING_OWNER,COUNTRY_GRP,IU_ORG_MAIL_DRP_CD,IU_ORG_ADDRESS_2,IU_ORG_ADDRESS_3,IU_CAMPUS_CD,IU_CAMPUS_BLDG,IU_CAMPUS_ROOM,IU_POSN_ALLOW_FL,IU_TENURE_ALLOW_FL,IU_TITLE_ALLOW_FL,IU_OCC_UN_ALLOW_FL,ORG_FSCL_APRVR_UID,LAST_UPDATE_DATE
IN,DSTA,11400DC3F404041EE043814FD881041E,1,IN-DSTA,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,DSTU,11400DC3F0C1041EE043814FD881041E,1,IN-DSTU,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-DSTU, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,ECON,11400DC3F0C2041EE043814FD881041E,1,IN-ECON,IU,IUINA,IN,IN,OLE5263304328,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-ECON,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE1364506195,030228000000
IN,EDUC,11400DC3F0C3041EE043814FD881041E,1,IN-EDUC,IU,IUINA,IN,IN,OLE4797306442,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-EDUC,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,Y,OLE4797306442,040913000000
IN,ELEN,11400DC3F0C4041EE043814FD881041E,1,IN-ELEN,IU,IUINA,IN,IN,null,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-ELEN,null,null,null,null,null,null,null,null,IN,null,null,N,Y,Y,N,null,050124000000
IN,ELET,11400DC3F0C5041EE043814FD881041E,1,IN-ELET,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ELET, , , , , , , , ,IN,null, ,N,Y,Y,N,null,021102000000
IN,EMER,11400DC3F0C6041EE043814FD881041E,1,IN-EMER,IU,IUINA,IN,IN,OLE2845700356, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-EMER, , , , , , , , ,IN,null, ,Y,Y,Y,N,OLE2845700356,021102000000
IN,ENDC,11400DC3F0C7041EE043814FD881041E,1,IN-ENDC,IU,IUINA,IN,IN,OLE4956605958, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ENDC, , , , , , , , ,IN,null, ,Y,N,Y,N,OLE5402206934,021102000000
IN,ENG,11400DC3F0C8041EE043814FD881041E,1,IN-ENG,IU,IUINA,IN,IN,OLE5263304328,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-ENG,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE1364506195,030304000000
IN,ENGD,11400DC3F0C9041EE043814FD881041E,1,IN-ENGD,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ENGD, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,ENGR,11400DC3F0CA041EE043814FD881041E,1,IN-ENGR,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ENGR, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,ENGT,11400DC3F0CB041EE043814FD881041E,1,IN-ENGT,IU,IUINA,IN,IN,OLE1963107144, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ENGT, , , , , , , , ,IN,null, ,Y,Y,Y,N,OLE1963107144,021102000000
IN,ENHS,11400DC3F0CC041EE043814FD881041E,1,IN-ENHS,IU,IUINA,IN,IN,OLE3339401230, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ENHS, , , , , , , , ,IN,null, ,Y,N,N,N,OLE3339401230,021102000000
IN,ENRL,11400DC3F0CD041EE043814FD881041E,1,IN-ENRL,IU,IUINA,IN,IN,OLE2689004273, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ENRL, , , , , , , , ,IN,null, ,Y,N,N,N,OLE2689004273,021102000000
IN,ETEC,11400DC3F0D6041EE043814FD881041E,1,IN-ETEC,IU,IUINA,IN,IN,OLE1680308253, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ETEC, , , , , , , , ,IN,null, ,Y,N,N,N,OLE3681205703,021102000000
IN,ETHC,11400DC3F0CE041EE043814FD881041E,1,IN-ETHC,IU,IUINA,IN,IN,OLE5622705948,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-ETHC,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE6240307307,040707000000
IN,EXAF,11400DC3F0CF041EE043814FD881041E,1,IN-EXAF,IU,IUINA,IN,IN,OLE6269308135, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-EXAF, , , , , , , , ,IN,null, ,Y,N,N,N,OLE6269308135,021102000000
IN,EXEC,11400DC3F0D0041EE043814FD881041E,1,IN-EXEC,IU,IUINA,IN,IN,OLE6269308135,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-EXEC,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE6269308135,031110000000
IN,EXEM,11400DC3F3AD041EE043814FD881041E,1,IN-EXEM,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,null,null,null,031110000000
IN,EXST,11400DC3F0D1041EE043814FD881041E,1,IN-EXST,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-EXST, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,EXTA,11400DC3F0D2041EE043814FD881041E,1,IN-EXTA,IU,IUINA,IN,IN,OLE6269308135, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-EXTA, , , , , , , , ,IN,null, ,Y,N,N,N,OLE6269308135,021102000000
IN,FACR,11400DC3F0D3041EE043814FD881041E,1,IN-FACR,IU,IUINA,IN,IN,OLE6182208707, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-FACR, , , , , , , , ,IN,null, ,Y,N,N,N,OLE6182208707,021102000000
IN,FAMM,11400DC3F0D4041EE043814FD881041E,1,IN-FAMM,IU,IUINA,IN,IN,OLE3998400688,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-FAMM,null,null,null,null,null,null,LO 200,null,IN,IN033,221,Y,Y,Y,N,OLE3454106039,030903000000
IN,FDEV,11400DC3F0D5041EE043814FD881041E,1,IN-FDEV,IU,IUINA,IN,IN,OLE3480207161,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-FDEV,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE3480207161,040526000000
IN,FMAN,11400DC3F3B6041EE043814FD881041E,1,IN-FMAN,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,null,null,null,031120000000
IN,FMCG,11400DC3F3B3041EE043814FD881041E,1,IN-FMCG,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,null,null,null,031120000000
IN,FMCL,11400DC3F3B5041EE043814FD881041E,1,IN-FMCL,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,null,null,null,031120000000
IN,FMPD,11400DC3F3B2041EE043814FD881041E,1,IN-FMPD,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,null,null,null,031120000000
IN,FMRS,11400DC3F3B4041EE043814FD881041E,1,IN-FMRS,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,null,null,null,031120000000
IN,FRPP,11400DC3F0D7041EE043814FD881041E,1,IN-FRPP,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-FRPP, , , , , , , , ,IN,null, ,N,Y,Y,N,null,021102000000
IN,GAST,11400DC3F0D8041EE043814FD881041E,1,IN-GAST,IU,null,null,null,OLE1611308074,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,null,Y,null,OLE1306305885,031106000000
IN,GEOG,11400DC3F0D9041EE043814FD881041E,1,IN-GEOG,IU,IUINA,IN,IN,OLE5263304328,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-GEOG,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE1364506195,030228000000
IN,GEOL,11400DC3F0DA041EE043814FD881041E,1,IN-GEOL,IU,IUINA,IN,IN,OLE5535209660, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-GEOL, , , , , , , , ,IN,null, ,Y,Y,Y,N,OLE2007901595,021102000000
IN,GMED,11400DC3F0DB041EE043814FD881041E,1,IN-GMED,IU,IUINA,IN,IN,OLE1486601605, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-GMED, , , , , , , , ,IN,null, ,Y,N,N,N,OLE1486601605,021102000000
IN,GRAD,11400DC3F0DC041EE043814FD881041E,1,IN-GRAD,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-GRAD, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,GSPE,11400DC3F405041EE043814FD881041E,1,IN-GSPE,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,HAD,11400DC3F0DD041EE043814FD881041E,1,IN-HAD,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-HAD, , , , , , , , ,IN,null, ,N,Y,Y,N,null,021102000000
IN,HALL,11400DC3F0DE041EE043814FD881041E,1,IN-HALL,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-HALL, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,HEMO,11400DC3F0DF041EE043814FD881041E,1,IN-HEMO,IU,IUINA,IN,IN,OLE1985208153, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-HEMO, , , , , , , , ,IN,null, ,Y,N,Y,N,OLE3241801877,021102000000
IN,HERR,11400DC3F0E0041EE043814FD881041E,1,IN-HERR,IU,IUINA,IN,IN,OLE4041902980,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-HERR,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE1595003228,050131000000
IN,HIST,11400DC3F0E1041EE043814FD881041E,1,IN-HIST,IU,IUINA,IN,IN,OLE5263304328,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-HIST,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE1364506195,030228000000
IN,HOND,11400DC3F42B041EE043814FD881041E,1,IN-HOND,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,HONP,11400DC3F406041EE043814FD881041E,1,IN-HONP,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,HONR,11400DC3F0E2041EE043814FD881041E,1,IN-HONR,IU,IUINA,IN,IN,OLE5163208565, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-HONR, , , , , , , , ,IN,null, ,Y,N,N,N,OLE5163208565,021102000000
IN,HOS,11400DC3F0E5041EE043814FD881041E,1,IN-HOS,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-HOS, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,HPHL,11400DC3F312041EE043814FD881041E,1,IN-HPHL,IU,null,null,null,OLE4425901434,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,null,null,OLE4425901434,030422000000
IN,HPHY,11400DC3F0E3041EE043814FD881041E,1,IN-HPHY,IU,IUINA,IN,IN,OLE4182202259,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-HPHY,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE4182202259,030822000000
IN,HR,11400DC3F0E4041EE043814FD881041E,1,IN-HR,IU,IUINA,IN,IN,OLE4263602369, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-HR, , , , , , , , ,IN,null, ,Y,N,N,N,OLE4263602369,021102000000
IN,HUSE,11400DC3F407041EE043814FD881041E,1,IN-HUSE,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,IACT,11400DC3F0E6041EE043814FD881041E,1,IN-IACT,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-IACT, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,ICC,11400DC3F0E7041EE043814FD881041E,1,IN-ICC,IU,IUINA,IN,IN,OLE5263304328,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-ICC,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE5506104642,030903000000
IN,ICFA,11400DC3F0E8041EE043814FD881041E,1,IN-ICFA,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ICFA, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,IDI,11400DC3F408041EE043814FD881041E,1,IN-IDI,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,IED,11400DC3F0E9041EE043814FD881041E,1,IN-IED,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-IED, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,IEDT,11400DC3F409041EE043814FD881041E,1,IN-IEDT,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,ILLM,11400DC3F311041EE043814FD881041E,1,IN-ILLM,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,null,null,null,030130000000
IN,IMAG,11400DC3F0EA041EE043814FD881041E,1,IN-IMAG,IU,IUINA,IN,IN,OLE5263304328, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-IMAG, , , , , , , , ,IN,null, ,Y,N,N,N,OLE1364506195,021102000000
IN,IMIR,11400DC3F0EB041EE043814FD881041E,1,IN-IMIR,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-IMIR, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
EA,CTSD,11400DC3F007041EE043814FD881041E,1,EA-CTSD,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-CTSD, , , , , , , , ,EA,null, ,N,N,Y,N,null,021102000000
EA,DGTS,11400DC3F3E1041EE043814FD881041E,1,EA-DGTS,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,EA,11400DC3F008041EE043814FD881041E,1,EA-EA,IU,IUEAA,EA,EA,OLE5558702729,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,EA-EA,null,null,null,null,null,null,null,null,EA,null,null,N,N,N,Y,OLE2868007063,040921000000
EA,ECON,11400DC3F009041EE043814FD881041E,1,EA-ECON,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-ECON, , , , , , , , ,EA,null, ,N,N,Y,N,null,021102000000
EA,ECTR,11400DC3F00A041EE043814FD881041E,1,EA-ECTR,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-ECTR, , , , , , , , ,EA,null, ,Y,N,N,N,OLE2868007063,021102000000
EA,EDUA,11400DC3F3E2041EE043814FD881041E,1,EA-EDUA,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,EDUC,11400DC3F00D041EE043814FD881041E,1,EA-EDUC,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-EDUC, , , , , , , , ,EA,null, ,Y,N,Y,N,OLE2868007063,021102000000
EA,EDUD,11400DC3F00E041EE043814FD881041E,1,EA-EDUD,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-EDUD, , , , , , , , ,EA,null, ,N,Y,Y,N,null,021102000000
EA,ENG,11400DC3F00F041EE043814FD881041E,1,EA-ENG,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-ENG, , , , , , , , ,EA,null, ,N,N,Y,N,null,021102000000
EA,ENGR,11400DC3F3E3041EE043814FD881041E,1,EA-ENGR,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,ENSV,11400DC3F010041EE043814FD881041E,1,EA-ENSV,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-ENSV, , , , , , , , ,EA,null, ,N,N,N,N,null,021102000000
EA,ESSC,11400DC3F3E4041EE043814FD881041E,1,EA-ESSC,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,EXAF,11400DC3F011041EE043814FD881041E,1,EA-EXAF,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-EXAF, , , , , , , , ,EA,null, ,Y,N,N,N,OLE2868007063,021102000000
EA,EXTL,11400DC3F016041EE043814FD881041E,1,EA-EXTL,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-EXTL, , , , , , , , ,EA,null, ,Y,N,N,N,OLE2868007063,021102000000
EA,FORS,11400DC3F3E5041EE043814FD881041E,1,EA-FORS,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,FRCH,11400DC3F012041EE043814FD881041E,1,EA-FRCH,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-FRCH, , , , , , , , ,EA,null, ,N,N,Y,N,null,021102000000
EA,GENA,11400DC3F013041EE043814FD881041E,1,EA-GENA,IU,null,null,null,OLE5558702729,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,Y,null,null,null,OLE2868007063,040715000000
EA,GENS,11400DC3F014041EE043814FD881041E,1,EA-GENS,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-GENS, , , , , , , , ,EA,null, ,Y,N,N,N,OLE2868007063,021102000000
EA,GEOG,11400DC3F015041EE043814FD881041E,1,EA-GEOG,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-GEOG, , , , , , , , ,EA,null, ,N,N,Y,N,null,021102000000
EA,GESC,11400DC3F3E6041EE043814FD881041E,1,EA-GESC,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,GRAD,11400DC3F017041EE043814FD881041E,1,EA-GRAD,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-GRAD, , , , , , , , ,EA,null, ,N,N,Y,N,null,021102000000
EA,GRAF,11400DC3F018041EE043814FD881041E,1,EA-GRAF,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-GRAF, , , , , , , , ,EA,null, ,Y,N,N,N,OLE2868007063,021102000000
EA,HFAD,11400DC3F019041EE043814FD881041E,1,EA-HFAD,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-HFAD, , , , , , , , ,EA,null, ,N,Y,Y,N,null,021102000000
EA,HMAN,11400DC3F01A041EE043814FD881041E,1,EA-HMAN,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-HMAN, , , , , , , , ,EA,null, ,N,N,Y,N,null,021102000000
EA,HMEC,11400DC3F3E7041EE043814FD881041E,1,EA-HMEC,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,HPER,11400DC3F01B041EE043814FD881041E,1,EA-HPER,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-HPER, , , , , , , , ,EA,null, ,N,N,Y,N,null,021102000000
EA,HUFA,11400DC3F01C041EE043814FD881041E,1,EA-HUFA,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-HUFA, , , , , , , , ,EA,null, ,Y,N,N,N,OLE2868007063,021102000000
EA,HUMD,11400DC3F01D041EE043814FD881041E,1,EA-HUMD,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-HUMD, , , , , , , , ,EA,null, ,N,Y,Y,N,null,021102000000
EA,HUMR,11400DC3F022041EE043814FD881041E,1,EA-HUMR,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-HUMR, , , , , , , , ,EA,null, ,Y,N,N,N,OLE2868007063,021102000000
EA,HUSC,11400DC3F3E8041EE043814FD881041E,1,EA-HUSC,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,041208000000
EA,HUSO,11400DC3F01E041EE043814FD881041E,1,EA-HUSO,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-HUSO, , , , , , , , ,EA,null, ,N,Y,Y,N,null,021102000000
EA,INPR,11400DC3F01F041EE043814FD881041E,1,EA-INPR,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-INPR, , , , , , , , ,EA,null, ,Y,N,N,N,OLE2868007063,021102000000
EA,LABS,11400DC3F428041EE043814FD881041E,1,EA-LABS,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,LAW,11400DC3F020041EE043814FD881041E,1,EA-LAW,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-LAW, , , , , , , , ,EA,null, ,N,N,Y,N,null,021102000000
EA,LBRL,11400DC3F3E9041EE043814FD881041E,1,EA-LBRL,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,LIBG,11400DC3F3EA041EE043814FD881041E,1,EA-LIBG,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,LIBR,11400DC3F021041EE043814FD881041E,1,EA-LIBR,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-LIBR, , , , , , , , ,EA,null, ,Y,Y,Y,N,OLE2868007063,021102000000
EA,MANU,11400DC3F3EB041EE043814FD881041E,1,EA-MANU,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,MATH,11400DC3F429041EE043814FD881041E,1,EA-MATH,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,MATL,11400DC3F3EC041EE043814FD881041E,1,EA-MATL,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,041208000000
EA,MULT,11400DC3F023041EE043814FD881041E,1,EA-MULT,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-MULT, , , , , , , , ,EA,null, ,Y,N,N,N,OLE2868007063,021102000000
EA,MUSD,11400DC3F3ED041EE043814FD881041E,1,EA-MUSD,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,NURA,11400DC3F3EE041EE043814FD881041E,1,EA-NURA,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EA,null,null,null,null,Y,null,null,040615000000
EA,NURD,11400DC3F024041EE043814FD881041E,1,EA-NURD,IU,IUEAA,EA,EA,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-NURD, , , , , , , , ,EA,null, ,N,Y,Y,N,null,021102000000
EA,NURS,11400DC3F025041EE043814FD881041E,1,EA-NURS,IU,IUEAA,EA,EA,OLE5558702729, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,EA-NURS, , , , , , , , ,EA,null, ,Y,N,Y,N,OLE2868007063,021102000000
